team,player,nname,games,fc_pg,fa_pg,shots_pg,sot_pg,yc_pg
Sweden,Jesper Karlström,jesper karlstrom,36,1.1389,0.8333,0.5556,0.0833,0.1667
Sweden,Yasin Ayari,yasin ayari,31,0.7742,0.9032,1.3226,0.3226,0.0323
Sweden,Herman Johansson,herman johansson,14,1.6429,0.5,0.1429,0.0714,0.1429
Sweden,Taha Ali,taha ali,6,0.1667,1.0,1.1667,0.3333,0.1667
Sweden,Besfort Zeneli,besfort zeneli,16,0.375,0.5625,1.0,0.5,0.0
Sweden,Lucas Bergvall,lucas bergvall,28,0.8571,0.25,0.4286,0.1786,0.0714
Sweden,Elliot Stroud,elliot stroud,8,0.5,1.25,2.0,0.875,0.0
Sweden,Alexander Isak,alexander isak,16,0.3125,0.0625,1.0625,0.375,0.0
Sweden,Viktor Gyökeres,viktor gyokeres,36,0.9722,0.8611,1.5278,0.6111,0.1389
Sweden,Benjamin Nygren,benjamin nygren,38,0.9211,1.0789,2.4211,1.0,0.1053
Sweden,Anthony Elanga,anthony elanga,34,0.2353,0.7353,0.5,0.1176,0.0
Sweden,Alexander Bernhardsson,alexander bernhardsson,20,1.55,1.95,1.95,0.65,0.1
Switzerland,Yvon Mvogo,yvon mvogo,31,0.0,0.0,1.3871,0.0,0.0
Switzerland,Gregor Kobel,gregor kobel,34,0.0,0.0,1.0,0.0,0.0882
Switzerland,Marvin Keller,marvin keller,7,0.0,0.0,1.4286,0.0,0.1429
Switzerland,Ricardo Rodríguez,ricardo rodriguez,34,0.3235,0.1471,0.0882,0.0,0.0
Switzerland,Silvan Widmer,silvan widmer,32,0.4688,0.3438,0.625,0.125,0.1562
Switzerland,Nico Elvedi,nico elvedi,33,0.5455,0.4848,0.2727,0.0,0.1515
Switzerland,Manuel Akanji,manuel akanji,35,0.7429,0.5143,0.6571,0.1714,0.1143
Switzerland,Eray Cömert,eray comert,32,0.2812,0.4062,0.3438,0.0938,0.0938
Switzerland,Miro Muheim,miro muheim,29,1.3448,1.7241,0.7931,0.2414,0.2414
Switzerland,Aurèle Amenda,aurele amenda,31,0.7097,0.4194,0.3226,0.0645,0.1613
Switzerland,Luca Jaquez,luca jaquez,18,0.2222,0.1111,0.2222,0.0,0.0556
Switzerland,Granit Xhaka,granit xhaka,34,0.6765,1.2059,0.6176,0.1471,0.2353
Switzerland,Remo Freuler,remo freuler,32,0.5938,0.75,0.25,0.0312,0.1562
Switzerland,Djibril Sow,djibril sow,35,1.2,0.8286,0.5429,0.2286,0.1714
Switzerland,Denis Zakaria,denis zakaria,24,1.0833,0.2917,0.75,0.125,0.1667
Switzerland,Christian Fassnacht,christian fassnacht,6,0.6667,0.3333,2.6667,1.0,0.0
Switzerland,Michel Aebischer,michel aebischer,36,1.25,1.0556,0.5278,0.1389,0.2222
Switzerland,Rubén Vargas,ruben vargas,24,0.5417,0.7083,1.7083,0.3333,0.0833
Switzerland,Ardon Jashari,ardon jashari,30,0.3667,0.2667,0.2333,0.0667,0.0
Switzerland,Fabian Rieder,fabian rieder,32,1.4062,1.1875,1.1875,0.4062,0.125
Switzerland,Johan Manzambi,johan manzambi,28,0.7857,2.7857,1.8214,0.4286,0.1429
Switzerland,Breel Embolo,breel embolo,31,1.5484,1.871,1.3226,0.5484,0.0968
Switzerland,Cedric Itten,cedric itten,30,2.0333,1.0667,3.1,1.2333,0.1667
Switzerland,Noah Okafor,noah okafor,29,0.6207,0.4828,1.2069,0.5172,0.1034
Switzerland,Dan Ndoye,dan ndoye,29,0.5517,0.7586,0.5172,0.1379,0.0345
Switzerland,Zeki Amdouni,zeki amdouni,4,0.25,0.25,0.75,0.25,0.0
Tunisia,Sabri Ben Hessen,sabri ben hessen,1,0.0,0.0,0.0,0.0,0.0
Tunisia,Aymen Dahmen,aymen dahmen,6,0.0,0.0,1.6667,0.0,0.1667
Tunisia,Mouhib Chamakh,mouhib chamakh,1,0.0,0.0,5.0,0.0,0.0
Tunisia,Dylan Bronn,dylan bronn,7,0.7143,1.0,0.2857,0.1429,0.2857
Tunisia,Montassar Talbi,montassar talbi,29,0.2069,0.4138,0.4828,0.069,0.1034
Tunisia,Ali Abdi,ali abdi,24,0.9167,0.75,0.6667,0.1667,0.0833
Tunisia,Mohamed Amine Ben Hamida,mohamed amine ben hamida,10,0.9,0.8,0.0,0.0,0.0
Tunisia,Moutaz Neffati,moutaz neffati,27,1.3704,1.7407,0.7407,0.1481,0.2963
Tunisia,Adem Arous,adem arous,29,0.4138,0.4138,0.1379,0.0345,0.069
Tunisia,Raed Chikhaoui,raed chikhaoui,1,0.0,0.0,0.0,0.0,0.0
Tunisia,Rani Khedira,rani khedira,32,1.625,0.5625,0.7188,0.3125,0.2188
Tunisia,Ellyes Skhiri,ellyes skhiri,30,0.3667,0.4333,0.2667,0.0,0.0333
Tunisia,Mortadha Ben Ouanes,mortadha ben ouanes,28,1.4286,2.0714,0.8571,0.1429,0.2143
Tunisia,Mohamed Hadj Mahmoud,mohamed hadj mahmoud,7,1.5714,1.0,1.1429,0.0,0.1429
Tunisia,Hannibal Mejbri,hannibal mejbri,29,0.8276,1.6207,0.6552,0.1724,0.3448
Tunisia,Anis Slimane,anis slimane,28,0.5714,0.25,0.8929,0.6429,0.1429
Tunisia,Elias Achouri,elias achouri,22,0.7273,1.4091,1.5,0.4545,0.0909
Tunisia,Firas Chaouat,firas chaouat,5,0.0,0.0,0.2,0.2,0.0
Tunisia,Sebastian Tounekti,sebastian tounekti,29,0.6897,0.6552,1.1724,0.2759,0.1034
Tunisia,Ismaël Gharbi,ismael gharbi,21,0.0952,0.381,0.1429,0.0,0.0
Tunisia,Elias Saad,elias saad,14,1.0714,0.9286,1.1429,0.3571,0.0714
Tunisia,Khalil Ayari,khalil ayari,1,0.0,0.0,0.0,0.0,0.0
Tunisia,Rayan Elloumi,rayan elloumi,14,0.3571,0.3571,0.1429,0.1429,0.0
Türkiye,Mert Günok,mert gunok,18,0.0,0.0,0.4444,0.0,0.0
Türkiye,Ugurcan Çakir,ugurcan cakir,26,0.0,0.0,0.8077,0.0,0.1538
Türkiye,Altay Bayindir,altay bayindir,38,0.0,0.0,0.2895,0.0,0.0
Türkiye,Kaan Ayhan,kaan ayhan,30,0.2,0.1333,0.2,0.0333,0.0333
Türkiye,Abdülkerim Bardakçi,abdulkerim bardakci,31,0.6129,0.6452,0.7742,0.1613,0.1613
Türkiye,Çaglar Söyüncü,caglar soyuncu,25,0.6,0.32,0.08,0.0,0.0
Türkiye,Ferdi Kadioglu,ferdi kadioglu,38,0.5789,0.9474,0.7368,0.3421,0.1579
Türkiye,Mert Müldür,mert muldur,32,0.1875,0.625,0.3438,0.0625,0.125
Türkiye,Merih Demiral,merih demiral,20,1.25,0.35,0.7,0.25,0.25
Türkiye,Zeki Çelik,zeki celik,35,1.0,0.5143,0.6286,0.1143,0.0571
Türkiye,Eren Elmali,eren elmali,28,0.5714,0.5357,0.5,0.2143,0.1071
Türkiye,Samet Akaydin,samet akaydin,29,1.5862,0.8276,0.5862,0.2414,0.3103
Türkiye,Hakan Çalhanoglu,hakan calhanoglu,27,1.037,0.4074,1.8519,0.6296,0.2593
Türkiye,Irfan Can Kahveci,irfan can kahveci,17,1.5294,1.5294,1.2941,0.4706,0.2941
Türkiye,Salih Özcan,salih ozcan,29,0.0345,0.0345,0.0345,0.0,0.0
Türkiye,Orkun Kökçü,orkun kokcu,30,0.7667,1.7333,2.9667,1.0667,0.1667
Türkiye,Ismail Yüksek,ismail yuksek,32,1.2188,1.0625,1.0,0.25,0.1562
Türkiye,Arda Güler,arda guler,33,0.6364,0.9697,1.4848,0.5758,0.0303
Türkiye,Can Uzun,can uzun,23,0.6522,1.1304,1.7826,0.8261,0.1304
Türkiye,Yunus Akgün,yunus akgun,30,0.5333,0.6667,1.3667,0.3667,0.0333
Türkiye,Kerem Aktürkoglu,kerem akturkoglu,30,0.5,1.2667,1.4667,0.7333,0.1
Türkiye,Baris Alper Yilmaz,baris alper yilmaz,30,1.6,1.6667,1.8333,0.8,0.2333
Türkiye,Kenan Yildiz,kenan yildiz,37,0.6216,1.5135,2.6216,1.0811,0.0541
United States,Matt Freese,matt freese,15,0.0,0.0,1.4,0.0,0.0
United States,Chris Brady,chris brady,14,0.0,0.0714,1.1429,0.0,0.0714
United States,Matt Turner,matt turner,14,0.0,0.0,1.2857,0.0,0.0714
United States,Mark McKenzie,mark mckenzie,29,1.2069,0.4138,0.2069,0.0345,0.2414
United States,Tim Ream,tim ream,11,0.4545,0.5455,0.0909,0.0,0.0
United States,Antonee Robinson,antonee robinson,27,0.5556,0.3333,0.2222,0.037,0.1852
United States,Auston Trusty,auston trusty,28,0.6071,0.3929,0.4643,0.0714,0.1429
United States,Alex Freeman,alex freeman,18,0.1111,0.1667,0.0556,0.0,0.0
United States,Miles Robinson,miles robinson,9,1.0,0.2222,0.3333,0.2222,0.1111
United States,Sergiño Dest,sergino dest,27,0.6296,1.3333,0.5185,0.1852,0.1852
United States,Joe Scally,joe scally,33,1.0,1.5455,0.4848,0.303,0.2424
United States,Chris Richards,chris richards,34,0.5294,0.1471,0.4412,0.0588,0.1176
United States,Cristian Roldan,cristian roldan,12,0.6667,0.8333,1.3333,0.4167,0.0833
United States,Tyler Adams,tyler adams,26,1.3462,0.5,0.3846,0.2308,0.3077
United States,Christian Pulisic,christian pulisic,31,0.3548,0.7419,1.7419,0.8065,0.0
United States,Weston McKennie,weston mckennie,37,1.1892,0.2973,1.1622,0.4324,0.1351
United States,Brenden Aaronson,brenden aaronson,38,0.5263,1.3421,1.2368,0.4474,0.0789
United States,Giovanni Reyna,giovanni reyna,25,0.2,0.4,0.28,0.08,0.04
United States,Sebastian Berhalter,sebastian berhalter,14,2.1429,1.5,2.4286,0.6429,0.2143
United States,Malik Tillman,malik tillman,29,0.6207,1.0,1.1724,0.4483,0.069
United States,Max Arfsten,max arfsten,15,1.0,1.1333,1.2667,0.5333,0.1333
United States,Haji Wright,haji wright,42,0.7381,0.619,2.3333,0.881,0.0952
United States,Timothy Weah,timothy weah,30,1.0667,0.6,0.9667,0.3333,0.1667
United States,Folarin Balogun,folarin balogun,31,1.3871,1.1935,2.4839,1.0323,0.129
United States,Ricardo Pepi,ricardo pepi,26,0.4231,0.4231,2.3462,1.2308,0.0385
Uruguay,Fernando Muslera,fernando muslera,13,0.0,0.0,0.4615,0.0,0.0769
Uruguay,Sergio Rochet,sergio rochet,12,0.0,0.0,0.9167,0.0,0.0833
Uruguay,Guillermo Varela,guillermo varela,14,0.4286,0.7143,0.2857,0.0,0.2143
Uruguay,José María Giménez,jose maria gimenez,20,1.0,0.5,0.65,0.15,0.2
Uruguay,Mathías Olivera,mathias olivera,35,0.4857,0.2857,0.2286,0.0857,0.0857
Uruguay,Santiago Bueno,santiago bueno,37,0.8108,0.2973,0.2703,0.1892,0.1081
Uruguay,Joaquín Piquerez,joaquin piquerez,8,0.375,1.0,0.625,0.25,0.0
Uruguay,Matías Viña,matias vina,18,0.4444,0.4444,0.3333,0.0556,0.2778
Uruguay,Ronald Araújo,ronald araujo,32,0.5312,0.0938,0.375,0.1562,0.0625
Uruguay,Emiliano Martínez,emiliano martinez,16,0.0625,0.125,0.1875,0.0625,0.0625
Uruguay,Giorgian de Arrascaeta,giorgian de arrascaeta,11,0.4545,1.0909,2.3636,0.8182,0.0909
Uruguay,Rodrigo Bentancur,rodrigo bentancur,27,0.7037,0.2963,0.4815,0.1111,0.2593
Uruguay,Federico Valverde,federico valverde,33,0.5455,0.4242,1.5455,0.6667,0.0909
Uruguay,Manuel Ugarte,manuel ugarte,37,0.6486,0.4054,0.3514,0.027,0.027
Uruguay,Nicolás de la Cruz,nicolas de la cruz,12,0.6667,1.0833,0.3333,0.0,0.1667
Uruguay,Maxi Araújo,maxi araujo,29,1.5517,2.0,1.3448,0.5517,0.3103
Uruguay,Rodrigo Zalazar,rodrigo zalazar,29,0.6207,1.6897,2.3448,0.931,0.2069
Uruguay,Juan Manuel Sanabria,juan manuel sanabria,11,0.7273,0.5455,1.0909,0.2727,0.1818
Uruguay,Facundo Pellistri,facundo pellistri,10,1.0,0.9,0.5,0.3,0.0
Uruguay,Agustín Canobbio,agustin canobbio,12,1.4167,1.4167,1.5833,0.75,0.25
Uruguay,Darwin Núñez,darwin nunez,16,1.0,1.0,2.6875,1.4375,0.0
Uruguay,Federico Viñas,federico vinas,33,1.3939,2.0909,1.7273,0.6364,0.1515
Uzbekistan,Botirali Ergashev,botirali ergashev,6,0.0,0.1667,2.5,0.0,0.0
Uzbekistan,Utkir Yusupov,utkir yusupov,8,0.0,0.0,0.875,0.0,0.0
Uzbekistan,Abduvohid Nematov,abduvohid nematov,8,0.0,0.0,1.625,0.0,0.0
Uzbekistan,Rustam Ashurmatov,rustam ashurmatov,7,0.8571,0.1429,0.5714,0.0,0.1429
Uzbekistan,Umar Eshmurodov,umar eshmurodov,7,0.4286,0.1429,0.2857,0.0,0.1429
Uzbekistan,Khojiakbar Alijonov,khojiakbar alijonov,8,1.125,0.625,1.875,0.5,0.125
Uzbekistan,Avazbek Ulmasaliyev,avazbek ulmasaliyev,6,0.0,0.0,0.0,0.0,0.0
Uzbekistan,Sherzod Nasrullaev,sherzod nasrullaev,6,1.0,0.1667,0.6667,0.0,0.1667
Uzbekistan,Abdukodir Khusanov,abdukodir khusanov,30,0.4667,0.2,0.2333,0.0333,0.0667
Uzbekistan,Jamshid Iskanderov,jamshid iskanderov,8,0.375,0.625,1.5,0.25,0.0
Uzbekistan,Odiljon Xamrobekov,odiljon xamrobekov,9,0.8889,0.1111,0.1111,0.0,0.2222
Uzbekistan,Dostonbek Khamdamov,dostonbek khamdamov,9,0.8889,0.4444,0.8889,0.1111,0.2222
Uzbekistan,Otabek Shukurov,otabek shukurov,28,1.25,0.75,0.8929,0.1786,0.3571
Uzbekistan,Abbosbek Fayzullaev,abbosbek fayzullaev,22,0.9545,0.8636,1.3182,0.5455,0.1818
Uzbekistan,Abdulla Abdullaev,abdulla abdullaev,10,0.6,0.2,0.1,0.0,0.2
Uzbekistan,Igor Sergeev,igor sergeev,4,0.75,0.25,0.25,0.0,0.0
Uzbekistan,Eldor Shomurodov,eldor shomurodov,34,0.6176,0.5294,2.7941,1.4118,0.0
Uzbekistan,Azizbek Amonov,azizbek amonov,3,0.0,0.0,0.0,0.0,0.0
