comp,market,family,p,y
uefa.euro,goals_over_0.5,goals,0.9403,1
uefa.euro,goals_under_0.5,goals,0.0597,0
uefa.euro,goals_over_1.5,goals,0.7711,1
uefa.euro,goals_under_1.5,goals,0.2289,0
uefa.euro,goals_over_2.5,goals,0.53165,1
uefa.euro,goals_under_2.5,goals,0.46835,0
uefa.euro,goals_over_3.5,goals,0.31115,1
uefa.euro,goals_under_3.5,goals,0.68885,0
uefa.euro,goals_over_4.5,goals,0.15615,1
uefa.euro,goals_under_4.5,goals,0.84385,0
uefa.euro,btts_yes,goals,0.4933,1
uefa.euro,btts_no,goals,0.5066999999999999,0
uefa.euro,team_goals_Germany_over_0.5,goals,0.8638,1
uefa.euro,team_goals_Germany_over_1.5,goals,0.58675,1
uefa.euro,team_goals_Germany_over_2.5,goals,0.3134,1
uefa.euro,team_goals_Scotland_over_0.5,goals,0.5698,1
uefa.euro,team_goals_Scotland_over_1.5,goals,0.2057,0
uefa.euro,team_goals_Scotland_over_2.5,goals,0.05425,0
uefa.euro,corners_over_7.5,corners,0.5891,0
uefa.euro,corners_under_7.5,corners,0.4109,1
uefa.euro,corners_over_8.5,corners,0.51385,0
uefa.euro,corners_under_8.5,corners,0.48615,1
uefa.euro,corners_over_9.5,corners,0.4412,0
uefa.euro,corners_under_9.5,corners,0.5588,1
uefa.euro,corners_over_10.5,corners,0.3736,0
uefa.euro,corners_under_10.5,corners,0.6264,1
uefa.euro,corners_over_11.5,corners,0.3133,0
uefa.euro,corners_under_11.5,corners,0.6867,1
uefa.euro,team_corners_Germany_over_2.5,corners,0.73705,1
uefa.euro,team_corners_Germany_over_3.5,corners,0.6195,1
uefa.euro,team_corners_Germany_over_4.5,corners,0.51185,1
uefa.euro,team_corners_Germany_over_5.5,corners,0.4147,0
uefa.euro,team_corners_Scotland_over_2.5,corners,0.5933,0
uefa.euro,team_corners_Scotland_over_3.5,corners,0.4632,0
uefa.euro,team_corners_Scotland_over_4.5,corners,0.35705,0
uefa.euro,team_corners_Scotland_over_5.5,corners,0.26955,0
uefa.euro,cards_over_2.5,cards,0.5975,1
uefa.euro,cards_under_2.5,cards,0.4025,0
uefa.euro,cards_over_3.5,cards,0.3695,1
uefa.euro,cards_under_3.5,cards,0.6305,0
uefa.euro,cards_over_4.5,cards,0.199,0
uefa.euro,cards_under_4.5,cards,0.801,1
uefa.euro,cards_over_5.5,cards,0.09155,0
uefa.euro,cards_under_5.5,cards,0.90845,1
uefa.euro,team_cards_Germany_over_0.5,cards,0.8196,1
uefa.euro,team_cards_Germany_over_1.5,cards,0.50655,1
uefa.euro,team_cards_Germany_over_2.5,cards,0.23765,0
uefa.euro,team_cards_Scotland_over_0.5,cards,0.75375,1
uefa.euro,team_cards_Scotland_over_1.5,cards,0.4031,1
uefa.euro,team_cards_Scotland_over_2.5,cards,0.16445,0
uefa.euro,team_shots_Germany_over_8.5,shots,0.67985,1
uefa.euro,team_shots_Germany_over_10.5,shots,0.55525,1
uefa.euro,team_shots_Germany_over_12.5,shots,0.4358,1
uefa.euro,team_sot_Germany_over_2.5,shots,0.82085,1
uefa.euro,team_sot_Germany_over_3.5,shots,0.70795,1
uefa.euro,team_sot_Germany_over_4.5,shots,0.58795,1
uefa.euro,team_shots_Scotland_over_8.5,shots,0.58905,0
uefa.euro,team_shots_Scotland_over_10.5,shots,0.4603,0
uefa.euro,team_shots_Scotland_over_12.5,shots,0.3484,0
uefa.euro,team_sot_Scotland_over_2.5,shots,0.51755,0
uefa.euro,team_sot_Scotland_over_3.5,shots,0.37205,0
uefa.euro,team_sot_Scotland_over_4.5,shots,0.261,0
uefa.euro,shots_over_20.5,shots,0.5829,1
uefa.euro,shots_under_20.5,shots,0.4171,0
uefa.euro,shots_over_22.5,shots,0.4967,0
uefa.euro,shots_under_22.5,shots,0.5033,1
uefa.euro,shots_over_24.5,shots,0.4115,0
uefa.euro,shots_under_24.5,shots,0.5885,1
uefa.euro,shots_over_26.5,shots,0.3375,0
uefa.euro,shots_under_26.5,shots,0.6625,1
uefa.euro,sot_over_5.5,shots,0.7701,1
uefa.euro,sot_under_5.5,shots,0.2299,0
uefa.euro,sot_over_6.5,shots,0.6847,1
uefa.euro,sot_under_6.5,shots,0.3153,0
uefa.euro,sot_over_7.5,shots,0.5923,1
uefa.euro,sot_under_7.5,shots,0.4077,0
uefa.euro,sot_over_8.5,shots,0.5038,1
uefa.euro,sot_under_8.5,shots,0.4962,0
uefa.euro,fouls_over_19.5,fouls,0.56915,1
uefa.euro,fouls_under_19.5,fouls,0.43085,0
uefa.euro,fouls_over_21.5,fouls,0.44845,1
uefa.euro,fouls_under_21.5,fouls,0.55155,0
uefa.euro,fouls_over_23.5,fouls,0.33855,1
uefa.euro,fouls_under_23.5,fouls,0.66145,0
uefa.euro,result_Germany,result,0.6393,1
uefa.euro,result_draw,result,0.21265,0
uefa.euro,result_Scotland,result,0.14805,0
uefa.euro,double_chance_Germany_draw,result,0.85195,1
uefa.euro,double_chance_Scotland_draw,result,0.3607,0
uefa.euro,double_chance_Germany_Scotland,result,0.78735,1
uefa.euro,dnb_Germany,result,0.8119641836540293,1
uefa.euro,dnb_Scotland,result,0.18803581634597064,0
uefa.euro,win_margin_Germany_1,result,0.25105,0
uefa.euro,win_margin_Germany_2,result,0.1964,0
uefa.euro,win_margin_Germany_3plus,result,0.19185,1
uefa.euro,win_margin_Scotland_1,result,0.1044,0
uefa.euro,win_margin_Scotland_2,result,0.0326,0
uefa.euro,win_margin_Scotland_3plus,result,0.01105,0
uefa.euro,score_0_0,result,0.0597,0
uefa.euro,score_0_1,result,0.04905,0
uefa.euro,score_1_0,result,0.12015,0
uefa.euro,score_1_1,result,0.10255,0
uefa.euro,score_1_2,result,0.0407,0
uefa.euro,score_2_0,result,0.11705,0
uefa.euro,score_2_1,result,0.0991,0
uefa.euro,score_2_2,result,0.04145,0
uefa.euro,score_3_0,result,0.07435,0
uefa.euro,score_3_1,result,0.0637,0
uefa.euro,score_3_2,result,0.02725,0
uefa.euro,score_4_0,result,0.0384,0
uefa.euro,score_4_1,result,0.03275,0
uefa.euro,goals_range_0_1,goals,0.2289,0
uefa.euro,goals_range_2_3,goals,0.45995,0
uefa.euro,goals_range_2_4,goals,0.61495,0
uefa.euro,goals_range_1_3,goals,0.62915,0
uefa.euro,goals_4plus,goals,0.31115,1
uefa.euro,team_goals_range_Germany_0_1,goals,0.41325,0
uefa.euro,team_goals_range_Germany_2plus,goals,0.58675,1
uefa.euro,team_goals_range_Scotland_0_1,goals,0.7943,1
uefa.euro,team_goals_range_Scotland_2plus,goals,0.2057,0
uefa.euro,goals_1h_over_0.5,goals,0.71545,1
uefa.euro,goals_1h_under_0.5,goals,0.28455,0
uefa.euro,goals_2h_over_0.5,goals,0.7883,1
uefa.euro,goals_1h_over_1.5,goals,0.36095,1
uefa.euro,goals_1h_under_1.5,goals,0.63905,0
uefa.euro,goals_2h_over_1.5,goals,0.4571,1
uefa.euro,goals_1h_over_2.5,goals,0.1332,1
uefa.euro,goals_1h_under_2.5,goals,0.8668,0
uefa.euro,goals_2h_over_2.5,goals,0.2042,1
uefa.euro,goal_both_halves,goals,0.56345,1
uefa.euro,half_most_goals_1h,result,0.30855,0
uefa.euro,half_most_goals_2h,result,0.44175,0
uefa.euro,half_most_goals_tie,result,0.2497,1
uefa.euro,ht_score_0_0,result,0.28455,0
uefa.euro,ht_score_0_1,result,0.10515,0
uefa.euro,ht_score_1_0,result,0.24935,0
uefa.euro,ht_score_1_1,result,0.09645,0
uefa.euro,ht_score_2_0,result,0.1125,0
uefa.euro,ht_score_2_1,result,0.04455,0
uefa.euro,htft_HH,result,0.41095,1
uefa.euro,htft_HD,result,0.04275,0
uefa.euro,htft_HA,result,0.0094,0
uefa.euro,htft_DH,result,0.1997,0
uefa.euro,htft_DD,result,0.12915,0
uefa.euro,htft_DA,result,0.0601,0
uefa.euro,htft_AH,result,0.02865,0
uefa.euro,htft_AD,result,0.04075,0
uefa.euro,htft_AA,result,0.07855,0
uefa.euro,cards_1h_over_0.5,cards,0.6595,1
uefa.euro,cards_1h_under_0.5,cards,0.3405,0
uefa.euro,cards_1h_over_1.5,cards,0.29625,1
uefa.euro,cards_1h_under_1.5,cards,0.70375,0
uefa.euro,cards_1h_over_2.5,cards,0.0965,1
uefa.euro,cards_1h_under_2.5,cards,0.9035,0
uefa.euro,corners_3w_over_4,corners,0.8247,1
uefa.euro,corners_3w_exactly_4,corners,0.06535,0
uefa.euro,corners_3w_under_4,corners,0.10995,0
uefa.euro,corners_3w_over_5,corners,0.7502,0
uefa.euro,corners_3w_exactly_5,corners,0.0745,0
uefa.euro,corners_3w_under_5,corners,0.1753,0
uefa.euro,corners_3w_over_6,corners,0.66975,0
uefa.euro,corners_3w_exactly_6,corners,0.08045,1
uefa.euro,corners_3w_under_6,corners,0.2498,1
uefa.euro,corners_3w_over_7,corners,0.5891,0
uefa.euro,corners_3w_exactly_7,corners,0.08065,1
uefa.euro,corners_3w_under_7,corners,0.33025,1
uefa.euro,corners_3w_over_8,corners,0.51385,0
uefa.euro,corners_3w_exactly_8,corners,0.07525,1
uefa.euro,corners_3w_under_8,corners,0.4109,1
uefa.euro,corners_3w_over_9,corners,0.4412,0
uefa.euro,corners_3w_exactly_9,corners,0.07265,1
uefa.euro,corners_3w_under_9,corners,0.48615,1
uefa.euro,corners_3w_over_10,corners,0.3736,0
uefa.euro,corners_3w_exactly_10,corners,0.0676,1
uefa.euro,corners_3w_under_10,corners,0.5588,1
uefa.euro,corners_3w_over_11,corners,0.3133,0
uefa.euro,corners_3w_exactly_11,corners,0.0603,1
uefa.euro,corners_3w_under_11,corners,0.6264,1
uefa.euro,corners_3w_over_12,corners,0.25935,0
uefa.euro,corners_3w_exactly_12,corners,0.05395,1
uefa.euro,corners_3w_under_12,corners,0.6867,1
uefa.euro,most_corners_Germany,corners,0.5684,1
uefa.euro,most_corners_Scotland,corners,0.34545,0
uefa.euro,most_corners_tie,corners,0.08615,0
uefa.euro,btt_cards_yes,cards,0.61865,1
uefa.euro,btt_cards_no,cards,0.38134999999999997,0
uefa.euro,most_cards_Germany,cards,0.44615,0
uefa.euro,most_cards_Scotland,cards,0.3158,0
uefa.euro,most_cards_tie,cards,0.23805,1
uefa.euro,red_card_yes,fouls,0.1019,1
uefa.euro,red_card_no,fouls,0.8981,0
uefa.euro,cards_over_1.5,cards,0.81855,1
uefa.euro,cards_under_1.5,cards,0.18145,0
uefa.euro,cards_over_6.5,cards,0.0367,0
uefa.euro,cards_under_6.5,cards,0.9633,1
uefa.euro,cards_over_7.5,cards,0.01285,0
uefa.euro,cards_under_7.5,cards,0.98715,1
uefa.euro,offsides_over_1.5,offsides,0.87635,1
uefa.euro,offsides_under_1.5,offsides,0.12365,0
uefa.euro,offsides_over_2.5,offsides,0.7436,1
uefa.euro,offsides_under_2.5,offsides,0.2564,0
uefa.euro,offsides_over_3.5,offsides,0.5919,1
uefa.euro,offsides_under_3.5,offsides,0.4081,0
uefa.euro,offsides_over_4.5,offsides,0.44155,0
uefa.euro,offsides_under_4.5,offsides,0.55845,1
uefa.euro,gk_saves_Germany_over_1.5,saves,0.5916,0
uefa.euro,gk_saves_Germany_over_2.5,saves,0.36845,0
uefa.euro,gk_saves_Germany_over_3.5,saves,0.2046,0
uefa.euro,gk_saves_Germany_over_4.5,saves,0.10295,0
uefa.euro,gk_saves_Scotland_over_1.5,saves,0.8551,1
uefa.euro,gk_saves_Scotland_over_2.5,saves,0.69115,1
uefa.euro,gk_saves_Scotland_over_3.5,saves,0.507,1
uefa.euro,gk_saves_Scotland_over_4.5,saves,0.3394,1
uefa.euro,goals_over_0.5,goals,0.88935,1
uefa.euro,goals_under_0.5,goals,0.11065,0
uefa.euro,goals_over_1.5,goals,0.64565,1
uefa.euro,goals_under_1.5,goals,0.35435,0
uefa.euro,goals_over_2.5,goals,0.37935,1
uefa.euro,goals_under_2.5,goals,0.62065,0
uefa.euro,goals_over_3.5,goals,0.1842,1
uefa.euro,goals_under_3.5,goals,0.8158,0
uefa.euro,goals_over_4.5,goals,0.0734,0
uefa.euro,goals_under_4.5,goals,0.9266,1
uefa.euro,btts_yes,goals,0.445,1
uefa.euro,btts_no,goals,0.5549999999999999,0
uefa.euro,team_goals_Hungary_over_0.5,goals,0.70125,1
uefa.euro,team_goals_Hungary_over_1.5,goals,0.34255,0
uefa.euro,team_goals_Hungary_over_2.5,goals,0.12335,0
uefa.euro,team_goals_Switzerland_over_0.5,goals,0.6331,1
uefa.euro,team_goals_Switzerland_over_1.5,goals,0.2622,1
uefa.euro,team_goals_Switzerland_over_2.5,goals,0.07825,1
uefa.euro,corners_over_7.5,corners,0.5278,1
uefa.euro,corners_under_7.5,corners,0.4722,0
uefa.euro,corners_over_8.5,corners,0.44765,0
uefa.euro,corners_under_8.5,corners,0.55235,1
uefa.euro,corners_over_9.5,corners,0.37685,0
uefa.euro,corners_under_9.5,corners,0.62315,1
uefa.euro,corners_over_10.5,corners,0.31365,0
uefa.euro,corners_under_10.5,corners,0.68635,1
uefa.euro,corners_over_11.5,corners,0.2571,0
uefa.euro,corners_under_11.5,corners,0.7429,1
uefa.euro,team_corners_Hungary_over_2.5,corners,0.61485,0
uefa.euro,team_corners_Hungary_over_3.5,corners,0.48705,0
uefa.euro,team_corners_Hungary_over_4.5,corners,0.3757,0
uefa.euro,team_corners_Hungary_over_5.5,corners,0.2897,0
uefa.euro,team_corners_Switzerland_over_2.5,corners,0.6343,1
uefa.euro,team_corners_Switzerland_over_3.5,corners,0.50955,1
uefa.euro,team_corners_Switzerland_over_4.5,corners,0.39585,1
uefa.euro,team_corners_Switzerland_over_5.5,corners,0.30445,1
uefa.euro,cards_over_2.5,cards,0.7246,1
uefa.euro,cards_under_2.5,cards,0.2754,0
uefa.euro,cards_over_3.5,cards,0.5123,1
uefa.euro,cards_under_3.5,cards,0.4877,0
uefa.euro,cards_over_4.5,cards,0.31755,0
uefa.euro,cards_under_4.5,cards,0.68245,1
uefa.euro,cards_over_5.5,cards,0.1742,0
uefa.euro,cards_under_5.5,cards,0.8258,1
uefa.euro,team_cards_Hungary_over_0.5,cards,0.83025,1
uefa.euro,team_cards_Hungary_over_1.5,cards,0.526,1
uefa.euro,team_cards_Hungary_over_2.5,cards,0.2654,0
uefa.euro,team_cards_Switzerland_over_0.5,cards,0.85755,1
uefa.euro,team_cards_Switzerland_over_1.5,cards,0.58145,1
uefa.euro,team_cards_Switzerland_over_2.5,cards,0.31375,0
uefa.euro,team_shots_Hungary_over_8.5,shots,0.57825,0
uefa.euro,team_shots_Hungary_over_10.5,shots,0.4519,0
uefa.euro,team_shots_Hungary_over_12.5,shots,0.33935,0
uefa.euro,team_sot_Hungary_over_2.5,shots,0.7313,0
uefa.euro,team_sot_Hungary_over_3.5,shots,0.5994,0
uefa.euro,team_sot_Hungary_over_4.5,shots,0.47575,0
uefa.euro,team_shots_Switzerland_over_8.5,shots,0.51805,1
uefa.euro,team_shots_Switzerland_over_10.5,shots,0.38945,1
uefa.euro,team_shots_Switzerland_over_12.5,shots,0.2848,1
uefa.euro,team_sot_Switzerland_over_2.5,shots,0.52385,1
uefa.euro,team_sot_Switzerland_over_3.5,shots,0.3824,1
uefa.euro,team_sot_Switzerland_over_4.5,shots,0.2638,1
uefa.euro,shots_over_20.5,shots,0.466,1
uefa.euro,shots_under_20.5,shots,0.534,0
uefa.euro,shots_over_22.5,shots,0.3781,0
uefa.euro,shots_under_22.5,shots,0.6219,1
uefa.euro,shots_over_24.5,shots,0.30345,0
uefa.euro,shots_under_24.5,shots,0.69655,1
uefa.euro,shots_over_26.5,shots,0.2392,0
uefa.euro,shots_under_26.5,shots,0.7608,1
uefa.euro,sot_over_5.5,shots,0.69975,1
uefa.euro,sot_under_5.5,shots,0.30025,0
uefa.euro,sot_over_6.5,shots,0.6035,1
uefa.euro,sot_under_6.5,shots,0.3965,0
uefa.euro,sot_over_7.5,shots,0.5078,1
uefa.euro,sot_under_7.5,shots,0.4922,0
uefa.euro,sot_over_8.5,shots,0.41315,1
uefa.euro,sot_under_8.5,shots,0.58685,0
uefa.euro,fouls_over_19.5,fouls,0.6448,1
uefa.euro,fouls_under_19.5,fouls,0.3552,0
uefa.euro,fouls_over_21.5,fouls,0.52565,1
uefa.euro,fouls_under_21.5,fouls,0.47435,0
uefa.euro,fouls_over_23.5,fouls,0.41395,0
uefa.euro,fouls_under_23.5,fouls,0.58605,1
uefa.euro,result_Hungary,result,0.40945,0
uefa.euro,result_draw,result,0.2888,0
uefa.euro,result_Switzerland,result,0.30175,1
uefa.euro,double_chance_Hungary_draw,result,0.69825,0
uefa.euro,double_chance_Switzerland_draw,result,0.59055,1
uefa.euro,double_chance_Hungary_Switzerland,result,0.7112,1
uefa.euro,dnb_Hungary,result,0.575717097862767,0
uefa.euro,dnb_Switzerland,result,0.42428290213723285,1
uefa.euro,win_margin_Hungary_1,result,0.23185,0
uefa.euro,win_margin_Hungary_2,result,0.1181,0
uefa.euro,win_margin_Hungary_3plus,result,0.0595,0
uefa.euro,win_margin_Switzerland_1,result,0.1911,0
uefa.euro,win_margin_Switzerland_2,result,0.0816,1
uefa.euro,win_margin_Switzerland_3plus,result,0.02905,0
uefa.euro,score_0_0,result,0.11065,0
uefa.euro,score_0_1,result,0.1118,0
uefa.euro,score_0_2,result,0.0545,0
uefa.euro,score_1_0,result,0.1319,0
uefa.euro,score_1_1,result,0.13215,0
uefa.euro,score_1_2,result,0.0649,0
uefa.euro,score_1_3,result,0.0235,1
uefa.euro,score_2_0,result,0.07965,0
uefa.euro,score_2_1,result,0.08135,0
uefa.euro,score_2_2,result,0.0406,0
uefa.euro,score_3_0,result,0.03255,0
uefa.euro,score_3_1,result,0.0326,0
uefa.euro,goals_range_0_1,goals,0.35435,0
uefa.euro,goals_range_2_3,goals,0.46145,0
uefa.euro,goals_range_2_4,goals,0.57225,1
uefa.euro,goals_range_1_3,goals,0.70515,0
uefa.euro,goals_4plus,goals,0.1842,1
uefa.euro,team_goals_range_Hungary_0_1,goals,0.65745,1
uefa.euro,team_goals_range_Hungary_2plus,goals,0.34255,0
uefa.euro,team_goals_range_Switzerland_0_1,goals,0.7378,0
uefa.euro,team_goals_range_Switzerland_2plus,goals,0.2622,1
uefa.euro,goals_1h_over_0.5,goals,0.6262,1
uefa.euro,goals_1h_under_0.5,goals,0.3738,0
uefa.euro,goals_2h_over_0.5,goals,0.7047,1
uefa.euro,goals_1h_over_1.5,goals,0.26265,1
uefa.euro,goals_1h_under_1.5,goals,0.73735,0
uefa.euro,goals_2h_over_1.5,goals,0.34205,1
uefa.euro,goals_1h_over_2.5,goals,0.08015,0
uefa.euro,goals_1h_under_2.5,goals,0.91985,1
uefa.euro,goals_2h_over_2.5,goals,0.12385,0
uefa.euro,goal_both_halves,goals,0.44155,1
uefa.euro,half_most_goals_1h,result,0.30085,0
uefa.euro,half_most_goals_2h,result,0.411,0
uefa.euro,half_most_goals_tie,result,0.28815,1
uefa.euro,ht_score_0_0,result,0.3738,0
uefa.euro,ht_score_0_1,result,0.16555,0
uefa.euro,ht_score_0_2,result,0.03685,1
uefa.euro,ht_score_1_0,result,0.198,0
uefa.euro,ht_score_1_1,result,0.0902,0
uefa.euro,ht_score_2_0,result,0.05545,0
uefa.euro,htft_HH,result,0.23585,0
uefa.euro,htft_HD,result,0.0455,0
uefa.euro,htft_HA,result,0.0135,0
uefa.euro,htft_DH,result,0.1557,0
uefa.euro,htft_DD,result,0.1959,0
uefa.euro,htft_DA,result,0.1188,0
uefa.euro,htft_AH,result,0.0179,0
uefa.euro,htft_AD,result,0.0474,0
uefa.euro,htft_AA,result,0.16945,1
uefa.euro,cards_1h_over_0.5,cards,0.73305,1
uefa.euro,cards_1h_under_0.5,cards,0.26695,0
uefa.euro,cards_1h_over_1.5,cards,0.3785,1
uefa.euro,cards_1h_under_1.5,cards,0.6215,0
uefa.euro,cards_1h_over_2.5,cards,0.14985,1
uefa.euro,cards_1h_under_2.5,cards,0.85015,0
uefa.euro,corners_3w_over_4,corners,0.7787,1
uefa.euro,corners_3w_exactly_4,corners,0.0754,0
uefa.euro,corners_3w_under_4,corners,0.1459,0
uefa.euro,corners_3w_over_5,corners,0.6979,1
uefa.euro,corners_3w_exactly_5,corners,0.0808,0
uefa.euro,corners_3w_under_5,corners,0.2213,0
uefa.euro,corners_3w_over_6,corners,0.61235,1
uefa.euro,corners_3w_exactly_6,corners,0.08555,0
uefa.euro,corners_3w_under_6,corners,0.3021,0
uefa.euro,corners_3w_over_7,corners,0.5278,1
uefa.euro,corners_3w_exactly_7,corners,0.08455,0
uefa.euro,corners_3w_under_7,corners,0.38765,0
uefa.euro,corners_3w_over_8,corners,0.44765,0
uefa.euro,corners_3w_exactly_8,corners,0.08015,0
uefa.euro,corners_3w_under_8,corners,0.4722,0
uefa.euro,corners_3w_over_9,corners,0.37685,0
uefa.euro,corners_3w_exactly_9,corners,0.0708,1
uefa.euro,corners_3w_under_9,corners,0.55235,1
uefa.euro,corners_3w_over_10,corners,0.31365,0
uefa.euro,corners_3w_exactly_10,corners,0.0632,1
uefa.euro,corners_3w_under_10,corners,0.62315,1
uefa.euro,corners_3w_over_11,corners,0.2571,0
uefa.euro,corners_3w_exactly_11,corners,0.05655,1
uefa.euro,corners_3w_under_11,corners,0.68635,1
uefa.euro,corners_3w_over_12,corners,0.2078,0
uefa.euro,corners_3w_exactly_12,corners,0.0493,1
uefa.euro,corners_3w_under_12,corners,0.7429,1
uefa.euro,most_corners_Hungary,corners,0.438,0
uefa.euro,most_corners_Switzerland,corners,0.4684,1
uefa.euro,most_corners_tie,corners,0.0936,0
uefa.euro,btt_cards_yes,cards,0.71295,1
uefa.euro,btt_cards_no,cards,0.28705,0
uefa.euro,most_cards_Hungary,cards,0.3608,0
uefa.euro,most_cards_Switzerland,cards,0.42795,0
uefa.euro,most_cards_tie,cards,0.21125,1
uefa.euro,red_card_yes,fouls,0.1028,0
uefa.euro,red_card_no,fouls,0.8972,1
uefa.euro,cards_over_1.5,cards,0.8854,1
uefa.euro,cards_under_1.5,cards,0.1146,0
uefa.euro,cards_over_6.5,cards,0.08435,0
uefa.euro,cards_under_6.5,cards,0.91565,1
uefa.euro,cards_over_7.5,cards,0.0374,0
uefa.euro,cards_under_7.5,cards,0.9626,1
uefa.euro,offsides_over_1.5,offsides,0.80435,1
uefa.euro,offsides_under_1.5,offsides,0.19565,0
uefa.euro,offsides_over_2.5,offsides,0.6315,1
uefa.euro,offsides_under_2.5,offsides,0.3685,0
uefa.euro,offsides_over_3.5,offsides,0.45965,1
uefa.euro,offsides_under_3.5,offsides,0.54035,0
uefa.euro,offsides_over_4.5,offsides,0.31255,1
uefa.euro,offsides_under_4.5,offsides,0.68745,0
uefa.euro,gk_saves_Hungary_over_1.5,saves,0.58,1
uefa.euro,gk_saves_Hungary_over_2.5,saves,0.35155,1
uefa.euro,gk_saves_Hungary_over_3.5,saves,0.1912,1
uefa.euro,gk_saves_Hungary_over_4.5,saves,0.09545,0
uefa.euro,gk_saves_Switzerland_over_1.5,saves,0.8005,0
uefa.euro,gk_saves_Switzerland_over_2.5,saves,0.61435,0
uefa.euro,gk_saves_Switzerland_over_3.5,saves,0.42525,0
uefa.euro,gk_saves_Switzerland_over_4.5,saves,0.2701,0
uefa.euro,goals_over_0.5,goals,0.8962,1
uefa.euro,goals_under_0.5,goals,0.1038,0
uefa.euro,goals_over_1.5,goals,0.6569,1
uefa.euro,goals_under_1.5,goals,0.3431,0
uefa.euro,goals_over_2.5,goals,0.39,1
uefa.euro,goals_under_2.5,goals,0.61,0
uefa.euro,goals_over_3.5,goals,0.1901,0
uefa.euro,goals_under_3.5,goals,0.8099,1
uefa.euro,goals_over_4.5,goals,0.0752,0
uefa.euro,goals_under_4.5,goals,0.9248,1
uefa.euro,btts_yes,goals,0.44985,0
uefa.euro,btts_no,goals,0.5501499999999999,1
uefa.euro,team_goals_Spain_over_0.5,goals,0.7101,1
uefa.euro,team_goals_Spain_over_1.5,goals,0.35335,1
uefa.euro,team_goals_Spain_over_2.5,goals,0.12775,1
uefa.euro,team_goals_Croatia_over_0.5,goals,0.63595,0
uefa.euro,team_goals_Croatia_over_1.5,goals,0.26455,0
uefa.euro,team_goals_Croatia_over_2.5,goals,0.081,0
uefa.euro,corners_over_7.5,corners,0.54025,0
uefa.euro,corners_under_7.5,corners,0.45975,1
uefa.euro,corners_over_8.5,corners,0.46295,0
uefa.euro,corners_under_8.5,corners,0.53705,1
uefa.euro,corners_over_9.5,corners,0.3894,0
uefa.euro,corners_under_9.5,corners,0.6106,1
uefa.euro,corners_over_10.5,corners,0.32645,0
uefa.euro,corners_under_10.5,corners,0.67355,1
uefa.euro,corners_over_11.5,corners,0.27095,0
uefa.euro,corners_under_11.5,corners,0.72905,1
uefa.euro,team_corners_Spain_over_2.5,corners,0.7221,1
uefa.euro,team_corners_Spain_over_3.5,corners,0.60305,1
uefa.euro,team_corners_Spain_over_4.5,corners,0.4931,1
uefa.euro,team_corners_Spain_over_5.5,corners,0.39425,0
uefa.euro,team_corners_Croatia_over_2.5,corners,0.529,0
uefa.euro,team_corners_Croatia_over_3.5,corners,0.3993,0
uefa.euro,team_corners_Croatia_over_4.5,corners,0.29655,0
uefa.euro,team_corners_Croatia_over_5.5,corners,0.21895,0
uefa.euro,cards_over_2.5,cards,0.77575,0
uefa.euro,cards_under_2.5,cards,0.22425,1
uefa.euro,cards_over_3.5,cards,0.58555,0
uefa.euro,cards_under_3.5,cards,0.41445,1
uefa.euro,cards_over_4.5,cards,0.3879,0
uefa.euro,cards_under_4.5,cards,0.6121,1
uefa.euro,cards_over_5.5,cards,0.2288,0
uefa.euro,cards_under_5.5,cards,0.7712,1
uefa.euro,team_cards_Spain_over_0.5,cards,0.8498,1
uefa.euro,team_cards_Spain_over_1.5,cards,0.56665,0
uefa.euro,team_cards_Spain_over_2.5,cards,0.3033,0
uefa.euro,team_shots_Spain_over_8.5,shots,0.71645,1
uefa.euro,team_shots_Spain_over_10.5,shots,0.59405,1
uefa.euro,team_shots_Spain_over_12.5,shots,0.4784,0
uefa.euro,team_sot_Spain_over_2.5,shots,0.69795,1
uefa.euro,team_sot_Spain_over_3.5,shots,0.5559,1
uefa.euro,team_sot_Spain_over_4.5,shots,0.4295,1
uefa.euro,team_shots_Croatia_over_8.5,shots,0.45305,1
uefa.euro,team_shots_Croatia_over_10.5,shots,0.33065,1
uefa.euro,team_shots_Croatia_over_12.5,shots,0.2367,1
uefa.euro,team_sot_Croatia_over_2.5,shots,0.51745,1
uefa.euro,team_sot_Croatia_over_3.5,shots,0.3737,1
uefa.euro,team_sot_Croatia_over_4.5,shots,0.26165,1
uefa.euro,shots_over_20.5,shots,0.52525,1
uefa.euro,shots_under_20.5,shots,0.47475,0
uefa.euro,shots_over_22.5,shots,0.44105,1
uefa.euro,shots_under_22.5,shots,0.55895,0
uefa.euro,shots_over_24.5,shots,0.3593,1
uefa.euro,shots_under_24.5,shots,0.6407,0
uefa.euro,shots_over_26.5,shots,0.2905,1
uefa.euro,shots_under_26.5,shots,0.7095,0
uefa.euro,sot_over_5.5,shots,0.6646,1
uefa.euro,sot_under_5.5,shots,0.3354,0
uefa.euro,sot_over_6.5,shots,0.56505,1
uefa.euro,sot_under_6.5,shots,0.43495,0
uefa.euro,sot_over_7.5,shots,0.4683,1
uefa.euro,sot_under_7.5,shots,0.5317,0
uefa.euro,sot_over_8.5,shots,0.3782,1
uefa.euro,sot_under_8.5,shots,0.6218,0
uefa.euro,fouls_over_19.5,fouls,0.76445,1
uefa.euro,fouls_under_19.5,fouls,0.23555,0
uefa.euro,fouls_over_21.5,fouls,0.66415,1
