comp,market,family,p,y
uefa.euro,goal_both_halves,goals,0.45345,0
uefa.euro,half_most_goals_1h,result,0.2993,1
uefa.euro,half_most_goals_2h,result,0.4154,0
uefa.euro,half_most_goals_tie,result,0.2853,0
uefa.euro,ht_score_0_0,result,0.3661,0
uefa.euro,ht_score_0_1,result,0.19625,0
uefa.euro,ht_score_0_2,result,0.05375,0
uefa.euro,ht_score_1_0,result,0.1662,0
uefa.euro,ht_score_1_1,result,0.0925,1
uefa.euro,ht_score_2_0,result,0.04,0
uefa.euro,htft_HH,result,0.1794,0
uefa.euro,htft_HD,result,0.04545,0
uefa.euro,htft_HA,result,0.0162,0
uefa.euro,htft_DH,result,0.12485,0
uefa.euro,htft_DD,result,0.19025,1
uefa.euro,htft_DA,result,0.1502,0
uefa.euro,htft_AH,result,0.0152,0
uefa.euro,htft_AD,result,0.0501,0
uefa.euro,htft_AA,result,0.22835,0
uefa.euro,cards_1h_over_0.5,cards,0.7779,1
uefa.euro,cards_1h_under_0.5,cards,0.2221,0
uefa.euro,cards_1h_over_1.5,cards,0.4452,1
uefa.euro,cards_1h_under_1.5,cards,0.5548,0
uefa.euro,cards_1h_over_2.5,cards,0.1925,1
uefa.euro,cards_1h_under_2.5,cards,0.8075,0
uefa.euro,corners_3w_over_4,corners,0.75685,1
uefa.euro,corners_3w_exactly_4,corners,0.0798,0
uefa.euro,corners_3w_under_4,corners,0.16335,0
uefa.euro,corners_3w_over_5,corners,0.66665,1
uefa.euro,corners_3w_exactly_5,corners,0.0902,0
uefa.euro,corners_3w_under_5,corners,0.24315,0
uefa.euro,corners_3w_over_6,corners,0.57825,0
uefa.euro,corners_3w_exactly_6,corners,0.0884,0
uefa.euro,corners_3w_under_6,corners,0.33335,0
uefa.euro,corners_3w_over_7,corners,0.49355,0
uefa.euro,corners_3w_exactly_7,corners,0.0847,1
uefa.euro,corners_3w_under_7,corners,0.42175,1
uefa.euro,corners_3w_over_8,corners,0.4177,0
uefa.euro,corners_3w_exactly_8,corners,0.07585,1
uefa.euro,corners_3w_under_8,corners,0.50645,1
uefa.euro,corners_3w_over_9,corners,0.34735,0
uefa.euro,corners_3w_exactly_9,corners,0.07035,1
uefa.euro,corners_3w_under_9,corners,0.5823,1
uefa.euro,corners_3w_over_10,corners,0.2833,0
uefa.euro,corners_3w_exactly_10,corners,0.06405,1
uefa.euro,corners_3w_under_10,corners,0.65265,1
uefa.euro,corners_3w_over_11,corners,0.23355,0
uefa.euro,corners_3w_exactly_11,corners,0.04975,1
uefa.euro,corners_3w_under_11,corners,0.7167,1
uefa.euro,corners_3w_over_12,corners,0.1897,0
uefa.euro,corners_3w_exactly_12,corners,0.04385,1
uefa.euro,corners_3w_under_12,corners,0.76645,1
uefa.euro,most_corners_Slovakia,corners,0.55165,1
uefa.euro,most_corners_Romania,corners,0.35635,0
uefa.euro,most_corners_tie,corners,0.092,0
uefa.euro,btt_cards_yes,cards,0.7794,1
uefa.euro,btt_cards_no,cards,0.22060000000000002,0
uefa.euro,most_cards_Slovakia,cards,0.40555,0
uefa.euro,most_cards_Romania,cards,0.39635,1
uefa.euro,most_cards_tie,cards,0.1981,0
uefa.euro,red_card_yes,fouls,0.12185,0
uefa.euro,red_card_no,fouls,0.87815,1
uefa.euro,cards_over_1.5,cards,0.92585,1
uefa.euro,cards_under_1.5,cards,0.07415,0
uefa.euro,cards_over_6.5,cards,0.1409,0
uefa.euro,cards_under_6.5,cards,0.8591,1
uefa.euro,cards_over_7.5,cards,0.06845,0
uefa.euro,cards_under_7.5,cards,0.93155,1
uefa.euro,offsides_over_1.5,offsides,0.67045,1
uefa.euro,offsides_under_1.5,offsides,0.32955,0
uefa.euro,offsides_over_2.5,offsides,0.4685,1
uefa.euro,offsides_under_2.5,offsides,0.5315,0
uefa.euro,offsides_over_3.5,offsides,0.29695,1
uefa.euro,offsides_under_3.5,offsides,0.70305,0
uefa.euro,offsides_over_4.5,offsides,0.18295,0
uefa.euro,offsides_under_4.5,offsides,0.81705,1
uefa.euro,gk_saves_Slovakia_over_1.5,saves,0.5887,1
uefa.euro,gk_saves_Slovakia_over_2.5,saves,0.3623,1
uefa.euro,gk_saves_Slovakia_over_3.5,saves,0.197,1
uefa.euro,gk_saves_Slovakia_over_4.5,saves,0.09975,0
uefa.euro,gk_saves_Romania_over_1.5,saves,0.626,1
uefa.euro,gk_saves_Romania_over_2.5,saves,0.39725,1
uefa.euro,gk_saves_Romania_over_3.5,saves,0.2259,0
uefa.euro,gk_saves_Romania_over_4.5,saves,0.11905,0
uefa.euro,goals_over_0.5,goals,0.90135,0
uefa.euro,goals_under_0.5,goals,0.09865,1
uefa.euro,goals_over_1.5,goals,0.671,0
uefa.euro,goals_under_1.5,goals,0.329,1
uefa.euro,goals_over_2.5,goals,0.40805,0
uefa.euro,goals_under_2.5,goals,0.59195,1
uefa.euro,goals_over_3.5,goals,0.1986,0
uefa.euro,goals_under_3.5,goals,0.8014,1
uefa.euro,goals_over_4.5,goals,0.0834,0
uefa.euro,goals_under_4.5,goals,0.9166,1
uefa.euro,btts_yes,goals,0.4361,0
uefa.euro,btts_no,goals,0.5639000000000001,1
uefa.euro,team_goals_Ukraine_over_0.5,goals,0.5735,0
uefa.euro,team_goals_Ukraine_over_1.5,goals,0.21135,0
uefa.euro,team_goals_Ukraine_over_2.5,goals,0.0572,0
uefa.euro,team_goals_Belgium_over_0.5,goals,0.76395,0
uefa.euro,team_goals_Belgium_over_1.5,goals,0.4258,0
uefa.euro,team_goals_Belgium_over_2.5,goals,0.1782,0
uefa.euro,corners_over_7.5,corners,0.50805,1
uefa.euro,corners_under_7.5,corners,0.49195,0
uefa.euro,corners_over_8.5,corners,0.4319,1
uefa.euro,corners_under_8.5,corners,0.5681,0
uefa.euro,corners_over_9.5,corners,0.35955,1
uefa.euro,corners_under_9.5,corners,0.64045,0
uefa.euro,corners_over_10.5,corners,0.29535,0
uefa.euro,corners_under_10.5,corners,0.70465,1
uefa.euro,corners_over_11.5,corners,0.23905,0
uefa.euro,corners_under_11.5,corners,0.76095,1
uefa.euro,team_corners_Ukraine_over_2.5,corners,0.45915,1
uefa.euro,team_corners_Ukraine_over_3.5,corners,0.33725,0
uefa.euro,team_corners_Ukraine_over_4.5,corners,0.2428,0
uefa.euro,team_corners_Ukraine_over_5.5,corners,0.17455,0
uefa.euro,team_corners_Belgium_over_2.5,corners,0.73005,1
uefa.euro,team_corners_Belgium_over_3.5,corners,0.61,1
uefa.euro,team_corners_Belgium_over_4.5,corners,0.5005,1
uefa.euro,team_corners_Belgium_over_5.5,corners,0.40385,1
uefa.euro,cards_over_2.5,cards,0.7211,0
uefa.euro,cards_under_2.5,cards,0.2789,1
uefa.euro,cards_over_3.5,cards,0.51125,0
uefa.euro,cards_under_3.5,cards,0.48875,1
uefa.euro,cards_over_4.5,cards,0.322,0
uefa.euro,cards_under_4.5,cards,0.678,1
uefa.euro,cards_over_5.5,cards,0.17585,0
uefa.euro,cards_under_5.5,cards,0.82415,1
uefa.euro,team_cards_Ukraine_over_0.5,cards,0.88185,1
uefa.euro,team_cards_Ukraine_over_1.5,cards,0.63665,0
uefa.euro,team_cards_Ukraine_over_2.5,cards,0.3682,0
uefa.euro,team_cards_Belgium_over_0.5,cards,0.7907,1
uefa.euro,team_cards_Belgium_over_1.5,cards,0.46565,0
uefa.euro,team_cards_Belgium_over_2.5,cards,0.2083,0
uefa.euro,team_shots_Ukraine_over_8.5,shots,0.60545,1
uefa.euro,team_shots_Ukraine_over_10.5,shots,0.47325,1
uefa.euro,team_shots_Ukraine_over_12.5,shots,0.36455,1
uefa.euro,team_sot_Ukraine_over_2.5,shots,0.5322,1
uefa.euro,team_sot_Ukraine_over_3.5,shots,0.3847,1
uefa.euro,team_sot_Ukraine_over_4.5,shots,0.27045,0
uefa.euro,team_shots_Belgium_over_8.5,shots,0.6463,1
uefa.euro,team_shots_Belgium_over_10.5,shots,0.5162,1
uefa.euro,team_shots_Belgium_over_12.5,shots,0.4026,0
uefa.euro,team_sot_Belgium_over_2.5,shots,0.7091,1
uefa.euro,team_sot_Belgium_over_3.5,shots,0.5711,1
uefa.euro,team_sot_Belgium_over_4.5,shots,0.4424,0
uefa.euro,shots_over_20.5,shots,0.5664,1
uefa.euro,shots_under_20.5,shots,0.4336,0
uefa.euro,shots_over_22.5,shots,0.4829,1
uefa.euro,shots_under_22.5,shots,0.5171,0
uefa.euro,shots_over_24.5,shots,0.40165,1
uefa.euro,shots_under_24.5,shots,0.59835,0
uefa.euro,shots_over_26.5,shots,0.32875,0
uefa.euro,shots_under_26.5,shots,0.67125,1
uefa.euro,sot_over_5.5,shots,0.6786,1
uefa.euro,sot_under_5.5,shots,0.3214,0
uefa.euro,sot_over_6.5,shots,0.5816,1
uefa.euro,sot_under_6.5,shots,0.4184,0
uefa.euro,sot_over_7.5,shots,0.48685,1
uefa.euro,sot_under_7.5,shots,0.51315,0
uefa.euro,sot_over_8.5,shots,0.39475,0
uefa.euro,sot_under_8.5,shots,0.60525,1
uefa.euro,fouls_over_19.5,fouls,0.5582,0
uefa.euro,fouls_under_19.5,fouls,0.4418,1
uefa.euro,fouls_over_21.5,fouls,0.43695,0
uefa.euro,fouls_under_21.5,fouls,0.56305,1
uefa.euro,fouls_over_23.5,fouls,0.3236,0
uefa.euro,fouls_under_23.5,fouls,0.6764,1
uefa.euro,result_Ukraine,result,0.22375,0
uefa.euro,result_draw,result,0.26445,1
uefa.euro,result_Belgium,result,0.5118,0
uefa.euro,double_chance_Ukraine_draw,result,0.4882,1
uefa.euro,double_chance_Belgium_draw,result,0.7762500000000001,1
uefa.euro,double_chance_Ukraine_Belgium,result,0.73555,0
uefa.euro,win_margin_Ukraine_1,result,0.14945,0
uefa.euro,win_margin_Ukraine_2,result,0.05385,0
uefa.euro,win_margin_Ukraine_3plus,result,0.02045,0
uefa.euro,win_margin_Belgium_1,result,0.254,0
uefa.euro,win_margin_Belgium_2,result,0.154,0
uefa.euro,win_margin_Belgium_3plus,result,0.1038,0
uefa.euro,score_0_0,result,0.09865,1
uefa.euro,score_0_1,result,0.14485,0
uefa.euro,score_0_2,result,0.1055,0
uefa.euro,score_0_3,result,0.05365,0
uefa.euro,score_1_0,result,0.0855,0
uefa.euro,score_1_1,result,0.12145,0
uefa.euro,score_1_2,result,0.0897,0
uefa.euro,score_1_3,result,0.0412,0
uefa.euro,score_2_0,result,0.036,0
uefa.euro,score_2_1,result,0.05255,0
uefa.euro,score_2_2,result,0.03905,0
uefa.euro,goals_range_0_1,goals,0.329,1
uefa.euro,goals_range_2_3,goals,0.4724,0
uefa.euro,goals_range_2_4,goals,0.5876,0
uefa.euro,goals_range_1_3,goals,0.70275,0
uefa.euro,goals_4plus,goals,0.1986,0
uefa.euro,team_goals_range_Ukraine_0_1,goals,0.78865,1
uefa.euro,team_goals_range_Ukraine_2plus,goals,0.21135,0
uefa.euro,team_goals_range_Belgium_0_1,goals,0.5742,1
uefa.euro,team_goals_range_Belgium_2plus,goals,0.4258,0
uefa.euro,goals_1h_over_0.5,goals,0.647,0
uefa.euro,goals_1h_under_0.5,goals,0.353,1
uefa.euro,goals_2h_over_0.5,goals,0.7203,0
uefa.euro,goals_1h_over_1.5,goals,0.27495,0
uefa.euro,goals_1h_under_1.5,goals,0.72505,1
uefa.euro,goals_2h_over_1.5,goals,0.36345,0
uefa.euro,goals_1h_over_2.5,goals,0.08595,0
uefa.euro,goals_1h_under_2.5,goals,0.91405,1
uefa.euro,goals_2h_over_2.5,goals,0.13335,0
uefa.euro,goal_both_halves,goals,0.46595,0
uefa.euro,half_most_goals_1h,result,0.30135,0
uefa.euro,half_most_goals_2h,result,0.4195,0
uefa.euro,half_most_goals_tie,result,0.27915,1
uefa.euro,ht_score_0_0,result,0.353,1
uefa.euro,ht_score_0_1,result,0.232,0
uefa.euro,ht_score_0_2,result,0.0767,0
uefa.euro,ht_score_1_0,result,0.14005,0
uefa.euro,ht_score_1_1,result,0.0865,0
uefa.euro,htft_HH,result,0.122,0
uefa.euro,htft_HD,result,0.046,0
uefa.euro,htft_HA,result,0.02155,0
uefa.euro,htft_DH,result,0.09065,0
uefa.euro,htft_DD,result,0.17605,1
uefa.euro,htft_DA,result,0.1789,0
uefa.euro,htft_AH,result,0.0111,0
uefa.euro,htft_AD,result,0.0424,0
uefa.euro,htft_AA,result,0.31135,0
uefa.euro,cards_1h_over_0.5,cards,0.73165,1
uefa.euro,cards_1h_under_0.5,cards,0.26835,0
uefa.euro,cards_1h_over_1.5,cards,0.37795,1
uefa.euro,cards_1h_under_1.5,cards,0.62205,0
uefa.euro,cards_1h_over_2.5,cards,0.14815,0
uefa.euro,cards_1h_under_2.5,cards,0.85185,1
uefa.euro,corners_3w_over_4,corners,0.7612,1
uefa.euro,corners_3w_exactly_4,corners,0.07695,0
uefa.euro,corners_3w_under_4,corners,0.16185,0
uefa.euro,corners_3w_over_5,corners,0.67675,1
uefa.euro,corners_3w_exactly_5,corners,0.08445,0
uefa.euro,corners_3w_under_5,corners,0.2388,0
uefa.euro,corners_3w_over_6,corners,0.59095,1
uefa.euro,corners_3w_exactly_6,corners,0.0858,0
uefa.euro,corners_3w_under_6,corners,0.32325,0
uefa.euro,corners_3w_over_7,corners,0.50805,1
uefa.euro,corners_3w_exactly_7,corners,0.0829,0
uefa.euro,corners_3w_under_7,corners,0.40905,0
uefa.euro,corners_3w_over_8,corners,0.4319,1
uefa.euro,corners_3w_exactly_8,corners,0.07615,0
uefa.euro,corners_3w_under_8,corners,0.49195,0
uefa.euro,corners_3w_over_9,corners,0.35955,1
uefa.euro,corners_3w_exactly_9,corners,0.07235,0
uefa.euro,corners_3w_under_9,corners,0.5681,0
uefa.euro,corners_3w_over_10,corners,0.29535,0
uefa.euro,corners_3w_exactly_10,corners,0.0642,0
uefa.euro,corners_3w_under_10,corners,0.64045,0
uefa.euro,corners_3w_over_11,corners,0.23905,0
uefa.euro,corners_3w_exactly_11,corners,0.0563,1
uefa.euro,corners_3w_under_11,corners,0.70465,1
uefa.euro,corners_3w_over_12,corners,0.1916,0
uefa.euro,corners_3w_exactly_12,corners,0.04745,1
uefa.euro,corners_3w_under_12,corners,0.76095,1
uefa.euro,most_corners_Ukraine,corners,0.2624,0
uefa.euro,most_corners_Belgium,corners,0.64205,1
uefa.euro,most_corners_tie,corners,0.09555,0
uefa.euro,btt_cards_yes,cards,0.6974,1
uefa.euro,btt_cards_no,cards,0.3026,0
uefa.euro,most_cards_Ukraine,cards,0.51535,0
uefa.euro,most_cards_Belgium,cards,0.2813,0
uefa.euro,most_cards_tie,cards,0.20335,1
uefa.euro,red_card_yes,fouls,0.07835,0
uefa.euro,red_card_no,fouls,0.92165,1
uefa.euro,cards_over_1.5,cards,0.88845,1
uefa.euro,cards_under_1.5,cards,0.11155,0
uefa.euro,cards_over_6.5,cards,0.0851,0
uefa.euro,cards_under_6.5,cards,0.9149,1
uefa.euro,cards_over_7.5,cards,0.0366,0
uefa.euro,cards_under_7.5,cards,0.9634,1
uefa.euro,offsides_over_1.5,offsides,0.8231,1
uefa.euro,offsides_under_1.5,offsides,0.1769,0
uefa.euro,offsides_over_2.5,offsides,0.6585,0
uefa.euro,offsides_under_2.5,offsides,0.3415,1
uefa.euro,offsides_over_3.5,offsides,0.4911,0
uefa.euro,offsides_under_3.5,offsides,0.5089,1
uefa.euro,offsides_over_4.5,offsides,0.343,0
uefa.euro,offsides_under_4.5,offsides,0.657,1
uefa.euro,gk_saves_Ukraine_over_1.5,saves,0.7871,1
uefa.euro,gk_saves_Ukraine_over_2.5,saves,0.5908,1
uefa.euro,gk_saves_Ukraine_over_3.5,saves,0.4037,1
uefa.euro,gk_saves_Ukraine_over_4.5,saves,0.2503,0
uefa.euro,gk_saves_Belgium_over_1.5,saves,0.63345,1
uefa.euro,gk_saves_Belgium_over_2.5,saves,0.4015,1
uefa.euro,gk_saves_Belgium_over_3.5,saves,0.2311,1
uefa.euro,gk_saves_Belgium_over_4.5,saves,0.12345,0
uefa.euro,goals_over_0.5,goals,0.9295,1
uefa.euro,goals_under_0.5,goals,0.0705,0
uefa.euro,goals_over_1.5,goals,0.7473,1
uefa.euro,goals_under_1.5,goals,0.2527,0
uefa.euro,goals_over_2.5,goals,0.4981,1
uefa.euro,goals_under_2.5,goals,0.5019,0
uefa.euro,goals_over_3.5,goals,0.2764,0
uefa.euro,goals_under_3.5,goals,0.7236,1
uefa.euro,goals_over_4.5,goals,0.1294,0
uefa.euro,goals_under_4.5,goals,0.8706,1
uefa.euro,btts_yes,goals,0.5439,1
uefa.euro,btts_no,goals,0.45609999999999995,0
uefa.euro,team_goals_Czechia_over_0.5,goals,0.7438,1
uefa.euro,team_goals_Czechia_over_1.5,goals,0.38935,0
uefa.euro,team_goals_Czechia_over_2.5,goals,0.15405,0
uefa.euro,team_goals_Türkiye_over_0.5,goals,0.7296,1
uefa.euro,team_goals_Türkiye_over_1.5,goals,0.37795,1
uefa.euro,team_goals_Türkiye_over_2.5,goals,0.1448,0
uefa.euro,corners_over_7.5,corners,0.48985,1
uefa.euro,corners_under_7.5,corners,0.51015,0
uefa.euro,corners_over_8.5,corners,0.4112,1
uefa.euro,corners_under_8.5,corners,0.5888,0
uefa.euro,corners_over_9.5,corners,0.3427,1
uefa.euro,corners_under_9.5,corners,0.6573,0
uefa.euro,corners_over_10.5,corners,0.28255,0
uefa.euro,corners_under_10.5,corners,0.71745,1
uefa.euro,corners_over_11.5,corners,0.22965,0
uefa.euro,corners_under_11.5,corners,0.77035,1
uefa.euro,team_corners_Czechia_over_2.5,corners,0.4826,1
uefa.euro,team_corners_Czechia_over_3.5,corners,0.36135,0
uefa.euro,team_corners_Czechia_over_4.5,corners,0.2626,0
uefa.euro,team_corners_Czechia_over_5.5,corners,0.1919,0
uefa.euro,team_corners_Türkiye_over_2.5,corners,0.6907,1
uefa.euro,team_corners_Türkiye_over_3.5,corners,0.56765,1
uefa.euro,team_corners_Türkiye_over_4.5,corners,0.4582,1
uefa.euro,team_corners_Türkiye_over_5.5,corners,0.3651,1
uefa.euro,cards_over_2.5,cards,0.58855,1
uefa.euro,cards_under_2.5,cards,0.41145,0
uefa.euro,cards_over_3.5,cards,0.3633,1
uefa.euro,cards_under_3.5,cards,0.6367,0
uefa.euro,cards_over_4.5,cards,0.1924,1
uefa.euro,cards_under_4.5,cards,0.8076,0
uefa.euro,cards_over_5.5,cards,0.0899,1
uefa.euro,cards_under_5.5,cards,0.9101,0
uefa.euro,team_cards_Czechia_over_0.5,cards,0.7911,1
uefa.euro,team_cards_Czechia_over_1.5,cards,0.46005,1
uefa.euro,team_cards_Czechia_over_2.5,cards,0.2079,1
uefa.euro,team_cards_Türkiye_over_0.5,cards,0.7749,1
uefa.euro,team_cards_Türkiye_over_1.5,cards,0.4408,1
uefa.euro,team_cards_Türkiye_over_2.5,cards,0.1896,1
uefa.euro,team_shots_Czechia_over_8.5,shots,0.4488,1
uefa.euro,team_shots_Czechia_over_10.5,shots,0.3239,1
uefa.euro,team_shots_Czechia_over_12.5,shots,0.2324,0
uefa.euro,team_sot_Czechia_over_2.5,shots,0.4485,1
uefa.euro,team_sot_Czechia_over_3.5,shots,0.3091,1
uefa.euro,team_sot_Czechia_over_4.5,shots,0.2054,1
uefa.euro,team_shots_Türkiye_over_8.5,shots,0.7179,1
uefa.euro,team_shots_Türkiye_over_10.5,shots,0.60045,1
uefa.euro,team_shots_Türkiye_over_12.5,shots,0.48145,1
uefa.euro,team_sot_Türkiye_over_2.5,shots,0.75715,1
uefa.euro,team_sot_Türkiye_over_3.5,shots,0.62855,1
uefa.euro,team_sot_Türkiye_over_4.5,shots,0.5071,1
uefa.euro,shots_over_20.5,shots,0.5247,1
uefa.euro,shots_under_20.5,shots,0.4753,0
uefa.euro,shots_over_22.5,shots,0.43835,1
uefa.euro,shots_under_22.5,shots,0.56165,0
uefa.euro,shots_over_24.5,shots,0.36135,1
uefa.euro,shots_under_24.5,shots,0.63865,0
uefa.euro,shots_over_26.5,shots,0.28955,1
uefa.euro,shots_under_26.5,shots,0.71045,0
uefa.euro,sot_over_5.5,shots,0.68025,1
uefa.euro,sot_under_5.5,shots,0.31975,0
uefa.euro,sot_over_6.5,shots,0.5818,1
uefa.euro,sot_under_6.5,shots,0.4182,0
uefa.euro,sot_over_7.5,shots,0.48615,1
uefa.euro,sot_under_7.5,shots,0.51385,0
uefa.euro,sot_over_8.5,shots,0.39605,1
uefa.euro,sot_under_8.5,shots,0.60395,0
uefa.euro,fouls_over_19.5,fouls,0.5555,1
uefa.euro,fouls_under_19.5,fouls,0.4445,0
uefa.euro,fouls_over_21.5,fouls,0.43625,1
uefa.euro,fouls_under_21.5,fouls,0.56375,0
uefa.euro,fouls_over_23.5,fouls,0.32475,1
uefa.euro,fouls_under_23.5,fouls,0.67525,0
uefa.euro,result_Czechia,result,0.3776,0
uefa.euro,result_draw,result,0.2618,0
uefa.euro,result_Türkiye,result,0.3606,1
uefa.euro,double_chance_Czechia_draw,result,0.6394,0
uefa.euro,double_chance_Türkiye_draw,result,0.6224,1
uefa.euro,double_chance_Czechia_Türkiye,result,0.7382,1
uefa.euro,dnb_Czechia,result,0.5115144947168789,0
uefa.euro,dnb_Türkiye,result,0.48848550528312107,1
uefa.euro,win_margin_Czechia_1,result,0.20335,0
uefa.euro,win_margin_Czechia_2,result,0.1112,0
uefa.euro,win_margin_Czechia_3plus,result,0.06305,0
uefa.euro,win_margin_Türkiye_1,result,0.19985,1
uefa.euro,win_margin_Türkiye_2,result,0.10485,0
uefa.euro,win_margin_Türkiye_3plus,result,0.0559,0
uefa.euro,score_0_0,result,0.0705,0
uefa.euro,score_0_1,result,0.08855,0
uefa.euro,score_0_2,result,0.06035,0
uefa.euro,score_0_3,result,0.02655,0
uefa.euro,score_1_0,result,0.09365,0
uefa.euro,score_1_1,result,0.1248,0
uefa.euro,score_1_2,result,0.08325,1
uefa.euro,score_1_3,result,0.0368,0
uefa.euro,score_2_0,result,0.06405,0
uefa.euro,score_2_1,result,0.08255,0
uefa.euro,score_2_2,result,0.05495,0
uefa.euro,score_2_3,result,0.0239,0
uefa.euro,score_3_0,result,0.02935,0
uefa.euro,score_3_1,result,0.03795,0
uefa.euro,score_3_2,result,0.0235,0
uefa.euro,goals_range_0_1,goals,0.2527,0
uefa.euro,goals_range_2_3,goals,0.4709,1
uefa.euro,goals_range_2_4,goals,0.6179,1
uefa.euro,goals_range_1_3,goals,0.6531,1
uefa.euro,goals_4plus,goals,0.2764,0
uefa.euro,team_goals_range_Czechia_0_1,goals,0.61065,1
uefa.euro,team_goals_range_Czechia_2plus,goals,0.38935,0
uefa.euro,team_goals_range_Türkiye_0_1,goals,0.62205,0
uefa.euro,team_goals_range_Türkiye_2plus,goals,0.37795,1
uefa.euro,goals_1h_over_0.5,goals,0.696,0
uefa.euro,goals_1h_under_0.5,goals,0.304,1
uefa.euro,goals_2h_over_0.5,goals,0.77295,1
uefa.euro,goals_1h_over_1.5,goals,0.331,0
uefa.euro,goals_1h_under_1.5,goals,0.669,1
uefa.euro,goals_2h_over_1.5,goals,0.432,1
uefa.euro,goals_1h_over_2.5,goals,0.11855,0
uefa.euro,goals_1h_under_2.5,goals,0.88145,1
uefa.euro,goals_2h_over_2.5,goals,0.1844,1
uefa.euro,goal_both_halves,goals,0.53945,0
uefa.euro,half_most_goals_1h,result,0.30215,0
uefa.euro,half_most_goals_2h,result,0.438,1
uefa.euro,half_most_goals_tie,result,0.25985,0
uefa.euro,ht_score_0_0,result,0.304,1
uefa.euro,ht_score_0_1,result,0.18095,0
uefa.euro,ht_score_0_2,result,0.04925,0
uefa.euro,ht_score_1_0,result,0.18405,0
uefa.euro,ht_score_1_1,result,0.1082,0
uefa.euro,ht_score_1_2,result,0.0323,0
uefa.euro,ht_score_2_0,result,0.055,0
uefa.euro,ht_score_2_1,result,0.0312,0
uefa.euro,htft_HH,result,0.2213,0
uefa.euro,htft_HD,result,0.0515,0
uefa.euro,htft_HA,result,0.0214,0
uefa.euro,htft_DH,result,0.1338,0
uefa.euro,htft_DD,result,0.15695,0
uefa.euro,htft_DA,result,0.1305,1
uefa.euro,htft_AH,result,0.0225,0
uefa.euro,htft_AD,result,0.05335,0
uefa.euro,htft_AA,result,0.2087,0
uefa.euro,cards_1h_over_0.5,cards,0.6571,1
uefa.euro,cards_1h_under_0.5,cards,0.3429,0
uefa.euro,cards_1h_over_1.5,cards,0.29235,1
uefa.euro,cards_1h_under_1.5,cards,0.70765,0
uefa.euro,cards_1h_over_2.5,cards,0.094,1
uefa.euro,cards_1h_under_2.5,cards,0.906,0
uefa.euro,corners_3w_over_4,corners,0.7468,1
uefa.euro,corners_3w_exactly_4,corners,0.08305,0
uefa.euro,corners_3w_under_4,corners,0.17015,0
uefa.euro,corners_3w_over_5,corners,0.6594,1
uefa.euro,corners_3w_exactly_5,corners,0.0874,0
uefa.euro,corners_3w_under_5,corners,0.2532,0
uefa.euro,corners_3w_over_6,corners,0.57455,1
uefa.euro,corners_3w_exactly_6,corners,0.08485,0
uefa.euro,corners_3w_under_6,corners,0.3406,0
uefa.euro,corners_3w_over_7,corners,0.48985,1
uefa.euro,corners_3w_exactly_7,corners,0.0847,0
uefa.euro,corners_3w_under_7,corners,0.42545,0
uefa.euro,corners_3w_over_8,corners,0.4112,1
uefa.euro,corners_3w_exactly_8,corners,0.07865,0
uefa.euro,corners_3w_under_8,corners,0.51015,0
uefa.euro,corners_3w_over_9,corners,0.3427,1
uefa.euro,corners_3w_exactly_9,corners,0.0685,0
uefa.euro,corners_3w_under_9,corners,0.5888,0
uefa.euro,corners_3w_over_10,corners,0.28255,0
uefa.euro,corners_3w_exactly_10,corners,0.06015,0
uefa.euro,corners_3w_under_10,corners,0.6573,0
uefa.euro,corners_3w_over_11,corners,0.22965,0
uefa.euro,corners_3w_exactly_11,corners,0.0529,1
uefa.euro,corners_3w_under_11,corners,0.71745,1
uefa.euro,corners_3w_over_12,corners,0.1848,0
uefa.euro,corners_3w_exactly_12,corners,0.04485,1
uefa.euro,corners_3w_under_12,corners,0.77035,1
uefa.euro,most_corners_Czechia,corners,0.31045,0
uefa.euro,most_corners_Türkiye,corners,0.59315,1
uefa.euro,most_corners_tie,corners,0.0964,0
uefa.euro,btt_cards_yes,cards,0.6133,1
uefa.euro,btt_cards_no,cards,0.38670000000000004,0
uefa.euro,most_cards_Czechia,cards,0.3949,0
uefa.euro,most_cards_Türkiye,cards,0.364,1
uefa.euro,most_cards_tie,cards,0.2411,0
uefa.euro,red_card_yes,fouls,0.0921,1
uefa.euro,red_card_no,fouls,0.9079,0
uefa.euro,cards_over_1.5,cards,0.8099,1
uefa.euro,cards_under_1.5,cards,0.1901,0
uefa.euro,cards_over_6.5,cards,0.036,1
uefa.euro,cards_under_6.5,cards,0.964,0
uefa.euro,cards_over_7.5,cards,0.0129,1
uefa.euro,cards_under_7.5,cards,0.9871,0
uefa.euro,offsides_over_1.5,offsides,0.71685,0
uefa.euro,offsides_under_1.5,offsides,0.28315,1
uefa.euro,offsides_over_2.5,offsides,0.52115,0
uefa.euro,offsides_under_2.5,offsides,0.47885,1
uefa.euro,offsides_over_3.5,offsides,0.35045,0
uefa.euro,offsides_under_3.5,offsides,0.64955,1
uefa.euro,offsides_over_4.5,offsides,0.22095,0
uefa.euro,offsides_under_4.5,offsides,0.77905,1
uefa.euro,gk_saves_Czechia_over_1.5,saves,0.79115,1
uefa.euro,gk_saves_Czechia_over_2.5,saves,0.59095,1
uefa.euro,gk_saves_Czechia_over_3.5,saves,0.40275,0
uefa.euro,gk_saves_Czechia_over_4.5,saves,0.25105,0
uefa.euro,gk_saves_Türkiye_over_1.5,saves,0.4547,1
