event_id,comp,date,team,opponent,home_away,goals_for,goals_against,corners_for,corners_against,yellows_for,yellows_against,reds_for,reds_against,fouls_for,fouls_against,shots_for,shots_against,sot_for,sot_against,offsides_for,offsides_against,tackles_for,tackles_against,saves_for,saves_against,goals_1h_for,cards_1h_for,possession
761382,fifa.worldq.uefa,2026-03-26,Slovakia,Kosovo,home,3.0,4.0,7.0,3.0,2.0,3.0,0.0,0.0,14.0,16.0,21.0,9.0,8.0,5.0,0.0,2.0,6.0,14.0,2.0,5.0,1,0,57.5
761382,fifa.worldq.uefa,2026-03-26,Kosovo,Slovakia,away,4.0,3.0,3.0,7.0,3.0,2.0,0.0,0.0,16.0,14.0,9.0,21.0,5.0,8.0,2.0,0.0,14.0,6.0,5.0,2.0,1,2,42.5
761384,fifa.worldq.uefa,2026-03-26,Ukraine,Sweden,home,1.0,3.0,9.0,3.0,2.0,1.0,0.0,0.0,12.0,10.0,10.0,10.0,4.0,4.0,5.0,0.0,18.0,6.0,1.0,3.0,0,0,68.3
761384,fifa.worldq.uefa,2026-03-26,Sweden,Ukraine,away,3.0,1.0,3.0,9.0,1.0,2.0,0.0,0.0,10.0,12.0,10.0,10.0,4.0,4.0,0.0,5.0,6.0,18.0,3.0,1.0,1,0,31.7
761381,fifa.worldq.uefa,2026-03-26,Wales,Bosnia-Herzegovina,home,1.0,1.0,9.0,3.0,1.0,4.0,0.0,0.0,8.0,20.0,19.0,14.0,3.0,5.0,0.0,1.0,17.0,16.0,4.0,2.0,0,0,61.9
761381,fifa.worldq.uefa,2026-03-26,Bosnia-Herzegovina,Wales,away,1.0,1.0,3.0,9.0,4.0,1.0,0.0,0.0,20.0,8.0,14.0,19.0,5.0,3.0,1.0,0.0,16.0,17.0,2.0,4.0,0,3,38.1
761952,fifa.worldq.uefa,2026-03-31,Bosnia-Herzegovina,Italy,home,1.0,1.0,10.0,4.0,3.0,2.0,0.0,1.0,18.0,9.0,30.0,9.0,11.0,3.0,2.0,0.0,18.0,16.0,2.0,10.0,0,0,64.9
761952,fifa.worldq.uefa,2026-03-31,Italy,Bosnia-Herzegovina,away,1.0,1.0,4.0,10.0,2.0,3.0,1.0,0.0,9.0,18.0,9.0,30.0,3.0,11.0,0.0,2.0,16.0,18.0,10.0,2.0,1,1,35.1
761955,fifa.worldq.uefa,2026-03-31,Czechia,Denmark,home,2.0,2.0,7.0,4.0,1.0,2.0,0.0,0.0,20.0,11.0,9.0,22.0,4.0,8.0,1.0,1.0,21.0,21.0,5.0,2.0,1,1,23.0
761955,fifa.worldq.uefa,2026-03-31,Denmark,Czechia,away,2.0,2.0,4.0,7.0,2.0,1.0,0.0,0.0,11.0,20.0,22.0,9.0,8.0,4.0,1.0,1.0,21.0,21.0,2.0,5.0,0,1,77.0
761953,fifa.worldq.uefa,2026-03-31,Kosovo,Türkiye,home,0.0,1.0,3.0,2.0,3.0,5.0,0.0,0.0,12.0,10.0,11.0,12.0,2.0,3.0,1.0,2.0,17.0,15.0,1.0,2.0,0,1,42.7
761953,fifa.worldq.uefa,2026-03-31,Türkiye,Kosovo,away,1.0,0.0,2.0,3.0,5.0,3.0,0.0,0.0,10.0,12.0,12.0,11.0,3.0,2.0,2.0,1.0,15.0,17.0,2.0,1.0,0,1,57.3
761954,fifa.worldq.uefa,2026-03-31,Sweden,Poland,home,3.0,2.0,2.0,9.0,2.0,3.0,0.0,0.0,15.0,15.0,9.0,15.0,5.0,7.0,1.0,4.0,10.0,7.0,5.0,2.0,2,0,32.9
761954,fifa.worldq.uefa,2026-03-31,Poland,Sweden,away,2.0,3.0,9.0,2.0,3.0,2.0,0.0,0.0,15.0,15.0,15.0,9.0,7.0,5.0,4.0,1.0,7.0,10.0,2.0,5.0,1,1,67.1
684580,fifa.worldq.conmebol,2023-09-07,Paraguay,Peru,home,0.0,0.0,,,,,,,,,,,,,,,,,,,0,0,
684580,fifa.worldq.conmebol,2023-09-07,Peru,Paraguay,away,0.0,0.0,,,,,,,,,,,,,,,,,,,0,3,
684581,fifa.worldq.conmebol,2023-09-07,Colombia,Venezuela,home,1.0,0.0,,,,,,,,,,,,,,,,,,,0,0,
684581,fifa.worldq.conmebol,2023-09-07,Venezuela,Colombia,away,0.0,1.0,,,,,,,,,,,,,,,,,,,0,1,
684579,fifa.worldq.conmebol,2023-09-08,Argentina,Ecuador,home,1.0,0.0,,,,,,,,,,,,,,,,,,,0,0,
684579,fifa.worldq.conmebol,2023-09-08,Ecuador,Argentina,away,0.0,1.0,,,,,,,,,,,,,,,,,,,0,0,
684582,fifa.worldq.conmebol,2023-09-08,Uruguay,Chile,home,3.0,1.0,,,,,,,,,,,,,,,,,,,2,0,
684582,fifa.worldq.conmebol,2023-09-08,Chile,Uruguay,away,1.0,3.0,,,,,,,,,,,,,,,,,,,0,1,
684578,fifa.worldq.conmebol,2023-09-09,Brazil,Bolivia,home,5.0,1.0,,,,,,,,,,,,,,,,,,,1,1,
684578,fifa.worldq.conmebol,2023-09-09,Bolivia,Brazil,away,1.0,5.0,,,,,,,,,,,,,,,,,,,0,1,
684583,fifa.worldq.conmebol,2023-09-12,Bolivia,Argentina,home,0.0,3.0,,,,,,,,,,,,,,,,,,,0,3,
684583,fifa.worldq.conmebol,2023-09-12,Argentina,Bolivia,away,3.0,0.0,,,,,,,,,,,,,,,,,,,2,0,
684585,fifa.worldq.conmebol,2023-09-12,Ecuador,Uruguay,home,2.0,1.0,,,,,,,,,,,,,,,,,,,1,0,
684585,fifa.worldq.conmebol,2023-09-12,Uruguay,Ecuador,away,1.0,2.0,,,,,,,,,,,,,,,,,,,1,1,
684587,fifa.worldq.conmebol,2023-09-12,Venezuela,Paraguay,home,1.0,0.0,,,,,,,,,,,,,,,,,,,0,1,
684587,fifa.worldq.conmebol,2023-09-12,Paraguay,Venezuela,away,0.0,1.0,,,,,,,,,,,,,,,,,,,0,1,
684584,fifa.worldq.conmebol,2023-09-13,Chile,Colombia,home,0.0,0.0,,,,,,,,,,,,,,,,,,,0,1,
684584,fifa.worldq.conmebol,2023-09-13,Colombia,Chile,away,0.0,0.0,,,,,,,,,,,,,,,,,,,0,1,
684586,fifa.worldq.conmebol,2023-09-13,Peru,Brazil,home,0.0,1.0,,,,,,,,,,,,,,,,,,,0,1,
684586,fifa.worldq.conmebol,2023-09-13,Brazil,Peru,away,1.0,0.0,,,,,,,,,,,,,,,,,,,0,1,
684592,fifa.worldq.conmebol,2023-10-12,Colombia,Uruguay,home,2.0,2.0,,,,,,,,,,,,,,,,,,,1,1,
684592,fifa.worldq.conmebol,2023-10-12,Uruguay,Colombia,away,2.0,2.0,,,,,,,,,,,,,,,,,,,0,0,
684588,fifa.worldq.conmebol,2023-10-12,Argentina,Paraguay,home,1.0,0.0,,,,,,,,,,,,,,,,,,,1,1,
684588,fifa.worldq.conmebol,2023-10-12,Paraguay,Argentina,away,0.0,1.0,,,,,,,,,,,,,,,,,,,0,1,
684589,fifa.worldq.conmebol,2023-10-12,Bolivia,Ecuador,home,1.0,2.0,,,,,,,,,,,,,,,,,,,0,0,
684589,fifa.worldq.conmebol,2023-10-12,Ecuador,Bolivia,away,2.0,1.0,,,,,,,,,,,,,,,,,,,1,0,
684591,fifa.worldq.conmebol,2023-10-13,Chile,Peru,home,2.0,0.0,,,,,,,,,,,,,,,,,,,0,0,
684591,fifa.worldq.conmebol,2023-10-13,Peru,Chile,away,0.0,2.0,,,,,,,,,,,,,,,,,,,0,1,
684590,fifa.worldq.conmebol,2023-10-13,Brazil,Venezuela,home,1.0,1.0,,,,,,,,,,,,,,,,,,,0,0,
684590,fifa.worldq.conmebol,2023-10-13,Venezuela,Brazil,away,1.0,1.0,,,,,,,,,,,,,,,,,,,0,2,
684597,fifa.worldq.conmebol,2023-10-17,Venezuela,Chile,home,3.0,0.0,,,,,,,,,,,,,,,,,,,1,0,
684597,fifa.worldq.conmebol,2023-10-17,Chile,Venezuela,away,0.0,3.0,,,,,,,,,,,,,,,,,,,0,0,
684594,fifa.worldq.conmebol,2023-10-17,Paraguay,Bolivia,home,1.0,0.0,,,,,,,,,,,,,,,,,,,0,1,
684594,fifa.worldq.conmebol,2023-10-17,Bolivia,Paraguay,away,0.0,1.0,,,,,,,,,,,,,,,,,,,0,3,
684593,fifa.worldq.conmebol,2023-10-17,Ecuador,Colombia,home,0.0,0.0,,,,,,,,,,,,,,,,,,,0,2,
684593,fifa.worldq.conmebol,2023-10-17,Colombia,Ecuador,away,0.0,0.0,,,,,,,,,,,,,,,,,,,0,3,
684596,fifa.worldq.conmebol,2023-10-18,Uruguay,Brazil,home,2.0,0.0,,,,,,,,,,,,,,,,,,,1,2,
684596,fifa.worldq.conmebol,2023-10-18,Brazil,Uruguay,away,0.0,2.0,,,,,,,,,,,,,,,,,,,0,1,
684595,fifa.worldq.conmebol,2023-10-18,Peru,Argentina,home,0.0,2.0,,,,,,,,,,,,,,,,,,,0,1,
684595,fifa.worldq.conmebol,2023-10-18,Argentina,Peru,away,2.0,0.0,,,,,,,,,,,,,,,,,,,2,0,
684599,fifa.worldq.conmebol,2023-11-16,Bolivia,Peru,home,2.0,0.0,,,,,,,,,,,,,,,,,,,1,2,
684599,fifa.worldq.conmebol,2023-11-16,Peru,Bolivia,away,0.0,2.0,,,,,,,,,,,,,,,,,,,0,1,
684602,fifa.worldq.conmebol,2023-11-16,Venezuela,Ecuador,home,0.0,0.0,,,,,,,,,,,,,,,,,,,0,1,
684602,fifa.worldq.conmebol,2023-11-16,Ecuador,Venezuela,away,0.0,0.0,,,,,,,,,,,,,,,,,,,0,2,
684598,fifa.worldq.conmebol,2023-11-17,Argentina,Uruguay,home,0.0,2.0,,,,,,,,,,,,,,,,,,,0,1,
684598,fifa.worldq.conmebol,2023-11-17,Uruguay,Argentina,away,2.0,0.0,,,,,,,,,,,,,,,,,,,1,1,
684601,fifa.worldq.conmebol,2023-11-17,Colombia,Brazil,home,2.0,1.0,,,,,,,,,,,,,,,,,,,0,1,
684601,fifa.worldq.conmebol,2023-11-17,Brazil,Colombia,away,1.0,2.0,,,,,,,,,,,,,,,,,,,1,0,
684600,fifa.worldq.conmebol,2023-11-17,Chile,Paraguay,home,0.0,0.0,,,,,,,,,,,,,,,,,,,0,1,
684600,fifa.worldq.conmebol,2023-11-17,Paraguay,Chile,away,0.0,0.0,,,,,,,,,,,,,,,,,,,0,2,
684605,fifa.worldq.conmebol,2023-11-21,Paraguay,Colombia,home,0.0,1.0,,,,,,,,,,,,,,,,,,,0,1,
684605,fifa.worldq.conmebol,2023-11-21,Colombia,Paraguay,away,1.0,0.0,,,,,,,,,,,,,,,,,,,1,2,
684604,fifa.worldq.conmebol,2023-11-21,Ecuador,Chile,home,1.0,0.0,,,,,,,,,,,,,,,,,,,1,1,
684604,fifa.worldq.conmebol,2023-11-21,Chile,Ecuador,away,0.0,1.0,,,,,,,,,,,,,,,,,,,0,1,
684607,fifa.worldq.conmebol,2023-11-21,Uruguay,Bolivia,home,3.0,0.0,,,,,,,,,,,,,,,,,,,1,0,
684607,fifa.worldq.conmebol,2023-11-21,Bolivia,Uruguay,away,0.0,3.0,,,,,,,,,,,,,,,,,,,1,0,
684603,fifa.worldq.conmebol,2023-11-22,Brazil,Argentina,home,0.0,1.0,,,,,,,,,,,,,,,,,,,0,3,
684603,fifa.worldq.conmebol,2023-11-22,Argentina,Brazil,away,1.0,0.0,,,,,,,,,,,,,,,,,,,0,0,
684606,fifa.worldq.conmebol,2023-11-22,Peru,Venezuela,home,1.0,1.0,,,,,,,,,,,,,,,,,,,1,1,
684606,fifa.worldq.conmebol,2023-11-22,Venezuela,Peru,away,1.0,1.0,,,,,,,,,,,,,,,,,,,0,2,
684609,fifa.worldq.conmebol,2024-09-05,Bolivia,Venezuela,home,4.0,0.0,,,,,,,,,,,,,,,,,,,2,2,
684609,fifa.worldq.conmebol,2024-09-05,Venezuela,Bolivia,away,0.0,4.0,,,,,,,,,,,,,,,,,,,0,0,
684608,fifa.worldq.conmebol,2024-09-06,Argentina,Chile,home,3.0,0.0,,,,,,,,,,,,,,,,,,,0,1,
684608,fifa.worldq.conmebol,2024-09-06,Chile,Argentina,away,0.0,3.0,,,,,,,,,,,,,,,,,,,0,2,
684612,fifa.worldq.conmebol,2024-09-06,Uruguay,Paraguay,home,0.0,0.0,,,,,,,,,,,,,,,,,,,0,1,
684612,fifa.worldq.conmebol,2024-09-06,Paraguay,Uruguay,away,0.0,0.0,,,,,,,,,,,,,,,,,,,0,2,
684610,fifa.worldq.conmebol,2024-09-07,Brazil,Ecuador,home,1.0,0.0,,,,,,,,,,,,,,,,,,,1,0,
684610,fifa.worldq.conmebol,2024-09-07,Ecuador,Brazil,away,0.0,1.0,,,,,,,,,,,,,,,,,,,0,0,
684611,fifa.worldq.conmebol,2024-09-07,Peru,Colombia,home,1.0,1.0,,,,,,,,,,,,,,,,,,,0,0,
684611,fifa.worldq.conmebol,2024-09-07,Colombia,Peru,away,1.0,1.0,,,,,,,,,,,,,,,,,,,0,1,
684614,fifa.worldq.conmebol,2024-09-10,Colombia,Argentina,home,2.0,1.0,,,,,,,,,,,,,,,,,,,1,0,
684614,fifa.worldq.conmebol,2024-09-10,Argentina,Colombia,away,1.0,2.0,,,,,,,,,,,,,,,,,,,0,1,
684613,fifa.worldq.conmebol,2024-09-10,Chile,Bolivia,home,1.0,2.0,,,,,,,,,,,,,,,,,,,1,2,
684613,fifa.worldq.conmebol,2024-09-10,Bolivia,Chile,away,2.0,1.0,,,,,,,,,,,,,,,,,,,2,2,
684615,fifa.worldq.conmebol,2024-09-10,Ecuador,Peru,home,1.0,0.0,,,,,,,,,,,,,,,,,,,0,0,
684615,fifa.worldq.conmebol,2024-09-10,Peru,Ecuador,away,0.0,1.0,,,,,,,,,,,,,,,,,,,0,3,
684617,fifa.worldq.conmebol,2024-09-10,Venezuela,Uruguay,home,0.0,0.0,,,,,,,,,,,,,,,,,,,0,1,
684617,fifa.worldq.conmebol,2024-09-10,Uruguay,Venezuela,away,0.0,0.0,,,,,,,,,,,,,,,,,,,0,1,
684616,fifa.worldq.conmebol,2024-09-11,Paraguay,Brazil,home,1.0,0.0,,,,,,,,,,,,,,,,,,,1,2,
684616,fifa.worldq.conmebol,2024-09-11,Brazil,Paraguay,away,0.0,1.0,,,,,,,,,,,,,,,,,,,0,1,
684618,fifa.worldq.conmebol,2024-10-10,Bolivia,Colombia,home,1.0,0.0,,,,,,,,,,,,,,,,,,,0,1,
684618,fifa.worldq.conmebol,2024-10-10,Colombia,Bolivia,away,0.0,1.0,,,,,,,,,,,,,,,,,,,0,0,
684620,fifa.worldq.conmebol,2024-10-10,Ecuador,Paraguay,home,0.0,0.0,,,,,,,,,,,,,,,,,,,0,1,
684620,fifa.worldq.conmebol,2024-10-10,Paraguay,Ecuador,away,0.0,0.0,,,,,,,,,,,,,,,,,,,0,0,
684622,fifa.worldq.conmebol,2024-10-10,Venezuela,Argentina,home,1.0,1.0,,,,,,,,,,,,,,,,,,,0,1,
684622,fifa.worldq.conmebol,2024-10-10,Argentina,Venezuela,away,1.0,1.0,,,,,,,,,,,,,,,,,,,1,0,
684619,fifa.worldq.conmebol,2024-10-11,Chile,Brazil,home,1.0,2.0,,,,,,,,,,,,,,,,,,,1,1,
684619,fifa.worldq.conmebol,2024-10-11,Brazil,Chile,away,2.0,1.0,,,,,,,,,,,,,,,,,,,1,1,
684621,fifa.worldq.conmebol,2024-10-12,Peru,Uruguay,home,1.0,0.0,,,,,,,,,,,,,,,,,,,0,0,
684621,fifa.worldq.conmebol,2024-10-12,Uruguay,Peru,away,0.0,1.0,,,,,,,,,,,,,,,,,,,0,0,
684625,fifa.worldq.conmebol,2024-10-15,Colombia,Chile,home,4.0,0.0,,,,,,,,,,,,,,,,,,,1,1,
684625,fifa.worldq.conmebol,2024-10-15,Chile,Colombia,away,0.0,4.0,,,,,,,,,,,,,,,,,,,0,0,
684626,fifa.worldq.conmebol,2024-10-15,Paraguay,Venezuela,home,2.0,1.0,,,,,,,,,,,,,,,,,,,0,1,
684626,fifa.worldq.conmebol,2024-10-15,Venezuela,Paraguay,away,1.0,2.0,,,,,,,,,,,,,,,,,,,1,3,
684627,fifa.worldq.conmebol,2024-10-15,Uruguay,Ecuador,home,0.0,0.0,,,,,,,,,,,,,,,,,,,0,0,
684627,fifa.worldq.conmebol,2024-10-15,Ecuador,Uruguay,away,0.0,0.0,,,,,,,,,,,,,,,,,,,0,1,
684623,fifa.worldq.conmebol,2024-10-16,Argentina,Bolivia,home,6.0,0.0,,,,,,,,,,,,,,,,,,,3,0,
684623,fifa.worldq.conmebol,2024-10-16,Bolivia,Argentina,away,0.0,6.0,,,,,,,,,,,,,,,,,,,0,0,
684624,fifa.worldq.conmebol,2024-10-16,Brazil,Peru,home,4.0,0.0,,,,,,,,,,,,,,,,,,,1,0,
684624,fifa.worldq.conmebol,2024-10-16,Peru,Brazil,away,0.0,4.0,,,,,,,,,,,,,,,,,,,0,2,
684632,fifa.worldq.conmebol,2024-11-14,Venezuela,Brazil,home,1.0,1.0,,,,,,,,,,,,,,,,,,,0,1,
684632,fifa.worldq.conmebol,2024-11-14,Brazil,Venezuela,away,1.0,1.0,,,,,,,,,,,,,,,,,,,0,1,
684628,fifa.worldq.conmebol,2024-11-14,Paraguay,Argentina,home,2.0,1.0,,,,,,,,,,,,,,,,,,,1,1,
684628,fifa.worldq.conmebol,2024-11-14,Argentina,Paraguay,away,1.0,2.0,,,,,,,,,,,,,,,,,,,1,0,
684629,fifa.worldq.conmebol,2024-11-15,Ecuador,Bolivia,home,4.0,0.0,,,,,,,,,,,,,,,,,,,2,0,
684629,fifa.worldq.conmebol,2024-11-15,Bolivia,Ecuador,away,0.0,4.0,,,,,,,,,,,,,,,,,,,0,1,
684630,fifa.worldq.conmebol,2024-11-16,Uruguay,Colombia,home,3.0,2.0,,,,,,,,,,,,,,,,,,,0,2,
684630,fifa.worldq.conmebol,2024-11-16,Colombia,Uruguay,away,2.0,3.0,,,,,,,,,,,,,,,,,,,0,1,
684631,fifa.worldq.conmebol,2024-11-16,Peru,Chile,home,0.0,0.0,,,,,,,,,,,,,,,,,,,0,0,
684631,fifa.worldq.conmebol,2024-11-16,Chile,Peru,away,0.0,0.0,,,,,,,,,,,,,,,,,,,0,1,
684634,fifa.worldq.conmebol,2024-11-19,Bolivia,Paraguay,home,2.0,2.0,,,,,,,,,,,,,,,,,,,1,0,
684634,fifa.worldq.conmebol,2024-11-19,Paraguay,Bolivia,away,2.0,2.0,,,,,,,,,,,,,,,,,,,0,0,
684637,fifa.worldq.conmebol,2024-11-19,Colombia,Ecuador,home,0.0,1.0,,,,,,,,,,,,,,,,,,,0,0,
684637,fifa.worldq.conmebol,2024-11-19,Ecuador,Colombia,away,1.0,0.0,,,,,,,,,,,,,,,,,,,1,1,
684633,fifa.worldq.conmebol,2024-11-20,Argentina,Peru,home,1.0,0.0,,,,,,,,,,,,,,,,,,,0,0,
684633,fifa.worldq.conmebol,2024-11-20,Peru,Argentina,away,0.0,1.0,,,,,,,,,,,,,,,,,,,0,1,
684636,fifa.worldq.conmebol,2024-11-20,Chile,Venezuela,home,4.0,2.0,,,,,,,,,,,,,,,,,,,2,1,
684636,fifa.worldq.conmebol,2024-11-20,Venezuela,Chile,away,2.0,4.0,,,,,,,,,,,,,,,,,,,3,1,
684635,fifa.worldq.conmebol,2024-11-20,Brazil,Uruguay,home,1.0,1.0,,,,,,,,,,,,,,,,,,,0,0,
684635,fifa.worldq.conmebol,2024-11-20,Uruguay,Brazil,away,1.0,1.0,,,,,,,,,,,,,,,,,,,0,1,
684640,fifa.worldq.conmebol,2025-03-20,Paraguay,Chile,home,1.0,0.0,,,,,,,,,,,,,,,,,,,0,0,
684640,fifa.worldq.conmebol,2025-03-20,Chile,Paraguay,away,0.0,1.0,,,,,,,,,,,,,,,,,,,0,0,
684638,fifa.worldq.conmebol,2025-03-21,Brazil,Colombia,home,2.0,1.0,,,,,,,,,,,,,,,,,,,1,2,
684638,fifa.worldq.conmebol,2025-03-21,Colombia,Brazil,away,1.0,2.0,,,,,,,,,,,,,,,,,,,1,0,
684641,fifa.worldq.conmebol,2025-03-21,Peru,Bolivia,home,3.0,1.0,,,,,,,,,,,,,,,,,,,2,0,
684641,fifa.worldq.conmebol,2025-03-21,Bolivia,Peru,away,1.0,3.0,,,,,,,,,,,,,,,,,,,0,0,
684639,fifa.worldq.conmebol,2025-03-21,Ecuador,Venezuela,home,2.0,1.0,,,,,,,,,,,,,,,,,,,1,0,
684639,fifa.worldq.conmebol,2025-03-21,Venezuela,Ecuador,away,1.0,2.0,,,,,,,,,,,,,,,,,,,0,0,
684642,fifa.worldq.conmebol,2025-03-21,Uruguay,Argentina,home,0.0,1.0,,,,,,,,,,,,,,,,,,,0,0,
684642,fifa.worldq.conmebol,2025-03-21,Argentina,Uruguay,away,1.0,0.0,,,,,,,,,,,,,,,,,,,0,0,
684644,fifa.worldq.conmebol,2025-03-25,Bolivia,Uruguay,home,0.0,0.0,,,,,,,,,,,,,,,,,,,0,0,
684644,fifa.worldq.conmebol,2025-03-25,Uruguay,Bolivia,away,0.0,0.0,,,,,,,,,,,,,,,,,,,0,1,
684643,fifa.worldq.conmebol,2025-03-26,Argentina,Brazil,home,4.0,1.0,,,,,,,,,,,,,,,,,,,3,2,
684643,fifa.worldq.conmebol,2025-03-26,Brazil,Argentina,away,1.0,4.0,,,,,,,,,,,,,,,,,,,1,2,
684645,fifa.worldq.conmebol,2025-03-26,Chile,Ecuador,home,0.0,0.0,,,,,,,,,,,,,,,,,,,0,0,
684645,fifa.worldq.conmebol,2025-03-26,Ecuador,Chile,away,0.0,0.0,,,,,,,,,,,,,,,,,,,0,0,
684646,fifa.worldq.conmebol,2025-03-26,Colombia,Paraguay,home,2.0,2.0,,,,,,,,,,,,,,,,,,,2,0,
684646,fifa.worldq.conmebol,2025-03-26,Paraguay,Colombia,away,2.0,2.0,,,,,,,,,,,,,,,,,,,1,0,
684647,fifa.worldq.conmebol,2025-03-26,Venezuela,Peru,home,1.0,0.0,,,,,,,,,,,,,,,,,,,1,1,
684647,fifa.worldq.conmebol,2025-03-26,Peru,Venezuela,away,0.0,1.0,,,,,,,,,,,,,,,,,,,0,2,
684650,fifa.worldq.conmebol,2025-06-05,Ecuador,Brazil,home,0.0,0.0,,,,,,,,,,,,,,,,,,,0,0,
684650,fifa.worldq.conmebol,2025-06-05,Brazil,Ecuador,away,0.0,0.0,,,,,,,,,,,,,,,,,,,0,0,
684651,fifa.worldq.conmebol,2025-06-05,Paraguay,Uruguay,home,2.0,0.0,,,,,,,,,,,,,,,,,,,1,1,
684651,fifa.worldq.conmebol,2025-06-05,Uruguay,Paraguay,away,0.0,2.0,,,,,,,,,,,,,,,,,,,0,0,
684648,fifa.worldq.conmebol,2025-06-06,Chile,Argentina,home,0.0,1.0,,,,,,,,,,,,,,,,,,,0,1,
684648,fifa.worldq.conmebol,2025-06-06,Argentina,Chile,away,1.0,0.0,,,,,,,,,,,,,,,,,,,1,0,
684649,fifa.worldq.conmebol,2025-06-06,Colombia,Peru,home,0.0,0.0,,,,,,,,,,,,,,,,,,,0,1,
684649,fifa.worldq.conmebol,2025-06-06,Peru,Colombia,away,0.0,0.0,,,,,,,,,,,,,,,,,,,0,1,
684652,fifa.worldq.conmebol,2025-06-06,Venezuela,Bolivia,home,2.0,0.0,,,,,,,,,,,,,,,,,,,1,0,
684652,fifa.worldq.conmebol,2025-06-06,Bolivia,Venezuela,away,0.0,2.0,,,,,,,,,,,,,,,,,,,1,0,
684654,fifa.worldq.conmebol,2025-06-10,Bolivia,Chile,home,2.0,0.0,,,,,,,,,,,,,,,,,,,1,1,
684654,fifa.worldq.conmebol,2025-06-10,Chile,Bolivia,away,0.0,2.0,,,,,,,,,,,,,,,,,,,0,1,
684657,fifa.worldq.conmebol,2025-06-10,Uruguay,Venezuela,home,2.0,0.0,,,,,,,,,,,,,,,,,,,1,2,
684657,fifa.worldq.conmebol,2025-06-10,Venezuela,Uruguay,away,0.0,2.0,,,,,,,,,,,,,,,,,,,0,2,
684653,fifa.worldq.conmebol,2025-06-11,Argentina,Colombia,home,1.0,1.0,,,,,,,,,,,,,,,,,,,0,1,
684653,fifa.worldq.conmebol,2025-06-11,Colombia,Argentina,away,1.0,1.0,,,,,,,,,,,,,,,,,,,1,1,
684655,fifa.worldq.conmebol,2025-06-11,Brazil,Paraguay,home,1.0,0.0,,,,,,,,,,,,,,,,,,,1,2,
684655,fifa.worldq.conmebol,2025-06-11,Paraguay,Brazil,away,0.0,1.0,,,,,,,,,,,,,,,,,,,0,1,
684656,fifa.worldq.conmebol,2025-06-11,Peru,Ecuador,home,0.0,0.0,,,,,,,,,,,,,,,,,,,0,2,
684656,fifa.worldq.conmebol,2025-06-11,Ecuador,Peru,away,0.0,0.0,,,,,,,,,,,,,,,,,,,0,1,
684658,fifa.worldq.conmebol,2025-09-04,Argentina,Venezuela,home,3.0,0.0,,,,,,,,,,,,,,,,,,,1,0,
684658,fifa.worldq.conmebol,2025-09-04,Venezuela,Argentina,away,0.0,3.0,,,,,,,,,,,,,,,,,,,0,1,
684660,fifa.worldq.conmebol,2025-09-04,Colombia,Bolivia,home,3.0,0.0,,,,,,,,,,,,,,,,,,,1,0,
684660,fifa.worldq.conmebol,2025-09-04,Bolivia,Colombia,away,0.0,3.0,,,,,,,,,,,,,,,,,,,0,0,
684661,fifa.worldq.conmebol,2025-09-04,Paraguay,Ecuador,home,0.0,0.0,,,,,,,,,,,,,,,,,,,0,1,
684661,fifa.worldq.conmebol,2025-09-04,Ecuador,Paraguay,away,0.0,0.0,,,,,,,,,,,,,,,,,,,0,0,
684662,fifa.worldq.conmebol,2025-09-04,Uruguay,Peru,home,3.0,0.0,,,,,,,,,,,,,,,,,,,1,0,
684662,fifa.worldq.conmebol,2025-09-04,Peru,Uruguay,away,0.0,3.0,,,,,,,,,,,,,,,,,,,0,2,
684659,fifa.worldq.conmebol,2025-09-05,Brazil,Chile,home,3.0,0.0,,,,,,,,,,,,,,,,,,,1,1,
684659,fifa.worldq.conmebol,2025-09-05,Chile,Brazil,away,0.0,3.0,,,,,,,,,,,,,,,,,,,0,1,
684665,fifa.worldq.conmebol,2025-09-09,Ecuador,Argentina,home,1.0,0.0,2.0,8.0,2.0,3.0,1.0,1.0,13.0,10.0,11.0,8.0,4.0,0.0,2.0,1.0,17.0,15.0,0.0,3.0,1,3,42.6
684665,fifa.worldq.conmebol,2025-09-09,Argentina,Ecuador,away,0.0,1.0,8.0,2.0,3.0,2.0,1.0,1.0,10.0,13.0,8.0,11.0,0.0,4.0,1.0,2.0,15.0,17.0,3.0,0.0,0,2,57.4
684663,fifa.worldq.conmebol,2025-09-09,Bolivia,Brazil,home,1.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,18.0,9.0,23.0,10.0,10.0,3.0,2.0,0.0,11.0,17.0,3.0,9.0,1,0,42.4
684663,fifa.worldq.conmebol,2025-09-09,Brazil,Bolivia,away,0.0,1.0,4.0,5.0,2.0,0.0,0.0,0.0,9.0,18.0,10.0,23.0,3.0,10.0,0.0,2.0,17.0,11.0,9.0,3.0,0,0,57.6
684664,fifa.worldq.conmebol,2025-09-09,Chile,Uruguay,home,0.0,0.0,8.0,3.0,1.0,1.0,0.0,0.0,8.0,14.0,16.0,6.0,3.0,3.0,0.0,0.0,14.0,12.0,2.0,3.0,0,1,49.5
684664,fifa.worldq.conmebol,2025-09-09,Uruguay,Chile,away,0.0,0.0,3.0,8.0,1.0,1.0,0.0,0.0,14.0,8.0,6.0,16.0,3.0,3.0,0.0,0.0,12.0,14.0,3.0,2.0,0,0,50.5
