event_id,comp,date,team,opponent,home_away,goals_for,goals_against,corners_for,corners_against,yellows_for,yellows_against,reds_for,reds_against,fouls_for,fouls_against,shots_for,shots_against,sot_for,sot_against,offsides_for,offsides_against,tackles_for,tackles_against,saves_for,saves_against,goals_1h_for,cards_1h_for,possession
633790,fifa.world,2022-11-20,Qatar,Ecuador,home,0.0,2.0,1.0,3.0,4.0,2.0,0.0,0.0,15.0,15.0,5.0,6.0,0.0,3.0,3.0,4.0,10.0,15.0,1.0,0.0,0,3,47.1
633790,fifa.world,2022-11-20,Ecuador,Qatar,away,2.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,15.0,15.0,6.0,5.0,3.0,0.0,4.0,3.0,15.0,10.0,0.0,1.0,2,1,52.9
633789,fifa.world,2022-11-21,England,Iran,home,6.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,9.0,14.0,13.0,8.0,7.0,3.0,2.0,2.0,13.0,12.0,1.0,1.0,3,0,78.1
633789,fifa.world,2022-11-21,Iran,England,away,2.0,6.0,0.0,8.0,2.0,0.0,0.0,0.0,14.0,9.0,8.0,13.0,3.0,7.0,2.0,2.0,12.0,13.0,1.0,1.0,0,1,21.9
633788,fifa.world,2022-11-21,Senegal,Netherlands,home,0.0,2.0,6.0,7.0,2.0,1.0,0.0,0.0,13.0,13.0,15.0,10.0,4.0,3.0,2.0,1.0,14.0,10.0,1.0,4.0,0,0,46.7
633788,fifa.world,2022-11-21,Netherlands,Senegal,away,2.0,0.0,7.0,6.0,1.0,2.0,0.0,0.0,13.0,13.0,10.0,15.0,3.0,4.0,1.0,2.0,10.0,14.0,4.0,1.0,0,0,53.3
633787,fifa.world,2022-11-21,United States,Wales,home,1.0,1.0,5.0,3.0,4.0,2.0,0.0,0.0,15.0,10.0,6.0,7.0,1.0,3.0,1.0,1.0,14.0,18.0,2.0,1.0,1,2,58.9
633787,fifa.world,2022-11-21,Wales,United States,away,1.0,1.0,3.0,5.0,2.0,4.0,0.0,0.0,10.0,15.0,7.0,6.0,3.0,1.0,1.0,1.0,18.0,14.0,1.0,2.0,0,2,41.1
633794,fifa.world,2022-11-22,Argentina,Saudi Arabia,home,1.0,2.0,9.0,2.0,0.0,6.0,0.0,0.0,7.0,21.0,15.0,3.0,6.0,2.0,10.0,1.0,17.0,18.0,0.0,5.0,1,0,69.1
633794,fifa.world,2022-11-22,Saudi Arabia,Argentina,away,2.0,1.0,2.0,9.0,6.0,0.0,0.0,0.0,21.0,7.0,3.0,15.0,2.0,6.0,1.0,10.0,18.0,17.0,5.0,0.0,0,0,30.9
633791,fifa.world,2022-11-22,Denmark,Tunisia,home,0.0,0.0,11.0,9.0,2.0,1.0,0.0,0.0,9.0,10.0,11.0,13.0,5.0,1.0,1.0,1.0,12.0,24.0,1.0,5.0,0,1,61.3
633791,fifa.world,2022-11-22,Tunisia,Denmark,away,0.0,0.0,9.0,11.0,1.0,2.0,0.0,0.0,10.0,9.0,13.0,11.0,1.0,5.0,1.0,1.0,24.0,12.0,5.0,1.0,0,0,38.7
633793,fifa.world,2022-11-22,Mexico,Poland,home,0.0,0.0,6.0,5.0,2.0,1.0,0.0,0.0,14.0,15.0,11.0,6.0,4.0,2.0,3.0,0.0,16.0,17.0,2.0,4.0,0,1,60.6
633793,fifa.world,2022-11-22,Poland,Mexico,away,0.0,0.0,5.0,6.0,1.0,2.0,0.0,0.0,15.0,14.0,6.0,11.0,2.0,4.0,0.0,3.0,17.0,16.0,4.0,2.0,0,0,39.4
633792,fifa.world,2022-11-22,France,Australia,home,4.0,1.0,8.0,1.0,0.0,3.0,0.0,0.0,5.0,11.0,23.0,4.0,7.0,1.0,0.0,0.0,20.0,13.0,0.0,2.0,2,0,62.4
633792,fifa.world,2022-11-22,Australia,France,away,1.0,4.0,1.0,8.0,3.0,0.0,0.0,0.0,11.0,5.0,4.0,23.0,1.0,7.0,0.0,0.0,13.0,20.0,2.0,0.0,1,0,37.6
633795,fifa.world,2022-11-23,Morocco,Croatia,home,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,16.0,11.0,8.0,5.0,2.0,2.0,0.0,1.0,21.0,17.0,1.0,2.0,0,0,35.2
633795,fifa.world,2022-11-23,Croatia,Morocco,away,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,11.0,16.0,5.0,8.0,2.0,2.0,1.0,0.0,17.0,21.0,2.0,1.0,0,0,64.8
633797,fifa.world,2022-11-23,Germany,Japan,home,1.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,14.0,26.0,12.0,9.0,4.0,4.0,4.0,11.0,29.0,2.0,8.0,1,0,73.9
633797,fifa.world,2022-11-23,Japan,Germany,away,2.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,14.0,6.0,12.0,26.0,4.0,9.0,4.0,4.0,29.0,11.0,8.0,2.0,0,0,26.1
633798,fifa.world,2022-11-23,Spain,Costa Rica,home,7.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,8.0,12.0,17.0,0.0,8.0,0.0,3.0,7.0,14.0,21.0,0.0,1.0,3,0,81.9
633798,fifa.world,2022-11-23,Costa Rica,Spain,away,0.0,7.0,0.0,5.0,2.0,0.0,0.0,0.0,12.0,8.0,0.0,17.0,0.0,8.0,7.0,3.0,21.0,14.0,1.0,0.0,0,0,18.1
633796,fifa.world,2022-11-23,Belgium,Canada,home,1.0,0.0,4.0,4.0,3.0,2.0,0.0,0.0,11.0,14.0,9.0,22.0,3.0,3.0,0.0,1.0,19.0,13.0,3.0,2.0,1,1,53.8
633796,fifa.world,2022-11-23,Canada,Belgium,away,0.0,1.0,4.0,4.0,2.0,3.0,0.0,0.0,14.0,11.0,22.0,9.0,3.0,3.0,1.0,0.0,13.0,19.0,2.0,3.0,0,0,46.2
633801,fifa.world,2022-11-24,Switzerland,Cameroon,home,1.0,0.0,11.0,5.0,2.0,1.0,0.0,0.0,12.0,10.0,7.0,8.0,3.0,5.0,2.0,2.0,15.0,12.0,5.0,2.0,0,0,50.8
633801,fifa.world,2022-11-24,Cameroon,Switzerland,away,0.0,1.0,5.0,11.0,1.0,2.0,0.0,0.0,10.0,12.0,8.0,7.0,5.0,3.0,2.0,2.0,12.0,15.0,2.0,5.0,0,1,49.2
633799,fifa.world,2022-11-24,Uruguay,South Korea,home,0.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,7.0,10.0,10.0,7.0,1.0,0.0,1.0,0.0,16.0,12.0,0.0,1.0,0,0,56.1
633799,fifa.world,2022-11-24,South Korea,Uruguay,away,0.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,10.0,7.0,7.0,10.0,0.0,1.0,0.0,1.0,12.0,16.0,1.0,0.0,0,0,43.9
633800,fifa.world,2022-11-24,Portugal,Ghana,home,3.0,2.0,3.0,3.0,2.0,4.0,0.0,0.0,14.0,19.0,11.0,9.0,5.0,3.0,1.0,1.0,16.0,14.0,1.0,2.0,0,0,61.8
633800,fifa.world,2022-11-24,Ghana,Portugal,away,2.0,3.0,3.0,3.0,4.0,2.0,0.0,0.0,19.0,14.0,9.0,11.0,3.0,5.0,1.0,1.0,14.0,16.0,2.0,1.0,0,1,38.2
633802,fifa.world,2022-11-24,Brazil,Serbia,home,2.0,0.0,6.0,4.0,0.0,3.0,0.0,0.0,7.0,12.0,23.0,5.0,9.0,0.0,1.0,0.0,17.0,24.0,0.0,7.0,0,0,58.7
633802,fifa.world,2022-11-24,Serbia,Brazil,away,0.0,2.0,4.0,6.0,3.0,0.0,0.0,0.0,12.0,7.0,5.0,23.0,0.0,9.0,0.0,1.0,24.0,17.0,7.0,0.0,0,1,41.3
633806,fifa.world,2022-11-25,Wales,Iran,home,0.0,2.0,2.0,7.0,1.0,2.0,1.0,0.0,9.0,10.0,10.0,21.0,3.0,6.0,2.0,2.0,10.0,19.0,4.0,3.0,0,1,61.9
633806,fifa.world,2022-11-25,Iran,Wales,away,2.0,0.0,7.0,2.0,2.0,1.0,0.0,1.0,10.0,9.0,21.0,10.0,6.0,3.0,2.0,2.0,19.0,10.0,3.0,4.0,0,0,38.1
633803,fifa.world,2022-11-25,Qatar,Senegal,home,1.0,3.0,6.0,7.0,3.0,3.0,0.0,0.0,7.0,12.0,10.0,13.0,3.0,5.0,4.0,3.0,18.0,8.0,2.0,2.0,0,2,45.3
633803,fifa.world,2022-11-25,Senegal,Qatar,away,3.0,1.0,7.0,6.0,3.0,3.0,0.0,0.0,12.0,7.0,13.0,10.0,5.0,3.0,3.0,4.0,8.0,18.0,2.0,2.0,1,1,54.7
633805,fifa.world,2022-11-25,Netherlands,Ecuador,home,1.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,15.0,12.0,2.0,15.0,1.0,4.0,1.0,4.0,25.0,16.0,3.0,0.0,1,0,54.4
633805,fifa.world,2022-11-25,Ecuador,Netherlands,away,1.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,12.0,15.0,15.0,2.0,4.0,1.0,4.0,1.0,16.0,25.0,0.0,3.0,0,0,45.6
633804,fifa.world,2022-11-25,England,United States,home,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,9.0,15.0,8.0,10.0,3.0,1.0,1.0,0.0,9.0,12.0,1.0,3.0,0,0,55.5
633804,fifa.world,2022-11-25,United States,England,away,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,15.0,9.0,10.0,8.0,1.0,3.0,0.0,1.0,12.0,9.0,3.0,1.0,0,0,44.5
633808,fifa.world,2022-11-26,Tunisia,Australia,home,0.0,1.0,5.0,2.0,3.0,0.0,0.0,0.0,16.0,15.0,14.0,9.0,4.0,2.0,3.0,0.0,18.0,19.0,1.0,4.0,0,1,58.1
633808,fifa.world,2022-11-26,Australia,Tunisia,away,1.0,0.0,2.0,5.0,0.0,3.0,0.0,0.0,15.0,16.0,9.0,14.0,2.0,4.0,0.0,3.0,19.0,18.0,4.0,1.0,1,0,41.9
633809,fifa.world,2022-11-26,Poland,Saudi Arabia,home,2.0,0.0,4.0,5.0,3.0,2.0,0.0,0.0,18.0,15.0,9.0,16.0,3.0,5.0,0.0,0.0,13.0,14.0,5.0,1.0,1,3,36.0
633809,fifa.world,2022-11-26,Saudi Arabia,Poland,away,0.0,2.0,5.0,4.0,2.0,3.0,0.0,0.0,15.0,18.0,16.0,9.0,5.0,3.0,0.0,0.0,14.0,13.0,1.0,5.0,0,2,64.0
633810,fifa.world,2022-11-26,France,Denmark,home,2.0,1.0,6.0,4.0,1.0,2.0,0.0,0.0,4.0,9.0,21.0,10.0,7.0,2.0,1.0,1.0,20.0,19.0,1.0,4.0,0,1,48.5
633810,fifa.world,2022-11-26,Denmark,France,away,1.0,2.0,4.0,6.0,2.0,1.0,0.0,0.0,9.0,4.0,10.0,21.0,2.0,7.0,1.0,1.0,19.0,20.0,4.0,1.0,0,2,51.5
633807,fifa.world,2022-11-26,Argentina,Mexico,home,2.0,0.0,4.0,2.0,1.0,4.0,0.0,0.0,15.0,19.0,5.0,4.0,2.0,1.0,2.0,4.0,14.0,18.0,1.0,0.0,0,1,58.5
633807,fifa.world,2022-11-26,Mexico,Argentina,away,0.0,2.0,2.0,4.0,4.0,1.0,0.0,0.0,19.0,15.0,4.0,5.0,1.0,2.0,4.0,2.0,18.0,14.0,0.0,1.0,0,1,41.5
633813,fifa.world,2022-11-27,Japan,Costa Rica,home,0.0,1.0,5.0,0.0,3.0,3.0,0.0,0.0,22.0,9.0,13.0,4.0,3.0,1.0,0.0,2.0,17.0,25.0,0.0,3.0,0,1,56.8
633813,fifa.world,2022-11-27,Costa Rica,Japan,away,1.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,9.0,22.0,4.0,13.0,1.0,3.0,2.0,0.0,25.0,17.0,3.0,0.0,0,1,43.2
633814,fifa.world,2022-11-27,Belgium,Morocco,home,0.0,2.0,9.0,1.0,1.0,1.0,0.0,0.0,10.0,14.0,10.0,10.0,3.0,4.0,3.0,3.0,15.0,22.0,2.0,3.0,0,1,66.7
633814,fifa.world,2022-11-27,Morocco,Belgium,away,2.0,0.0,1.0,9.0,1.0,1.0,0.0,0.0,14.0,10.0,10.0,10.0,4.0,3.0,3.0,3.0,22.0,15.0,3.0,2.0,0,0,33.3
633811,fifa.world,2022-11-27,Croatia,Canada,home,4.0,1.0,6.0,2.0,2.0,2.0,0.0,0.0,13.0,5.0,13.0,8.0,10.0,2.0,1.0,3.0,25.0,15.0,1.0,6.0,2,0,48.2
633811,fifa.world,2022-11-27,Canada,Croatia,away,1.0,4.0,2.0,6.0,2.0,2.0,0.0,0.0,5.0,13.0,8.0,13.0,2.0,10.0,3.0,1.0,15.0,25.0,6.0,1.0,1,0,51.8
633812,fifa.world,2022-11-27,Spain,Germany,home,1.0,1.0,6.0,5.0,1.0,3.0,0.0,0.0,13.0,11.0,7.0,11.0,3.0,4.0,2.0,5.0,17.0,29.0,3.0,2.0,0,1,64.2
633812,fifa.world,2022-11-27,Germany,Spain,away,1.0,1.0,5.0,6.0,3.0,1.0,0.0,0.0,11.0,13.0,11.0,7.0,4.0,3.0,5.0,2.0,29.0,17.0,2.0,3.0,0,1,35.8
633816,fifa.world,2022-11-28,Cameroon,Serbia,home,3.0,3.0,4.0,3.0,2.0,2.0,0.0,0.0,8.0,13.0,13.0,15.0,8.0,5.0,0.0,4.0,8.0,16.0,2.0,5.0,1,2,40.8
633816,fifa.world,2022-11-28,Serbia,Cameroon,away,3.0,3.0,3.0,4.0,2.0,2.0,0.0,0.0,13.0,8.0,15.0,13.0,5.0,8.0,4.0,0.0,16.0,8.0,5.0,2.0,2,1,59.2
633818,fifa.world,2022-11-28,South Korea,Ghana,home,2.0,3.0,13.0,5.0,2.0,2.0,0.0,0.0,13.0,9.0,22.0,7.0,7.0,3.0,1.0,1.0,15.0,17.0,0.0,4.0,0,1,63.1
633818,fifa.world,2022-11-28,Ghana,South Korea,away,3.0,2.0,5.0,13.0,2.0,2.0,0.0,0.0,9.0,13.0,7.0,22.0,3.0,7.0,1.0,1.0,17.0,15.0,4.0,0.0,2,1,36.9
633815,fifa.world,2022-11-28,Brazil,Switzerland,home,1.0,0.0,8.0,3.0,1.0,1.0,0.0,0.0,10.0,17.0,13.0,6.0,5.0,0.0,3.0,1.0,21.0,18.0,0.0,4.0,0,0,53.7
633815,fifa.world,2022-11-28,Switzerland,Brazil,away,0.0,1.0,3.0,8.0,1.0,1.0,0.0,0.0,17.0,10.0,6.0,13.0,0.0,5.0,1.0,3.0,18.0,21.0,4.0,0.0,0,0,46.3
633817,fifa.world,2022-11-28,Portugal,Uruguay,home,2.0,0.0,6.0,2.0,3.0,2.0,0.0,0.0,10.0,16.0,15.0,11.0,3.0,3.0,3.0,0.0,10.0,12.0,3.0,1.0,0,1,59.7
633817,fifa.world,2022-11-28,Uruguay,Portugal,away,0.0,2.0,2.0,6.0,2.0,3.0,0.0,0.0,16.0,10.0,11.0,15.0,3.0,3.0,0.0,3.0,12.0,10.0,1.0,3.0,0,2,40.3
633819,fifa.world,2022-11-29,Ecuador,Senegal,home,1.0,2.0,3.0,6.0,0.0,1.0,0.0,0.0,23.0,11.0,9.0,14.0,4.0,3.0,0.0,3.0,15.0,10.0,1.0,3.0,0,0,61.1
633819,fifa.world,2022-11-29,Senegal,Ecuador,away,2.0,1.0,6.0,3.0,1.0,0.0,0.0,0.0,11.0,23.0,14.0,9.0,3.0,4.0,3.0,0.0,10.0,15.0,3.0,1.0,1,0,38.9
633821,fifa.world,2022-11-29,Netherlands,Qatar,home,2.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,19.0,9.0,13.0,5.0,4.0,3.0,5.0,0.0,16.0,10.0,3.0,2.0,1,0,63.0
633821,fifa.world,2022-11-29,Qatar,Netherlands,away,0.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,9.0,19.0,5.0,13.0,3.0,4.0,0.0,5.0,10.0,16.0,2.0,3.0,0,0,37.0
633822,fifa.world,2022-11-29,Iran,United States,home,0.0,1.0,1.0,5.0,3.0,1.0,0.0,0.0,14.0,10.0,4.0,12.0,1.0,5.0,2.0,1.0,22.0,12.0,4.0,0.0,0,0,49.2
633822,fifa.world,2022-11-29,United States,Iran,away,1.0,0.0,5.0,1.0,1.0,3.0,0.0,0.0,10.0,14.0,12.0,4.0,5.0,1.0,1.0,2.0,12.0,22.0,0.0,4.0,1,1,50.8
633820,fifa.world,2022-11-29,Wales,England,home,0.0,3.0,1.0,6.0,2.0,0.0,0.0,0.0,16.0,9.0,7.0,18.0,1.0,7.0,1.0,1.0,12.0,6.0,4.0,1.0,0,1,35.4
633820,fifa.world,2022-11-29,England,Wales,away,3.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,9.0,16.0,18.0,7.0,7.0,1.0,1.0,1.0,6.0,12.0,1.0,4.0,0,0,64.6
633826,fifa.world,2022-11-30,Australia,Denmark,home,1.0,0.0,2.0,6.0,2.0,1.0,0.0,0.0,11.0,10.0,8.0,13.0,4.0,3.0,1.0,3.0,15.0,11.0,3.0,3.0,0,1,31.2
633826,fifa.world,2022-11-30,Denmark,Australia,away,0.0,1.0,6.0,2.0,1.0,2.0,0.0,0.0,10.0,11.0,13.0,8.0,3.0,4.0,3.0,1.0,11.0,15.0,3.0,3.0,0,0,68.8
633825,fifa.world,2022-11-30,Tunisia,France,home,1.0,0.0,7.0,8.0,1.0,0.0,0.0,0.0,14.0,6.0,5.0,10.0,3.0,3.0,3.0,2.0,22.0,37.0,3.0,2.0,0,1,34.1
633825,fifa.world,2022-11-30,France,Tunisia,away,0.0,1.0,8.0,7.0,0.0,1.0,0.0,0.0,6.0,14.0,10.0,5.0,3.0,3.0,2.0,3.0,37.0,22.0,2.0,3.0,0,0,65.9
633824,fifa.world,2022-11-30,Poland,Argentina,home,0.0,2.0,1.0,9.0,1.0,1.0,0.0,0.0,6.0,11.0,4.0,23.0,0.0,12.0,0.0,1.0,17.0,13.0,9.0,0.0,0,0,26.7
633824,fifa.world,2022-11-30,Argentina,Poland,away,2.0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,11.0,6.0,23.0,4.0,12.0,0.0,1.0,0.0,13.0,17.0,0.0,9.0,0,0,73.3
633823,fifa.world,2022-11-30,Saudi Arabia,Mexico,home,1.0,2.0,1.0,8.0,6.0,1.0,0.0,0.0,20.0,18.0,10.0,26.0,2.0,11.0,2.0,6.0,15.0,16.0,8.0,1.0,0,2,39.3
633823,fifa.world,2022-11-30,Mexico,Saudi Arabia,away,2.0,1.0,8.0,1.0,1.0,6.0,0.0,0.0,18.0,20.0,26.0,10.0,11.0,2.0,6.0,2.0,16.0,15.0,1.0,8.0,0,1,60.7
633829,fifa.world,2022-12-01,Canada,Morocco,home,1.0,2.0,6.0,2.0,4.0,0.0,0.0,0.0,14.0,14.0,5.0,6.0,0.0,2.0,4.0,4.0,13.0,23.0,0.0,0.0,0,3,58.8
633829,fifa.world,2022-12-01,Morocco,Canada,away,2.0,1.0,2.0,6.0,0.0,4.0,0.0,0.0,14.0,14.0,6.0,5.0,2.0,0.0,4.0,4.0,23.0,13.0,0.0,0.0,3,0,41.2
633830,fifa.world,2022-12-01,Croatia,Belgium,home,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,7.0,9.0,11.0,16.0,4.0,3.0,4.0,0.0,9.0,14.0,3.0,4.0,0,0,48.4
633830,fifa.world,2022-12-01,Belgium,Croatia,away,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,9.0,7.0,16.0,11.0,3.0,4.0,0.0,4.0,14.0,9.0,4.0,3.0,0,0,51.6
633827,fifa.world,2022-12-01,Costa Rica,Germany,home,2.0,4.0,1.0,14.0,1.0,0.0,0.0,0.0,3.0,9.0,8.0,32.0,6.0,11.0,4.0,3.0,21.0,10.0,7.0,4.0,0,0,31.9
633827,fifa.world,2022-12-01,Germany,Costa Rica,away,4.0,2.0,14.0,1.0,0.0,1.0,0.0,0.0,9.0,3.0,32.0,8.0,11.0,6.0,3.0,4.0,10.0,21.0,4.0,7.0,1,0,68.1
633828,fifa.world,2022-12-01,Japan,Spain,home,2.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,9.0,6.0,6.0,12.0,3.0,5.0,2.0,2.0,11.0,11.0,4.0,1.0,0,3,17.7
633828,fifa.world,2022-12-01,Spain,Japan,away,1.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,6.0,9.0,12.0,6.0,5.0,3.0,2.0,2.0,11.0,11.0,1.0,4.0,1,0,82.3
633834,fifa.world,2022-12-02,Ghana,Uruguay,home,0.0,2.0,5.0,2.0,2.0,5.0,0.0,0.0,18.0,11.0,10.0,12.0,4.0,7.0,2.0,2.0,23.0,23.0,4.0,4.0,0,0,50.5
633834,fifa.world,2022-12-02,Uruguay,Ghana,away,2.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,11.0,18.0,12.0,10.0,7.0,4.0,2.0,2.0,23.0,23.0,4.0,4.0,2,1,49.5
633832,fifa.world,2022-12-02,South Korea,Portugal,home,2.0,1.0,5.0,4.0,2.0,0.0,0.0,0.0,9.0,10.0,13.0,13.0,6.0,6.0,1.0,5.0,11.0,12.0,5.0,4.0,1,1,38.5
633832,fifa.world,2022-12-02,Portugal,South Korea,away,1.0,2.0,4.0,5.0,0.0,2.0,0.0,0.0,10.0,9.0,13.0,13.0,6.0,6.0,5.0,1.0,12.0,11.0,4.0,5.0,1,0,61.5
633831,fifa.world,2022-12-02,Cameroon,Brazil,home,1.0,0.0,3.0,11.0,3.0,2.0,1.0,0.0,14.0,14.0,7.0,21.0,3.0,7.0,0.0,1.0,22.0,19.0,7.0,2.0,0,3,35.2
633831,fifa.world,2022-12-02,Brazil,Cameroon,away,0.0,1.0,11.0,3.0,2.0,3.0,0.0,1.0,14.0,14.0,21.0,7.0,7.0,3.0,1.0,0.0,19.0,22.0,2.0,7.0,0,1,64.8
633833,fifa.world,2022-12-02,Serbia,Switzerland,home,2.0,3.0,2.0,0.0,7.0,4.0,0.0,0.0,18.0,14.0,12.0,14.0,4.0,7.0,0.0,0.0,13.0,10.0,4.0,2.0,2,0,53.6
633833,fifa.world,2022-12-02,Switzerland,Serbia,away,3.0,2.0,0.0,2.0,4.0,7.0,0.0,0.0,14.0,18.0,14.0,12.0,7.0,4.0,0.0,0.0,10.0,13.0,2.0,4.0,2,2,46.4
633835,fifa.world,2022-12-03,Netherlands,United States,home,3.0,1.0,4.0,5.0,2.0,0.0,0.0,0.0,10.0,5.0,11.0,17.0,6.0,8.0,0.0,3.0,22.0,14.0,5.0,4.0,2,0,41.6
633835,fifa.world,2022-12-03,United States,Netherlands,away,1.0,3.0,5.0,4.0,0.0,2.0,0.0,0.0,5.0,10.0,17.0,11.0,8.0,6.0,3.0,0.0,14.0,22.0,4.0,5.0,0,0,58.4
633836,fifa.world,2022-12-03,Argentina,Australia,home,2.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,8.0,15.0,14.0,5.0,5.0,1.0,3.0,0.0,15.0,11.0,1.0,3.0,1,0,60.7
633836,fifa.world,2022-12-03,Australia,Argentina,away,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,15.0,8.0,5.0,14.0,1.0,5.0,0.0,3.0,11.0,15.0,3.0,1.0,0,2,39.3
633837,fifa.world,2022-12-04,France,Poland,home,3.0,1.0,7.0,1.0,1.0,2.0,0.0,0.0,10.0,8.0,16.0,12.0,8.0,3.0,3.0,1.0,11.0,17.0,1.0,5.0,1,1,54.9
633837,fifa.world,2022-12-04,Poland,France,away,1.0,3.0,1.0,7.0,2.0,1.0,0.0,0.0,8.0,10.0,12.0,16.0,3.0,8.0,1.0,3.0,17.0,11.0,5.0,1.0,0,0,45.1
633838,fifa.world,2022-12-04,England,Senegal,home,3.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,16.0,12.0,8.0,10.0,4.0,1.0,0.0,0.0,21.0,11.0,1.0,1.0,2,0,61.3
633838,fifa.world,2022-12-04,Senegal,England,away,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,12.0,16.0,10.0,8.0,1.0,4.0,0.0,0.0,11.0,21.0,1.0,1.0,0,0,38.7
633839,fifa.world,2022-12-05,Japan,Croatia,home,1.0,1.0,8.0,5.0,0.0,2.0,0.0,0.0,13.0,16.0,13.0,17.0,4.0,4.0,3.0,0.0,13.0,14.0,3.0,3.0,1,0,41.8
633839,fifa.world,2022-12-05,Croatia,Japan,away,1.0,1.0,5.0,8.0,2.0,0.0,0.0,0.0,16.0,13.0,17.0,13.0,4.0,4.0,0.0,3.0,14.0,13.0,3.0,3.0,0,0,58.2
633840,fifa.world,2022-12-05,Brazil,South Korea,home,4.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,8.0,13.0,18.0,8.0,9.0,6.0,0.0,5.0,15.0,21.0,5.0,5.0,4,0,53.4
633840,fifa.world,2022-12-05,South Korea,Brazil,away,1.0,4.0,4.0,5.0,1.0,0.0,0.0,0.0,13.0,8.0,8.0,18.0,6.0,9.0,5.0,0.0,21.0,15.0,5.0,5.0,0,1,46.6
633841,fifa.world,2022-12-06,Morocco,Spain,home,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,15.0,14.0,6.0,13.0,2.0,1.0,5.0,4.0,26.0,11.0,1.0,2.0,0,0,23.2
633841,fifa.world,2022-12-06,Spain,Morocco,away,0.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,14.0,15.0,13.0,6.0,1.0,2.0,4.0,5.0,11.0,26.0,2.0,1.0,0,0,76.8
633842,fifa.world,2022-12-06,Portugal,Switzerland,home,6.0,1.0,6.0,6.0,0.0,2.0,0.0,0.0,12.0,10.0,15.0,10.0,9.0,3.0,3.0,3.0,16.0,5.0,1.0,3.0,2,0,47.8
633842,fifa.world,2022-12-06,Switzerland,Portugal,away,1.0,6.0,6.0,6.0,2.0,0.0,0.0,0.0,10.0,12.0,10.0,15.0,3.0,9.0,3.0,3.0,5.0,16.0,3.0,1.0,0,1,52.2
633843,fifa.world,2022-12-09,Croatia,Brazil,home,1.0,1.0,3.0,7.0,2.0,3.0,0.0,0.0,22.0,24.0,9.0,21.0,1.0,11.0,3.0,3.0,28.0,16.0,11.0,0.0,0,1,50.5
633843,fifa.world,2022-12-09,Brazil,Croatia,away,1.0,1.0,7.0,3.0,3.0,2.0,0.0,0.0,24.0,22.0,21.0,9.0,11.0,1.0,3.0,3.0,16.0,28.0,0.0,11.0,0,1,49.5
633844,fifa.world,2022-12-09,Netherlands,Argentina,home,2.0,2.0,2.0,8.0,6.0,8.0,1.0,0.0,30.0,18.0,6.0,14.0,2.0,5.0,1.0,2.0,18.0,19.0,3.0,0.0,0,2,51.9
633844,fifa.world,2022-12-09,Argentina,Netherlands,away,2.0,2.0,8.0,2.0,8.0,6.0,0.0,1.0,18.0,30.0,14.0,6.0,5.0,2.0,2.0,1.0,19.0,18.0,0.0,3.0,1,2,48.1
633845,fifa.world,2022-12-10,Morocco,Portugal,home,1.0,0.0,3.0,9.0,1.0,1.0,1.0,0.0,15.0,9.0,9.0,12.0,3.0,3.0,2.0,2.0,12.0,12.0,3.0,2.0,1,0,26.7
633845,fifa.world,2022-12-10,Portugal,Morocco,away,0.0,1.0,9.0,3.0,1.0,1.0,0.0,1.0,9.0,15.0,12.0,9.0,3.0,3.0,2.0,2.0,12.0,12.0,2.0,3.0,0,0,73.3
633846,fifa.world,2022-12-10,England,France,home,1.0,2.0,5.0,2.0,1.0,3.0,0.0,0.0,10.0,14.0,16.0,8.0,8.0,5.0,1.0,2.0,16.0,10.0,3.0,6.0,0,0,57.2
