event_id,comp,date,referee,yellows,reds,fouls
687175,fifa.worldq.caf,2024-06-07,Alhadi Allaou Mahamat,,,
687205,fifa.worldq.caf,2024-06-08,Mustapha Ghorbal,,,
687288,fifa.worldq.caf,2024-06-08,Joseph Odey Ogabor,,,
687348,fifa.worldq.caf,2024-06-09,Andofetra Rakotojaona,,,
687155,fifa.worldq.caf,2024-06-09,Mehrez Melki,,,
687141,fifa.worldq.caf,2024-06-09,Chelanget Sabila,,,
687146,fifa.worldq.caf,2024-06-09,Samir Guezzaz,,,
687326,fifa.worldq.caf,2024-06-09,Beida Damane,,,
687335,fifa.worldq.caf,2024-06-10,Lamin Jammeh,,,
687321,fifa.worldq.caf,2024-06-10,Emmanuel Mensah,,,
687176,fifa.worldq.caf,2024-06-10,Pierre Atcho,,,
687116,fifa.worldq.caf,2024-06-10,Mahmood Ismail,,,
687296,fifa.worldq.caf,2024-06-10,Adissa Abdul Raphiou Ligali,,,
687261,fifa.worldq.caf,2024-06-10,,,,
687125,fifa.worldq.caf,2024-06-10,Lahlou Benbraham,,,
687365,fifa.worldq.caf,2024-06-10,Abdulrazg Ahmed,,,
687305,fifa.worldq.caf,2024-06-10,Pacifique Ndabihawenimana,,,
687266,fifa.worldq.caf,2024-06-11,Jalal Jayed,,,
687356,fifa.worldq.caf,2024-06-11,Patrice Mebiame,,,
687231,fifa.worldq.caf,2024-06-11,Mohamed Athoumani,,,
687171,fifa.worldq.caf,2024-06-11,Ahmad Heeralall,,,
687215,fifa.worldq.caf,2024-06-11,Ibrahim Kalilou Traore,,,
687381,fifa.worldq.caf,2024-06-11,Adalbert Diouf,,,
687201,fifa.worldq.caf,2024-06-11,Aklesso Gnama,,,
687185,fifa.worldq.caf,2024-06-11,Mohamed Maarouf Eid Mansour,,,
687245,fifa.worldq.caf,2024-06-11,Abdelaziz Bouh,,,
687206,fifa.worldq.caf,2024-06-11,Mohamed Elsaid,,,
687236,fifa.worldq.caf,2024-06-11,Daniel Laryea,,,
687275,fifa.worldq.caf,2024-06-11,Sadok Selmi,,,
687291,fifa.worldq.caf,2024-06-11,Mohamed Ali Moussa,,,
687253,fifa.worldq.caf,2025-03-17,,,,
687246,fifa.worldq.caf,2025-03-17,,,,
687373,fifa.worldq.caf,2025-03-19,Adalbert Diouf,,,
687207,fifa.worldq.caf,2025-03-19,Lucky Kasalirwe,,,
687327,fifa.worldq.caf,2025-03-19,Clement Franklin Kpan,1.0,0.0,31.0
687313,fifa.worldq.caf,2025-03-20,Pierre Atcho,,,
687216,fifa.worldq.caf,2025-03-20,Yannick Malala,,,
687343,fifa.worldq.caf,2025-03-20,Jelly Chavane,,,
687133,fifa.worldq.caf,2025-03-20,Daniel Laryea,,,
687194,fifa.worldq.caf,2025-03-20,Bamlak Tessema Weyesa,,,
687276,fifa.worldq.caf,2025-03-20,Mehrez Melki,,,
687283,fifa.worldq.caf,2025-03-20,Abdou Abdel Mefire,,,
687223,fifa.worldq.caf,2025-03-20,Lamin Jammeh,,,
687357,fifa.worldq.caf,2025-03-20,Mahmood Ismail,,,
687297,fifa.worldq.caf,2025-03-21,Ahmed Arajiga,,,
687336,fifa.worldq.caf,2025-03-21,Adissa Abdul Raphiou Ligali,,,
687126,fifa.worldq.caf,2025-03-21,Abdelaziz Bouh,,,
687156,fifa.worldq.caf,2025-03-21,Celso Armindo Alvacao,,,
687177,fifa.worldq.caf,2025-03-21,Jalal Jayed,,,
687186,fifa.worldq.caf,2025-03-21,Mohamed Diraneh Guedi,1.0,0.0,18.0
687267,fifa.worldq.caf,2025-03-21,Samir Guezzaz,,,
687366,fifa.worldq.caf,2025-03-21,Abdulrazg Ahmed,,,
687117,fifa.worldq.caf,2025-03-21,Patrice Milazar,,,
687306,fifa.worldq.caf,2025-03-21,Andofetra Rakotojaona,,,
687237,fifa.worldq.caf,2025-03-21,Omar Artan,,,
687163,fifa.worldq.caf,2025-03-22,Amin Omar,,,
687147,fifa.worldq.caf,2025-03-22,Patrice Mebiame,,,
687232,fifa.worldq.caf,2025-03-23,Tawel Younoussa Camara,,,
687277,fifa.worldq.caf,2025-03-23,Ibrahim Mutaz,,,
687337,fifa.worldq.caf,2025-03-24,Mohamed Maarouf Eid Mansour,,,
687354,fifa.worldq.caf,2025-03-24,Godfrey Nkhakananga,,,
687127,fifa.worldq.caf,2025-03-24,Samuel Uwikunda,,,
687349,fifa.worldq.caf,2025-03-24,Mohamed Ali Moussa,,,
687247,fifa.worldq.caf,2025-03-24,,,,
687262,fifa.worldq.caf,2025-03-24,,,,
687268,fifa.worldq.caf,2025-03-24,Ring Malong,,,
687367,fifa.worldq.caf,2025-03-24,Issa Sy,,,
687142,fifa.worldq.caf,2025-03-24,Luxolo Badi,,,
687328,fifa.worldq.caf,2025-03-24,Djindo Louis Houngnandande,5.0,1.0,26.0
687217,fifa.worldq.caf,2025-03-25,Mustapha Ghorbal,,,
687187,fifa.worldq.caf,2025-03-25,Beida Damane,,,
687178,fifa.worldq.caf,2025-03-25,Tsegay Mogos Teklu,,,
687202,fifa.worldq.caf,2025-03-25,Antoine Max Depadoux Effa Essouma,,,
687307,fifa.worldq.caf,2025-03-25,Jean-Jacques Ndala Ngambo,,,
687322,fifa.worldq.caf,2025-03-25,Joseph Odey Ogabor,,,
687292,fifa.worldq.caf,2025-03-25,Youcef Gamouh,,,
687208,fifa.worldq.caf,2025-03-25,Abongile Tom,,,
687118,fifa.worldq.caf,2025-03-25,Ahmad Heeralall,,,
687172,fifa.worldq.caf,2025-03-25,Jean Ouattara,,,
687298,fifa.worldq.caf,2025-03-25,Pacifique Ndabihawenimana,,,
687382,fifa.worldq.caf,2025-03-25,Aklesso Gnama,,,
687157,fifa.worldq.caf,2025-03-25,Mohamed Athoumani,,,
687148,fifa.worldq.caf,2025-03-25,Kamaku Waweru,,,
687238,fifa.worldq.caf,2025-03-25,Alhadi Allaou Mahamat,,,
687248,fifa.worldq.caf,2025-09-01,,,,
687278,fifa.worldq.caf,2025-09-03,Jean Ouattara,,,
687368,fifa.worldq.caf,2025-09-04,Celso Armindo Alvacao,,,
687224,fifa.worldq.caf,2025-09-04,Pierre Jean Nguiene,,,
687134,fifa.worldq.caf,2025-09-04,Clement Franklin Kpan,,,
687374,fifa.worldq.caf,2025-09-04,Ahmed Arajiga,,,
687218,fifa.worldq.caf,2025-09-04,Mohamed Diraneh Guedi,,,
687338,fifa.worldq.caf,2025-09-04,Hillary Hambaba,,,
687299,fifa.worldq.caf,2025-09-04,Pacifique Ndabihawenimana,6.0,0.0,22.0
687209,fifa.worldq.caf,2025-09-04,Beida Damane,,,
687359,fifa.worldq.caf,2025-09-04,Jalal Jayed,,,
687329,fifa.worldq.caf,2025-09-04,Adissa Abdul Raphiou Ligali,3.0,0.0,33.0
687308,fifa.worldq.caf,2025-09-05,Patrice Mebiame,,,
687158,fifa.worldq.caf,2025-09-05,Brighton Chimene,,,
687284,fifa.worldq.caf,2025-09-05,Amin Omar,,,
687344,fifa.worldq.caf,2025-09-05,Abdulrazg Ahmed,,,
687195,fifa.worldq.caf,2025-09-05,Lamin Jammeh,,,
687254,fifa.worldq.caf,2025-09-05,Thabang Ketshabile,,,
687128,fifa.worldq.caf,2025-09-05,Tawel Younoussa Camara,,,
687188,fifa.worldq.caf,2025-09-05,Dickens Mimisa,,,
687314,fifa.worldq.caf,2025-09-05,Vincent Kabore,,,
687119,fifa.worldq.caf,2025-09-05,Abongile Tom,,,
687269,fifa.worldq.caf,2025-09-05,Bouchra Karboubi,,,
687164,fifa.worldq.caf,2025-09-05,Lucky Kasalirwe,,,
687239,fifa.worldq.caf,2025-09-05,Jean-Jacques Ndala Ngambo,,,
687149,fifa.worldq.caf,2025-09-05,Ahmad Heeralall,2.0,0.0,33.0
687179,fifa.worldq.caf,2025-09-06,Alhadi Allaou Mahamat,,,
687379,fifa.worldq.caf,2025-09-07,Naim Hosni,,,
687330,fifa.worldq.caf,2025-09-08,Patrice Milazar,6.0,0.0,36.0
687319,fifa.worldq.caf,2025-09-08,Bamlak Tessema Weyesa,,,
687240,fifa.worldq.caf,2025-09-08,Djindo Louis Houngnandande,,,
687300,fifa.worldq.caf,2025-09-08,Pacifique Ndabihawenimana,2.0,0.0,25.0
687135,fifa.worldq.caf,2025-09-08,Aklesso Gnama,,,
687375,fifa.worldq.caf,2025-09-08,Fabricio Duarte,,,
687350,fifa.worldq.caf,2025-09-08,Ring Malong,,,
687315,fifa.worldq.caf,2025-09-08,Ibrahim Kalilou Traore,,,
687255,fifa.worldq.caf,2025-09-08,,,,
687360,fifa.worldq.caf,2025-09-08,Luxolo Badi,,,
687229,fifa.worldq.caf,2025-09-08,Adalbert Diouf,,,
687285,fifa.worldq.caf,2025-09-09,Joseph Odey Ogabor,,,
687345,fifa.worldq.caf,2025-09-09,Brahamou Sadou Ali,,,
687139,fifa.worldq.caf,2025-09-09,Yannick Malala,,,
687259,fifa.worldq.caf,2025-09-09,Mustapha Ghorbal,,,
687199,fifa.worldq.caf,2025-09-09,Abdou Abdel Mefire,,,
687120,fifa.worldq.caf,2025-09-09,Messie Jessie Nkounkou Mvoutou,,,
687210,fifa.worldq.caf,2025-09-09,Daniel Laryea,,,
687150,fifa.worldq.caf,2025-09-09,Omar Artan,2.0,0.0,25.0
687180,fifa.worldq.caf,2025-09-09,Pierre Atcho,,,
687169,fifa.worldq.caf,2025-09-09,Andofetra Rakotojaona,,,
687225,fifa.worldq.caf,2025-09-09,Boubou Traore,,,
687196,fifa.worldq.caf,2025-09-09,Mahmood Ismail,,,
687270,fifa.worldq.caf,2025-09-09,Abdelaziz Bouh,,,
687289,fifa.worldq.caf,2025-09-09,Mohamed Maarouf Eid Mansour,,,
687165,fifa.worldq.caf,2025-09-09,Mehrez Melki,,,
687241,fifa.worldq.caf,2025-10-06,,,,
687226,fifa.worldq.caf,2025-10-08,Dickens Nyagrowa,,,
687136,fifa.worldq.caf,2025-10-08,Jelly Chavane,,,
687219,fifa.worldq.caf,2025-10-08,Mahmood Ismail,,,
687211,fifa.worldq.caf,2025-10-08,Mitiku Tewodros,,,
687369,fifa.worldq.caf,2025-10-08,Patrice Milazar,,,
687361,fifa.worldq.caf,2025-10-08,Lebalang Mokete,,,
687376,fifa.worldq.caf,2025-10-08,,,,
687121,fifa.worldq.caf,2025-10-08,Patrice Mebiame,,,
687129,fifa.worldq.caf,2025-10-08,Jean-Jacques Ndala Ngambo,,,
687256,fifa.worldq.caf,2025-10-08,Boubou Traore,,,
687249,fifa.worldq.caf,2025-10-08,Ibrahim Kalilou Traore,,,
687286,fifa.worldq.caf,2025-10-09,Hillary Hambaba,,,
687316,fifa.worldq.caf,2025-10-09,Beida Damane,,,
687346,fifa.worldq.caf,2025-10-09,Lahlou Benbraham,,,
687339,fifa.worldq.caf,2025-10-09,,,,
687309,fifa.worldq.caf,2025-10-09,Adissa Abdul Raphiou Ligali,,,
687301,fifa.worldq.caf,2025-10-09,Godfrey Nkhakananga,2.0,0.0,17.0
687279,fifa.worldq.caf,2025-10-10,Joseph Odey Ogabor,,,
687271,fifa.worldq.caf,2025-10-10,Washington Dolo,,,
687151,fifa.worldq.caf,2025-10-10,Abdou Abdel Mefire,1.0,0.0,21.0
687166,fifa.worldq.caf,2025-10-10,Jean Ouattara,,,
687159,fifa.worldq.caf,2025-10-10,Lenine Delgado Rocha,,,
687181,fifa.worldq.caf,2025-10-10,Alhadi Allaou Mahamat,,,
687191,fifa.worldq.caf,2025-10-10,Mohamed Maarouf Eid Mansour,,,
687331,fifa.worldq.caf,2025-10-10,Andofetra Rakotojaona,2.0,0.0,34.0
687189,fifa.worldq.caf,2025-10-10,Mustapha Ghorbal,,,
687250,fifa.worldq.caf,2025-10-12,Lucky Kasalirwe,,,
687380,fifa.worldq.caf,2025-10-12,Celso Armindo Alvacao,,,
687130,fifa.worldq.caf,2025-10-12,Adalbert Diouf,,,
687140,fifa.worldq.caf,2025-10-12,Thulani Sibandze,,,
687122,fifa.worldq.caf,2025-10-12,Daniel Laryea,,,
687370,fifa.worldq.caf,2025-10-12,Pierre Atcho,,,
687362,fifa.worldq.caf,2025-10-12,George Gatogato,,,
687340,fifa.worldq.caf,2025-10-13,Brighton Chimene,,,
687352,fifa.worldq.caf,2025-10-13,Pierre Jean Nguiene,,,
687170,fifa.worldq.caf,2025-10-13,Lamin Jammeh,,,
687332,fifa.worldq.caf,2025-10-13,Issa Sy,5.0,0.0,42.0
687212,fifa.worldq.caf,2025-10-13,Djindo Louis Houngnandande,,,
687220,fifa.worldq.caf,2025-10-13,Ahmed Arajiga,,,
687200,fifa.worldq.caf,2025-10-13,Tsegay Mogos Teklu,,,
687230,fifa.worldq.caf,2025-10-13,Yannick Malala,,,
687260,fifa.worldq.caf,2025-10-13,,,,
687290,fifa.worldq.caf,2025-10-14,Washington Dolo,,,
687302,fifa.worldq.caf,2025-10-14,Ahmad Heeralall,3.0,0.0,35.0
687310,fifa.worldq.caf,2025-10-14,Messie Jessie Nkounkou Mvoutou,,,
687182,fifa.worldq.caf,2025-10-14,Amin Omar,,,
687320,fifa.worldq.caf,2025-10-14,Abdulrazg Ahmed,,,
687190,fifa.worldq.caf,2025-10-14,Mehrez Melki,,,
687160,fifa.worldq.caf,2025-10-14,Abongile Tom,,,
687280,fifa.worldq.caf,2025-10-14,Aklesso Gnama,,,
687272,fifa.worldq.caf,2025-10-14,Naby Laye Toure,,,
687242,fifa.worldq.caf,2025-10-14,Abdelaziz Bouh,4.0,0.0,26.0
687152,fifa.worldq.caf,2025-10-14,Mohamed Ali Moussa,2.0,0.0,29.0
760049,fifa.worldq.caf,2025-11-13,Abongile Tom,,,
760048,fifa.worldq.caf,2025-11-13,Mahmood Ismail,,,
761088,fifa.worldq.caf,2025-11-16,Jalal Jayed,,,
715878,fifa.worldq.ofc,2024-09-05,,,,
715877,fifa.worldq.ofc,2024-09-06,,,,
720813,fifa.worldq.ofc,2024-09-09,,,,
720815,fifa.worldq.ofc,2024-10-10,,,,
720816,fifa.worldq.ofc,2024-10-10,,,,
720817,fifa.worldq.ofc,2024-10-11,,,,
720818,fifa.worldq.ofc,2024-10-12,,,,
720819,fifa.worldq.ofc,2024-11-14,,,,
720820,fifa.worldq.ofc,2024-11-14,,,,
720821,fifa.worldq.ofc,2024-11-15,,,,
720822,fifa.worldq.ofc,2024-11-15,,,,
720823,fifa.worldq.ofc,2024-11-17,,,,
720824,fifa.worldq.ofc,2024-11-17,,,,
720825,fifa.worldq.ofc,2024-11-18,,,,
720826,fifa.worldq.ofc,2024-11-18,,,,
723663,fifa.worldq.ofc,2025-03-21,,,,
723664,fifa.worldq.ofc,2025-03-21,,,,
734945,fifa.worldq.ofc,2025-03-24,,,,
690573,uefa.euro,2024-06-14,Clément Turpin,3.0,1.0,24.0
690574,uefa.euro,2024-06-15,Slavko Vincici,4.0,0.0,22.0
690575,uefa.euro,2024-06-15,Michael Oliver,1.0,0.0,27.0
690576,uefa.euro,2024-06-15,Felix Zwayer,4.0,0.0,14.0
690579,uefa.euro,2024-06-16,Artur Soares Dias,1.0,0.0,18.0
690577,uefa.euro,2024-06-16,Sandro Scharer,3.0,0.0,21.0
690578,uefa.euro,2024-06-16,Daniele Orsato,2.0,0.0,27.0
690582,uefa.euro,2024-06-17,Glenn Nyberg,2.0,0.0,17.0
690581,uefa.euro,2024-06-17,Halil Meler,4.0,0.0,24.0
690580,uefa.euro,2024-06-17,Jesús Gil Manzano,7.0,0.0,29.0
690583,uefa.euro,2024-06-18,Facundo Tello,3.0,0.0,17.0
690584,uefa.euro,2024-06-18,Marco Guida,3.0,0.0,15.0
690586,uefa.euro,2024-06-19,Francois Letexier,4.0,0.0,26.0
690587,uefa.euro,2024-06-19,Danny Makkelie,4.0,0.0,22.0
690585,uefa.euro,2024-06-19,Ivan Kruzliak,5.0,0.0,22.0
690589,uefa.euro,2024-06-20,Istvan Kovacs,6.0,0.0,21.0
690590,uefa.euro,2024-06-20,Artur Soares Dias,4.0,0.0,18.0
690588,uefa.euro,2024-06-20,Slavko Vincici,5.0,0.0,31.0
690593,uefa.euro,2024-06-21,Michael Oliver,1.0,0.0,21.0
690591,uefa.euro,2024-06-21,Halil Meler,6.0,0.0,30.0
690592,uefa.euro,2024-06-21,Anthony Taylor,1.0,0.0,21.0
690596,uefa.euro,2024-06-22,Daniel Siebert,9.0,0.0,29.0
690595,uefa.euro,2024-06-22,Felix Zwayer,5.0,0.0,24.0
690594,uefa.euro,2024-06-22,Szymon Marciniak,3.0,0.0,20.0
690597,uefa.euro,2024-06-23,Facundo Tello,6.0,0.0,29.0
690598,uefa.euro,2024-06-23,Daniele Orsato,4.0,0.0,26.0
690600,uefa.euro,2024-06-24,Glenn Nyberg,3.0,0.0,21.0
690599,uefa.euro,2024-06-24,Danny Makkelie,8.0,0.0,24.0
690604,uefa.euro,2024-06-25,Marco Guida,4.0,0.0,27.0
690603,uefa.euro,2024-06-25,Ivan Kruzliak,3.0,0.0,26.0
690601,uefa.euro,2024-06-25,Francois Letexier,4.0,0.0,16.0
690602,uefa.euro,2024-06-25,Clément Turpin,5.0,0.0,20.0
690605,uefa.euro,2024-06-26,Daniel Siebert,4.0,0.0,21.0
690606,uefa.euro,2024-06-26,Anthony Taylor,2.0,0.0,17.0
690608,uefa.euro,2024-06-26,Istvan Kovacs,16.0,2.0,25.0
690607,uefa.euro,2024-06-26,Sandro Scharer,4.0,0.0,17.0
703931,uefa.euro,2024-06-29,Szymon Marciniak,3.0,0.0,24.0
703932,uefa.euro,2024-06-29,Michael Oliver,2.0,0.0,22.0
703933,uefa.euro,2024-06-30,Halil Meler,9.0,0.0,31.0
703934,uefa.euro,2024-06-30,Francois Letexier,2.0,0.0,16.0
703935,uefa.euro,2024-07-01,Glenn Nyberg,5.0,0.0,17.0
703936,uefa.euro,2024-07-01,Daniele Orsato,6.0,0.0,25.0
703937,uefa.euro,2024-07-02,Felix Zwayer,4.0,0.0,17.0
703938,uefa.euro,2024-07-02,Artur Soares Dias,4.0,0.0,17.0
703939,uefa.euro,2024-07-05,Anthony Taylor,13.0,1.0,39.0
703940,uefa.euro,2024-07-05,Michael Oliver,2.0,0.0,21.0
703941,uefa.euro,2024-07-06,Daniele Orsato,3.0,0.0,21.0
703942,uefa.euro,2024-07-06,Clément Turpin,5.0,1.0,23.0
703943,uefa.euro,2024-07-09,Slavko Vincici,4.0,0.0,23.0
703944,uefa.euro,2024-07-10,Felix Zwayer,6.0,0.0,17.0
703945,uefa.euro,2024-07-14,Francois Letexier,4.0,0.0,16.0
624153,uefa.nations,2022-06-01,Rade Obrenovic,3.0,0.0,25.0
624157,uefa.nations,2022-06-02,Jeremie Pignard,4.0,0.0,26.0
624156,uefa.nations,2022-06-02,Jerome Brisard,5.0,0.0,21.0
624161,uefa.nations,2022-06-02,Ioannis Papadopoulos,2.0,0.0,21.0
624164,uefa.nations,2022-06-02,Morten Krogh,5.0,0.0,19.0
624160,uefa.nations,2022-06-02,,,,
624163,uefa.nations,2022-06-02,Daniel Siebert,4.0,0.0,21.0
624155,uefa.nations,2022-06-02,Andris Treimanis,4.0,0.0,26.0
624154,uefa.nations,2022-06-02,Erik Lambrechts,4.0,0.0,29.0
624158,uefa.nations,2022-06-02,Pawel Raczkowski,3.0,0.0,18.0
624162,uefa.nations,2022-06-02,Ruddy Buquet,5.0,0.0,23.0
624159,uefa.nations,2022-06-02,Michael Oliver,8.0,0.0,29.0
624165,uefa.nations,2022-06-03,Istvan Vad,4.0,0.0,22.0
624147,uefa.nations,2022-06-03,Tomasz Musial,0.0,0.0,24.0
624027,uefa.nations,2022-06-03,Stephanie Frappart,3.0,0.0,22.0
624151,uefa.nations,2022-06-03,José María Sánchez Martínez,2.0,0.0,20.0
624148,uefa.nations,2022-06-03,Chris Kavanagh,2.0,0.0,17.0
624150,uefa.nations,2022-06-03,Felix Zwayer,1.0,0.0,16.0
624152,uefa.nations,2022-06-03,Giorgi Kruashvili,5.0,0.0,25.0
624119,uefa.nations,2022-06-04,Radu Petrescu,3.0,0.0,17.0
624141,uefa.nations,2022-06-04,Nick Walsh,6.0,0.0,24.0
624142,uefa.nations,2022-06-04,Artur Soares Dias,4.0,0.0,13.0
624143,uefa.nations,2022-06-04,David Fuxman,5.0,0.0,25.0
624138,uefa.nations,2022-06-04,Srdjan Jovanovic,8.0,0.0,29.0
624139,uefa.nations,2022-06-04,Andreas Ekberg,3.0,0.0,29.0
624137,uefa.nations,2022-06-04,Farrugia Cann Trustin,4.0,0.0,24.0
624145,uefa.nations,2022-06-05,Aliyar Aghayev,5.0,0.0,26.0
624146,uefa.nations,2022-06-05,Enea Jorgji,3.0,0.0,15.0
624136,uefa.nations,2022-06-05,Alain Durieux,1.0,0.0,22.0
624130,uefa.nations,2022-06-05,Fabio Maresca,2.0,0.0,15.0
624134,uefa.nations,2022-06-05,Francois Letexier,2.0,0.0,24.0
624131,uefa.nations,2022-06-05,John Beaton,4.0,2.0,21.0
624135,uefa.nations,2022-06-05,Orel Grinfeld,4.0,0.0,26.0
624133,uefa.nations,2022-06-05,Jesús Gil Manzano,2.0,0.0,16.0
624132,uefa.nations,2022-06-05,Anthony Taylor,6.0,0.0,20.0
624124,uefa.nations,2022-06-06,Mario Zebec,2.0,0.0,13.0
624128,uefa.nations,2022-06-06,Lionel Tschudi,6.0,1.0,32.0
624121,uefa.nations,2022-06-06,Mohammed Al-Hakim,8.0,1.0,24.0
624123,uefa.nations,2022-06-06,Marco Guida,2.0,0.0,17.0
624120,uefa.nations,2022-06-06,Craig Pawson,2.0,0.0,31.0
624127,uefa.nations,2022-06-06,,,,
624129,uefa.nations,2022-06-06,Kristo  Tohver ,10.0,0.0,24.0
624122,uefa.nations,2022-06-06,William Collum,2.0,0.0,23.0
624115,uefa.nations,2022-06-07,Allard Lindhout,1.0,0.0,26.0
624116,uefa.nations,2022-06-07,Sascha Stegemann,3.0,0.0,24.0
624114,uefa.nations,2022-06-07,Robert Hennessy,2.0,2.0,17.0
624112,uefa.nations,2022-06-07,Carlos Del Cerro Grande,1.0,0.0,11.0
624113,uefa.nations,2022-06-07,Sandro Scharer,3.0,0.0,20.0
624117,uefa.nations,2022-06-07,Novak Simovic,6.0,0.0,31.0
624126,uefa.nations,2022-06-08,Ivan Kruzliak,2.0,0.0,23.0
624140,uefa.nations,2022-06-08,Filip Glova,2.0,0.0,23.0
624144,uefa.nations,2022-06-08,Sebastian Gishamer,4.0,0.0,24.0
624125,uefa.nations,2022-06-08,Glenn Nyberg,1.0,0.0,22.0
624102,uefa.nations,2022-06-09,Petri Viljanen,7.0,0.0,26.0
624109,uefa.nations,2022-06-09,Tamas Bognar,2.0,0.0,14.0
624105,uefa.nations,2022-06-09,Jakob Kehlet,5.0,0.0,22.0
624110,uefa.nations,2022-06-09,Bobby Madden,3.0,0.0,19.0
624104,uefa.nations,2022-06-09,Roi Reinshreiber,6.0,0.0,17.0
624107,uefa.nations,2022-06-09,Fabio Verissimo,3.0,1.0,11.0
624103,uefa.nations,2022-06-09,Matej Jug,6.0,0.0,29.0
624106,uefa.nations,2022-06-09,Lawrence Visser,6.0,0.0,23.0
624108,uefa.nations,2022-06-09,Serdar Gözübüyük,4.0,0.0,31.0
624101,uefa.nations,2022-06-10,Donatas Rumsas,6.0,0.0,22.0
624111,uefa.nations,2022-06-10,Andy Madley,3.0,0.0,28.0
624097,uefa.nations,2022-06-10,Tiago  Martins,6.0,0.0,23.0
624098,uefa.nations,2022-06-10,Nejc Kajtazovic,5.0,0.0,20.0
624095,uefa.nations,2022-06-10,Anastasios Sidiropoulos ,4.0,0.0,16.0
624100,uefa.nations,2022-06-10,Manuel Schüttengruber,2.0,0.0,22.0
624094,uefa.nations,2022-06-10,Bartosz Frankowski,4.0,0.0,22.0
624096,uefa.nations,2022-06-10,,,,
624085,uefa.nations,2022-06-11,Daniel Stefanski,7.0,0.0,22.0
624090,uefa.nations,2022-06-11,Igor Pajac,7.0,0.0,28.0
624091,uefa.nations,2022-06-11,Marco Di Bello,3.0,0.0,20.0
624088,uefa.nations,2022-06-11,Szymon Marciniak,5.0,0.0,29.0
624087,uefa.nations,2022-06-11,José María Sánchez Martínez,4.0,0.0,19.0
624089,uefa.nations,2022-06-11,António Nobre,1.0,0.0,20.0
624092,uefa.nations,2022-06-11,Daniele Orsato,4.0,0.0,14.0
624099,uefa.nations,2022-06-11,Halil Meler,8.0,0.0,19.0
624086,uefa.nations,2022-06-11,Harald Lechner,4.0,0.0,28.0
624093,uefa.nations,2022-06-11,Benoit Bastien,4.0,0.0,21.0
624083,uefa.nations,2022-06-12,Ricardo de Burgos Bengoetxea,2.0,0.0,14.0
624080,uefa.nations,2022-06-12,Espen Eskas,3.0,0.0,19.0
624081,uefa.nations,2022-06-12,Dumitru Muntean,4.0,0.0,14.0
624082,uefa.nations,2022-06-12,Harm Osmers,7.0,0.0,24.0
624076,uefa.nations,2022-06-12,Julian Weinberger,4.0,0.0,22.0
624078,uefa.nations,2022-06-12,Dennis Higler,3.0,0.0,24.0
624079,uefa.nations,2022-06-12,Maurizio Mariani,7.0,1.0,28.0
624075,uefa.nations,2022-06-12,Cüneyt Çakir,1.0,0.0,18.0
624077,uefa.nations,2022-06-12,Fran Jovic,4.0,0.0,22.0
624084,uefa.nations,2022-06-13,Bram van Driessche,5.0,1.0,31.0
624073,uefa.nations,2022-06-13,Anastasios Papapetrou,1.0,0.0,17.0
624068,uefa.nations,2022-06-13,Alejandro José Hernández Hernández,3.0,0.0,22.0
624070,uefa.nations,2022-06-13,Orel Grinfeld,4.0,0.0,22.0
624071,uefa.nations,2022-06-13,Duje Strukan,3.0,0.0,29.0
624067,uefa.nations,2022-06-13,,,,
624066,uefa.nations,2022-06-14,Nikola Dabanovic,5.0,2.0,22.0
624074,uefa.nations,2022-06-14,Peter Kjærsgaard-Andersen,4.0,0.0,41.0
624059,uefa.nations,2022-06-14,Georgi Kabakov ,3.0,0.0,16.0
624060,uefa.nations,2022-06-14,Clément Turpin,3.0,1.0,24.0
624061,uefa.nations,2022-06-14,Istvan Kovacs,2.0,0.0,16.0
624062,uefa.nations,2022-06-14,Aleksandar Stavrev,5.0,0.0,26.0
624058,uefa.nations,2022-06-14,Michael Fabbri,1.0,0.0,13.0
624072,uefa.nations,2022-06-14,Horatiu Fesnic,5.0,0.0,29.0
624069,uefa.nations,2022-06-14,Irfan Peljto,1.0,0.0,20.0
624064,uefa.nations,2022-06-14,João Pinheiro,7.0,0.0,26.0
624063,uefa.nations,2022-06-14,Stephanie Frappart,4.0,0.0,23.0
624065,uefa.nations,2022-06-14,Alì Palabiyik,5.0,0.0,24.0
624118,uefa.nations,2022-09-21,Maurizio Mariani,5.0,0.0,18.0
624057,uefa.nations,2022-09-22,Horatiu Fesnic,5.0,1.0,27.0
624055,uefa.nations,2022-09-22,António Nobre,4.0,0.0,21.0
624056,uefa.nations,2022-09-22,Alì Palabiyik,3.0,0.0,19.0
624051,uefa.nations,2022-09-22,Davide Massa,2.0,0.0,18.0
624049,uefa.nations,2022-09-22,Andreas Ekberg,1.0,0.0,18.0
624048,uefa.nations,2022-09-22,Juxhin Xhaja,7.0,0.0,35.0
624052,uefa.nations,2022-09-22,Vilhjalmur Thorarinsson,4.0,0.0,37.0
624054,uefa.nations,2022-09-22,Alejandro José Hernández Hernández,5.0,0.0,39.0
624050,uefa.nations,2022-09-22,William Collum,5.0,0.0,30.0
624053,uefa.nations,2022-09-22,Tobias Stieler,2.0,0.0,22.0
624042,uefa.nations,2022-09-23,Daniel Siebert,2.0,1.0,25.0
624046,uefa.nations,2022-09-23,Ivan Kruzliak,2.0,0.0,26.0
624043,uefa.nations,2022-09-23,Szymon Marciniak,9.0,0.0,36.0
