event_id,comp,date,referee,yellows,reds,fouls
633790,fifa.world,2022-11-20,Daniele Orsato,6.0,0.0,30.0
633789,fifa.world,2022-11-21,Raphael Claus,2.0,0.0,23.0
633788,fifa.world,2022-11-21,Wilton Pereira Sampaio,3.0,0.0,26.0
633787,fifa.world,2022-11-21,Abdulrahman Al-Jassim,6.0,0.0,25.0
633794,fifa.world,2022-11-22,Slavko Vincici,6.0,0.0,28.0
633791,fifa.world,2022-11-22,César Arturo Ramos Palazuelos,3.0,0.0,19.0
633793,fifa.world,2022-11-22,Chris Beath,3.0,0.0,29.0
633792,fifa.world,2022-11-22,Victor Miguel De Freitas Gomes,3.0,0.0,16.0
633795,fifa.world,2022-11-23,Fernando Rapallini,1.0,0.0,27.0
633797,fifa.world,2022-11-23,Iván Arcides Barton Cisneros,0.0,0.0,20.0
633798,fifa.world,2022-11-23,Mohammed Abulla Hassan Mohamed,2.0,0.0,20.0
633796,fifa.world,2022-11-23,Janny Sikazwe,5.0,0.0,25.0
633801,fifa.world,2022-11-24,Facundo Tello,3.0,0.0,22.0
633799,fifa.world,2022-11-24,Clément Turpin,2.0,0.0,17.0
633800,fifa.world,2022-11-24,Ismail Elfath,6.0,0.0,33.0
633802,fifa.world,2022-11-24,Alireza Faghani,3.0,0.0,19.0
633806,fifa.world,2022-11-25,Mario Escobar,3.0,1.0,19.0
633803,fifa.world,2022-11-25,Antonio Miguel Mateu Lahoz,6.0,0.0,19.0
633805,fifa.world,2022-11-25,Mustapha Ghorbal,1.0,0.0,27.0
633804,fifa.world,2022-11-25,Jesús Valenzuela,0.0,0.0,24.0
633808,fifa.world,2022-11-26,Daniel Siebert,3.0,0.0,31.0
633809,fifa.world,2022-11-26,Wilton Pereira Sampaio,5.0,0.0,33.0
633810,fifa.world,2022-11-26,Szymon Marciniak,3.0,0.0,13.0
633807,fifa.world,2022-11-26,Daniele Orsato,5.0,0.0,34.0
633813,fifa.world,2022-11-27,Michael Oliver,6.0,0.0,31.0
633814,fifa.world,2022-11-27,César Arturo Ramos Palazuelos,2.0,0.0,24.0
633811,fifa.world,2022-11-27,Andrés Matonte,4.0,0.0,18.0
633812,fifa.world,2022-11-27,Danny Makkelie,4.0,0.0,24.0
633816,fifa.world,2022-11-28,Mohammed Abulla Hassan Mohamed,4.0,0.0,21.0
633818,fifa.world,2022-11-28,Anthony Taylor,4.0,0.0,22.0
633815,fifa.world,2022-11-28,Iván Arcides Barton Cisneros,2.0,0.0,27.0
633817,fifa.world,2022-11-28,Alireza Faghani,5.0,0.0,26.0
633819,fifa.world,2022-11-29,Clément Turpin,1.0,0.0,34.0
633821,fifa.world,2022-11-29,Bakary Gassama,1.0,0.0,28.0
633822,fifa.world,2022-11-29,Antonio Miguel Mateu Lahoz,4.0,0.0,24.0
633820,fifa.world,2022-11-29,Slavko Vincici,2.0,0.0,25.0
633826,fifa.world,2022-11-30,Mustapha Ghorbal,3.0,0.0,21.0
633825,fifa.world,2022-11-30,Matthew Conger,1.0,0.0,20.0
633824,fifa.world,2022-11-30,Danny Makkelie,2.0,0.0,17.0
633823,fifa.world,2022-11-30,Michael Oliver,7.0,0.0,38.0
633829,fifa.world,2022-12-01,Raphael Claus,4.0,0.0,28.0
633830,fifa.world,2022-12-01,Anthony Taylor,1.0,0.0,16.0
633827,fifa.world,2022-12-01,Stephanie Frappart,1.0,0.0,12.0
633828,fifa.world,2022-12-01,Victor Miguel De Freitas Gomes,3.0,0.0,15.0
633834,fifa.world,2022-12-02,Daniel Siebert,7.0,0.0,29.0
633832,fifa.world,2022-12-02,Facundo Tello,2.0,0.0,19.0
633831,fifa.world,2022-12-02,Ismail Elfath,5.0,1.0,28.0
633833,fifa.world,2022-12-02,Fernando Rapallini,11.0,0.0,32.0
633835,fifa.world,2022-12-03,Wilton Pereira Sampaio,2.0,0.0,15.0
633836,fifa.world,2022-12-03,Szymon Marciniak,2.0,0.0,23.0
633837,fifa.world,2022-12-04,Jesús Valenzuela,3.0,0.0,18.0
633838,fifa.world,2022-12-04,Iván Arcides Barton Cisneros,1.0,0.0,28.0
633839,fifa.world,2022-12-05,Ismail Elfath,2.0,0.0,29.0
633840,fifa.world,2022-12-05,Clément Turpin,1.0,0.0,21.0
633841,fifa.world,2022-12-06,Fernando Rapallini,2.0,0.0,29.0
633842,fifa.world,2022-12-06,César Arturo Ramos Palazuelos,2.0,0.0,22.0
633843,fifa.world,2022-12-09,Michael Oliver,5.0,0.0,46.0
633844,fifa.world,2022-12-09,Antonio Miguel Mateu Lahoz,14.0,1.0,48.0
633845,fifa.world,2022-12-10,Facundo Tello,2.0,1.0,24.0
633846,fifa.world,2022-12-10,Wilton Pereira Sampaio,4.0,0.0,24.0
633847,fifa.world,2022-12-13,Daniele Orsato,4.0,0.0,23.0
633848,fifa.world,2022-12-14,César Arturo Ramos Palazuelos,1.0,0.0,22.0
633849,fifa.world,2022-12-17,Abdulrahman Al-Jassim,2.0,0.0,24.0
633850,fifa.world,2022-12-18,Szymon Marciniak,8.0,0.0,45.0
760415,fifa.world,2026-06-11,Wilton Pereira Sampaio,3.0,3.0,23.0
760414,fifa.world,2026-06-12,Amin Omar,1.0,0.0,25.0
622112,fifa.worldq.uefa,2022-06-01,Danny Makkelie,5.0,0.0,30.0
633467,fifa.worldq.uefa,2022-06-05,Antonio Miguel Mateu Lahoz,4.0,0.0,14.0
724923,fifa.worldq.uefa,2025-03-21,Andris Treimanis,2.0,0.0,31.0
724925,fifa.worldq.uefa,2025-03-21,Giorgi Kruashvili,2.0,0.0,26.0
724926,fifa.worldq.uefa,2025-03-21,Alejandro José Hernández Hernández,1.0,0.0,16.0
724927,fifa.worldq.uefa,2025-03-21,Simone Sozza,1.0,1.0,21.0
724924,fifa.worldq.uefa,2025-03-21,Anastasios Sidiropoulos ,2.0,0.0,32.0
724928,fifa.worldq.uefa,2025-03-21,Danny Makkelie,8.0,0.0,39.0
724929,fifa.worldq.uefa,2025-03-22,Mykola Balakin,4.0,0.0,19.0
724930,fifa.worldq.uefa,2025-03-22,Matej Jug,2.0,0.0,19.0
724931,fifa.worldq.uefa,2025-03-22,António Nobre,5.0,0.0,32.0
724932,fifa.worldq.uefa,2025-03-22,Rade Obrenovic,4.0,0.0,21.0
724933,fifa.worldq.uefa,2025-03-22,Nikola Dabanovic,3.0,1.0,21.0
724934,fifa.worldq.uefa,2025-03-22,Donatas Rumsas,2.0,0.0,12.0
724938,fifa.worldq.uefa,2025-03-24,Erik Lambrechts,5.0,0.0,32.0
724935,fifa.worldq.uefa,2025-03-24,Sebastian Gishamer,2.0,0.0,23.0
724936,fifa.worldq.uefa,2025-03-24,Rohit Saggi,3.0,1.0,30.0
724937,fifa.worldq.uefa,2025-03-24,Orel Grinfeld,3.0,0.0,24.0
724939,fifa.worldq.uefa,2025-03-24,Morten Krogh,5.0,1.0,28.0
724940,fifa.worldq.uefa,2025-03-24,Damian Sylwestrzak,4.0,0.0,24.0
724944,fifa.worldq.uefa,2025-03-25,Lawrence Visser,6.0,2.0,29.0
724941,fifa.worldq.uefa,2025-03-25,Horatiu Fesnic,4.0,0.0,20.0
724942,fifa.worldq.uefa,2025-03-25,Chris Kavanagh,3.0,0.0,16.0
724943,fifa.worldq.uefa,2025-03-25,John Beaton,2.0,0.0,16.0
724945,fifa.worldq.uefa,2025-03-25,Allard Lindhout,2.0,0.0,19.0
724946,fifa.worldq.uefa,2025-03-25,Jerome Brisard,4.0,0.0,26.0
724948,fifa.worldq.uefa,2025-06-06,Serdar Gözübüyük,4.0,0.0,33.0
724947,fifa.worldq.uefa,2025-06-06,Willy Delajod,1.0,0.0,20.0
724949,fifa.worldq.uefa,2025-06-06,Georgi Kabakov ,1.0,0.0,19.0
724950,fifa.worldq.uefa,2025-06-06,Chris Kavanagh,7.0,0.0,24.0
724951,fifa.worldq.uefa,2025-06-06,José María Sánchez Martínez,2.0,0.0,21.0
724952,fifa.worldq.uefa,2025-06-06,Anastasios Papapetrou,3.0,0.0,17.0
724953,fifa.worldq.uefa,2025-06-07,Luís Godinho,3.0,0.0,33.0
724954,fifa.worldq.uefa,2025-06-07,Igor Pajac,0.0,0.0,21.0
724955,fifa.worldq.uefa,2025-06-07,Marian Barbu,5.0,0.0,42.0
724958,fifa.worldq.uefa,2025-06-07,Davide Massa,3.0,0.0,22.0
724957,fifa.worldq.uefa,2025-06-07,Maurizio Mariani,2.0,0.0,21.0
724956,fifa.worldq.uefa,2025-06-07,Daniel Siebert,3.0,0.0,18.0
724959,fifa.worldq.uefa,2025-06-09,Filip Glova,4.0,0.0,32.0
724961,fifa.worldq.uefa,2025-06-09,Irfan Peljto,6.0,0.0,22.0
724964,fifa.worldq.uefa,2025-06-09,Jesús Gil Manzano,2.0,0.0,14.0
724960,fifa.worldq.uefa,2025-06-09,Srdjan Jovanovic,2.0,0.0,16.0
724963,fifa.worldq.uefa,2025-06-09,Yigal Frid,2.0,0.0,19.0
724962,fifa.worldq.uefa,2025-06-09,Urs Schnyder,2.0,0.0,20.0
724965,fifa.worldq.uefa,2025-06-10,João Pinheiro,3.0,0.0,20.0
724966,fifa.worldq.uefa,2025-06-10,Halil Meler,3.0,0.0,24.0
724970,fifa.worldq.uefa,2025-06-10,Ricardo de Burgos Bengoetxea,3.0,0.0,27.0
724967,fifa.worldq.uefa,2025-06-10,Donatas Rumsas,3.0,0.0,21.0
724968,fifa.worldq.uefa,2025-06-10,Ondrej Berka,3.0,0.0,31.0
724969,fifa.worldq.uefa,2025-06-10,Aliyar Aghayev,3.0,0.0,23.0
724971,fifa.worldq.uefa,2025-09-04,Alejandro José Hernández Hernández,2.0,0.0,25.0
724972,fifa.worldq.uefa,2025-09-04,Davide Massa,7.0,1.0,27.0
724975,fifa.worldq.uefa,2025-09-04,Giorgi Kruashvili,9.0,2.0,35.0
724973,fifa.worldq.uefa,2025-09-04,Srdjan Jovanovic,1.0,0.0,23.0
724974,fifa.worldq.uefa,2025-09-04,Morten Krogh,2.0,0.0,23.0
724976,fifa.worldq.uefa,2025-09-04,Andris Treimanis,3.0,1.0,21.0
724978,fifa.worldq.uefa,2025-09-04,Simone Sozza,0.0,0.0,22.0
724977,fifa.worldq.uefa,2025-09-04,Serdar Gözübüyük,3.0,0.0,30.0
724985,fifa.worldq.uefa,2025-09-05,Daniel Siebert,8.0,0.0,27.0
724979,fifa.worldq.uefa,2025-09-05,Kristo  Tohver ,3.0,0.0,20.0
724980,fifa.worldq.uefa,2025-09-05,Jarred Gillett,3.0,0.0,19.0
724981,fifa.worldq.uefa,2025-09-05,Sander Van Der Eijk,3.0,0.0,24.0
724982,fifa.worldq.uefa,2025-09-05,João Pinheiro,4.0,0.0,23.0
724986,fifa.worldq.uefa,2025-09-05,John Beaton,2.0,0.0,15.0
724987,fifa.worldq.uefa,2025-09-05,Marco Guida,5.0,0.0,29.0
724988,fifa.worldq.uefa,2025-09-05,José María Sánchez Martínez,4.0,0.0,40.0
724983,fifa.worldq.uefa,2025-09-05,Szymon Marciniak,2.0,0.0,21.0
724984,fifa.worldq.uefa,2025-09-05,Danny Makkelie,0.0,0.0,18.0
724989,fifa.worldq.uefa,2025-09-06,Julian Weinberger,2.0,0.0,22.0
724990,fifa.worldq.uefa,2025-09-06,Anthony Taylor,1.0,0.0,17.0
724991,fifa.worldq.uefa,2025-09-06,Mohammed Al Emara,2.0,0.0,18.0
724992,fifa.worldq.uefa,2025-09-06,Jakob Kehlet,5.0,0.0,20.0
724993,fifa.worldq.uefa,2025-09-06,Harm Osmers,8.0,1.0,27.0
724994,fifa.worldq.uefa,2025-09-06,Enea Jorgji,4.0,1.0,37.0
724996,fifa.worldq.uefa,2025-09-07,Glenn Nyberg,6.0,0.0,21.0
724995,fifa.worldq.uefa,2025-09-07,Elchin Masiyev,2.0,0.0,23.0
724997,fifa.worldq.uefa,2025-09-07,Horatiu Fesnic,3.0,0.0,26.0
724998,fifa.worldq.uefa,2025-09-07,Radu Petrescu,2.0,0.0,16.0
725001,fifa.worldq.uefa,2025-09-07,Espen Eskas,5.0,0.0,22.0
724999,fifa.worldq.uefa,2025-09-07,Nick Walsh,6.0,0.0,28.0
725000,fifa.worldq.uefa,2025-09-07,Rade Obrenovic,1.0,0.0,22.0
725002,fifa.worldq.uefa,2025-09-07,Michael Oliver,0.0,0.0,15.0
725003,fifa.worldq.uefa,2025-09-08,Nikola Dabanovic,3.0,0.0,24.0
725010,fifa.worldq.uefa,2025-09-08,Felix Zwayer,2.0,1.0,16.0
725004,fifa.worldq.uefa,2025-09-08,Mohammed Al-Hakim,4.0,0.0,24.0
725005,fifa.worldq.uefa,2025-09-08,Donatas Rumsas,2.0,0.0,28.0
725006,fifa.worldq.uefa,2025-09-08,Slavko Vincici,0.0,0.0,27.0
725007,fifa.worldq.uefa,2025-09-08,Allard Lindhout,7.0,1.0,25.0
725009,fifa.worldq.uefa,2025-09-08,Francois Letexier,2.0,0.0,25.0
725011,fifa.worldq.uefa,2025-09-09,Goga Kikacheishvili,2.0,0.0,22.0
725012,fifa.worldq.uefa,2025-09-09,Vasilis Fotias,6.0,0.0,21.0
725013,fifa.worldq.uefa,2025-09-09,Damian Sylwestrzak,3.0,0.0,21.0
725014,fifa.worldq.uefa,2025-09-09,Jesús Gil Manzano,5.0,1.0,37.0
725015,fifa.worldq.uefa,2025-09-09,Matej Jug,5.0,0.0,28.0
725018,fifa.worldq.uefa,2025-09-09,António Nobre,5.0,1.0,25.0
725016,fifa.worldq.uefa,2025-09-09,Erik Lambrechts,3.0,0.0,15.0
725008,fifa.worldq.uefa,2025-09-09,Balazs Berke,1.0,0.0,16.0
725017,fifa.worldq.uefa,2025-09-09,Clément Turpin,2.0,1.0,21.0
724832,fifa.worldq.uefa,2025-10-09,Stephanie Frappart,3.0,0.0,34.0
725019,fifa.worldq.uefa,2025-10-09,Yigal Frid,4.0,0.0,23.0
725020,fifa.worldq.uefa,2025-10-09,Filip Glova,3.0,0.0,19.0
725021,fifa.worldq.uefa,2025-10-09,Lawrence Visser,6.0,0.0,35.0
725022,fifa.worldq.uefa,2025-10-09,Francois Letexier,2.0,0.0,25.0
724831,fifa.worldq.uefa,2025-10-09,Javier Alberola Rojas,2.0,0.0,27.0
724833,fifa.worldq.uefa,2025-10-09,Duje Strukan,7.0,0.0,21.0
724834,fifa.worldq.uefa,2025-10-09,Espen Eskas,6.0,0.0,31.0
724835,fifa.worldq.uefa,2025-10-10,Pawel Raczkowski,4.0,0.0,27.0
724838,fifa.worldq.uefa,2025-10-10,Halil Meler,5.0,0.0,23.0
724842,fifa.worldq.uefa,2025-10-10,Rohit Saggi,3.0,0.0,22.0
724839,fifa.worldq.uefa,2025-10-10,Nenad Minakovic,1.0,1.0,15.0
724836,fifa.worldq.uefa,2025-10-10,Sven Jablonski,5.0,0.0,24.0
724840,fifa.worldq.uefa,2025-10-10,Marco Guida,4.0,0.0,22.0
724841,fifa.worldq.uefa,2025-10-10,Glenn Nyberg,2.0,0.0,26.0
724837,fifa.worldq.uefa,2025-10-10,Anthony Taylor,2.0,0.0,23.0
724843,fifa.worldq.uefa,2025-10-11,Georgi Kabakov ,2.0,1.0,20.0
724845,fifa.worldq.uefa,2025-10-11,Chris Kavanagh,1.0,0.0,19.0
724844,fifa.worldq.uefa,2025-10-11,Szymon Marciniak,1.0,0.0,21.0
724847,fifa.worldq.uefa,2025-10-11,Luís Godinho,3.0,0.0,15.0
724846,fifa.worldq.uefa,2025-10-11,Serdar Gözübüyük,7.0,0.0,31.0
724849,fifa.worldq.uefa,2025-10-11,Ivan Kruzliak,7.0,0.0,15.0
724848,fifa.worldq.uefa,2025-10-11,Istvan Kovacs,5.0,0.0,33.0
724850,fifa.worldq.uefa,2025-10-11,Manfredas Lukjancukas,1.0,0.0,20.0
724851,fifa.worldq.uefa,2025-10-12,Aliyar Aghayev,5.0,0.0,28.0
724852,fifa.worldq.uefa,2025-10-12,Andrea Colombo,4.0,0.0,23.0
724854,fifa.worldq.uefa,2025-10-12,Slavko Vincici,2.0,0.0,21.0
724853,fifa.worldq.uefa,2025-10-12,Marian Barbu,2.0,0.0,24.0
724856,fifa.worldq.uefa,2025-10-12,Oleksiy Derevinskyi,0.0,0.0,14.0
724855,fifa.worldq.uefa,2025-10-12,Michael Oliver,4.0,0.0,26.0
724858,fifa.worldq.uefa,2025-10-12,Ondrej Berka,4.0,0.0,34.0
724857,fifa.worldq.uefa,2025-10-12,Davide Massa,6.0,0.0,27.0
724866,fifa.worldq.uefa,2025-10-13,Orel Grinfeld,2.0,0.0,28.0
724860,fifa.worldq.uefa,2025-10-13,Juan Martínez Munuera,6.0,0.0,28.0
724861,fifa.worldq.uefa,2025-10-13,Jesús Gil Manzano,6.0,0.0,32.0
724862,fifa.worldq.uefa,2025-10-13,Rade Obrenovic,5.0,0.0,35.0
724863,fifa.worldq.uefa,2025-10-13,Felix Zwayer,1.0,0.0,15.0
724864,fifa.worldq.uefa,2025-10-13,Danny Makkelie,2.0,0.0,26.0
724865,fifa.worldq.uefa,2025-10-13,Sebastian Gishamer,4.0,0.0,19.0
724859,fifa.worldq.uefa,2025-10-13,Daniel Siebert,3.0,0.0,16.0
724872,fifa.worldq.uefa,2025-10-14,Igor Pajac,5.0,0.0,26.0
724873,fifa.worldq.uefa,2025-10-14,Anastasios Papapetrou,5.0,0.0,24.0
724868,fifa.worldq.uefa,2025-10-14,Clément Turpin,3.0,0.0,22.0
724871,fifa.worldq.uefa,2025-10-14,Anastasios Sidiropoulos ,5.0,0.0,16.0
724867,fifa.worldq.uefa,2025-10-14,Srdjan Jovanovic,4.0,0.0,19.0
724870,fifa.worldq.uefa,2025-10-14,Benoit Bastien,4.0,1.0,18.0
724869,fifa.worldq.uefa,2025-10-14,Willy Delajod,0.0,0.0,13.0
724874,fifa.worldq.uefa,2025-10-14,Radu Petrescu,2.0,0.0,30.0
724876,fifa.worldq.uefa,2025-11-13,José María Sánchez Martínez,2.0,0.0,28.0
724877,fifa.worldq.uefa,2025-11-13,Nikola Dabanovic,6.0,0.0,26.0
724875,fifa.worldq.uefa,2025-11-13,Matej Jug,0.0,0.0,26.0
724880,fifa.worldq.uefa,2025-11-13,Horatiu Fesnic,5.0,0.0,25.0
724879,fifa.worldq.uefa,2025-11-13,Ivan Kruzliak,1.0,0.0,23.0
724881,fifa.worldq.uefa,2025-11-13,Slavko Vincici,3.0,0.0,19.0
724878,fifa.worldq.uefa,2025-11-13,Mykola Balakin,3.0,0.0,21.0
724882,fifa.worldq.uefa,2025-11-13,Glenn Nyberg,5.0,1.0,11.0
724883,fifa.worldq.uefa,2025-11-14,Julian Weinberger,0.0,0.0,24.0
724887,fifa.worldq.uefa,2025-11-14,Aliyar Aghayev,2.0,0.0,20.0
724884,fifa.worldq.uefa,2025-11-14,Anastasios Papapetrou,3.0,0.0,28.0
724885,fifa.worldq.uefa,2025-11-14,John Brooks,5.0,0.0,21.0
724886,fifa.worldq.uefa,2025-11-14,Maurizio Mariani,3.0,0.0,24.0
724888,fifa.worldq.uefa,2025-11-14,Istvan Kovacs,3.0,1.0,34.0
724889,fifa.worldq.uefa,2025-11-15,Donatas Rumsas,5.0,1.0,22.0
724891,fifa.worldq.uefa,2025-11-15,Urs Schnyder,2.0,0.0,28.0
724890,fifa.worldq.uefa,2025-11-15,Benoit Bastien,1.0,0.0,18.0
724893,fifa.worldq.uefa,2025-11-15,Juxhin Xhaja,5.0,0.0,14.0
724892,fifa.worldq.uefa,2025-11-15,Nick Walsh,4.0,0.0,23.0
724895,fifa.worldq.uefa,2025-11-15,Michael Oliver,7.0,1.0,31.0
724896,fifa.worldq.uefa,2025-11-15,Sven Jablonski,5.0,0.0,19.0
724898,fifa.worldq.uefa,2025-11-15,Jesús Gil Manzano,3.0,1.0,23.0
724894,fifa.worldq.uefa,2025-11-15,Clément Turpin,2.0,1.0,20.0
724897,fifa.worldq.uefa,2025-11-15,Erik Lambrechts,5.0,0.0,31.0
724899,fifa.worldq.uefa,2025-11-16,Espen Eskas,6.0,0.0,27.0
724900,fifa.worldq.uefa,2025-11-16,Irfan Peljto,1.0,0.0,17.0
724902,fifa.worldq.uefa,2025-11-16,Marco Guida,3.0,0.0,19.0
724901,fifa.worldq.uefa,2025-11-16,Andris Treimanis,2.0,0.0,22.0
724903,fifa.worldq.uefa,2025-11-16,Ricardo de Burgos Bengoetxea,2.0,0.0,25.0
724904,fifa.worldq.uefa,2025-11-16,Anthony Taylor,3.0,0.0,18.0
724905,fifa.worldq.uefa,2025-11-16,Allard Lindhout,4.0,1.0,21.0
724906,fifa.worldq.uefa,2025-11-16,Alejandro José Hernández Hernández,5.0,0.0,23.0
724909,fifa.worldq.uefa,2025-11-17,Sascha Stegemann,1.0,0.0,18.0
724911,fifa.worldq.uefa,2025-11-17,Francois Letexier,1.0,0.0,14.0
724908,fifa.worldq.uefa,2025-11-17,Igor Pajac,4.0,0.0,13.0
724907,fifa.worldq.uefa,2025-11-17,Halil Meler,4.0,0.0,33.0
724912,fifa.worldq.uefa,2025-11-17,Luís Godinho,2.0,0.0,20.0
724910,fifa.worldq.uefa,2025-11-17,Kristo  Tohver ,10.0,0.0,29.0
724913,fifa.worldq.uefa,2025-11-18,João Pinheiro,3.0,0.0,17.0
724914,fifa.worldq.uefa,2025-11-18,Damian Sylwestrzak,2.0,0.0,29.0
724915,fifa.worldq.uefa,2025-11-18,Mohammed Al-Hakim,1.0,0.0,19.0
724916,fifa.worldq.uefa,2025-11-18,Jakob Kehlet,3.0,0.0,16.0
724922,fifa.worldq.uefa,2025-11-18,Davide Massa,2.0,0.0,18.0
724920,fifa.worldq.uefa,2025-11-18,Mohammed Al Emara,4.0,0.0,25.0
724921,fifa.worldq.uefa,2025-11-18,Szymon Marciniak,2.0,1.0,27.0
724917,fifa.worldq.uefa,2025-11-18,Felix Zwayer,6.0,0.0,13.0
724919,fifa.worldq.uefa,2025-11-18,Maurizio Mariani,3.0,0.0,17.0
724918,fifa.worldq.uefa,2025-11-18,Danny Makkelie,3.0,0.0,18.0
761383,fifa.worldq.uefa,2026-03-26,Francois Letexier,3.0,0.0,19.0
761378,fifa.worldq.uefa,2026-03-26,Glenn Nyberg,3.0,0.0,39.0
761379,fifa.worldq.uefa,2026-03-26,Felix Zwayer,2.0,0.0,18.0
761380,fifa.worldq.uefa,2026-03-26,Danny Makkelie,1.0,0.0,19.0
761385,fifa.worldq.uefa,2026-03-26,Anthony Taylor,5.0,0.0,32.0
761382,fifa.worldq.uefa,2026-03-26,Espen Eskas,5.0,0.0,30.0
761384,fifa.worldq.uefa,2026-03-26,João Pinheiro,3.0,0.0,22.0
761381,fifa.worldq.uefa,2026-03-26,Istvan Kovacs,5.0,0.0,28.0
761952,fifa.worldq.uefa,2026-03-31,Clément Turpin,5.0,1.0,27.0
761955,fifa.worldq.uefa,2026-03-31,Maurizio Mariani,3.0,0.0,31.0
761953,fifa.worldq.uefa,2026-03-31,Michael Oliver,8.0,0.0,22.0
761954,fifa.worldq.uefa,2026-03-31,Slavko Vincici,5.0,0.0,30.0
684580,fifa.worldq.conmebol,2023-09-07,Andrés Matonte,,,
684581,fifa.worldq.conmebol,2023-09-07,"Daronco, Anderson",,,
684579,fifa.worldq.conmebol,2023-09-08,Wilmer Roldán,,,
684582,fifa.worldq.conmebol,2023-09-08,Dario Herrera,,,
684578,fifa.worldq.conmebol,2023-09-09,Juan Gabriel Benítez,,,
684583,fifa.worldq.conmebol,2023-09-12,Esteban Ostojich,,,
684585,fifa.worldq.conmebol,2023-09-12,Wilton Pereira Sampaio,,,
684587,fifa.worldq.conmebol,2023-09-12,Andrés Rojas,,,
684584,fifa.worldq.conmebol,2023-09-13,Jesús Valenzuela,,,
684586,fifa.worldq.conmebol,2023-09-13,Fernando Rapallini,,,
684592,fifa.worldq.conmebol,2023-10-12,Piero Maza,,,
684588,fifa.worldq.conmebol,2023-10-12,Raphael Claus,,,
684589,fifa.worldq.conmebol,2023-10-12,Cristián Garay,,,
684591,fifa.worldq.conmebol,2023-10-13,Wilmer Roldán,,,
684590,fifa.worldq.conmebol,2023-10-13,Kevin Paolo Ortega,,,
684597,fifa.worldq.conmebol,2023-10-17,Flavio Rodrigues de Souza,,,
684594,fifa.worldq.conmebol,2023-10-17,Gustavo Tejera,,,
684593,fifa.worldq.conmebol,2023-10-17,Facundo Tello,,,
684596,fifa.worldq.conmebol,2023-10-18,Alexis Herrera,,,
684595,fifa.worldq.conmebol,2023-10-18,Jesús Valenzuela,,,
684599,fifa.worldq.conmebol,2023-11-16,Guillermo Guerrero,,,
684602,fifa.worldq.conmebol,2023-11-16,Juan Gabriel Benítez,,,
684598,fifa.worldq.conmebol,2023-11-17,Wilmer Roldán,,,
684601,fifa.worldq.conmebol,2023-11-17,Andrés Matonte,,,
684600,fifa.worldq.conmebol,2023-11-17,Fernando Rapallini,,,
684605,fifa.worldq.conmebol,2023-11-21,Jesús Valenzuela,,,
684604,fifa.worldq.conmebol,2023-11-21,"Daronco, Anderson",,,
684607,fifa.worldq.conmebol,2023-11-21,Kevin Paolo Ortega,,,
684603,fifa.worldq.conmebol,2023-11-22,Piero Maza,,,
684606,fifa.worldq.conmebol,2023-11-22,Dario Herrera,,,
684609,fifa.worldq.conmebol,2024-09-05,Wilmer Roldán,,,
684608,fifa.worldq.conmebol,2024-09-06,Jesús Valenzuela,,,
684612,fifa.worldq.conmebol,2024-09-06,Dario Herrera,,,
684610,fifa.worldq.conmebol,2024-09-07,Facundo Tello,,,
684611,fifa.worldq.conmebol,2024-09-07,Esteban Ostojich,,,
684614,fifa.worldq.conmebol,2024-09-10,Piero Maza,,,
684613,fifa.worldq.conmebol,2024-09-10,Juan Gabriel Benítez,,,
684615,fifa.worldq.conmebol,2024-09-10,Andrés Rojas,,,
684617,fifa.worldq.conmebol,2024-09-10,Raphael Claus,,,
684616,fifa.worldq.conmebol,2024-09-11,Andrés Matonte,,,
684618,fifa.worldq.conmebol,2024-10-10,Wilton Pereira Sampaio,,,
684620,fifa.worldq.conmebol,2024-10-10,Raphael Claus,,,
684622,fifa.worldq.conmebol,2024-10-10,Gustavo Tejera,,,
684619,fifa.worldq.conmebol,2024-10-11,Dario Herrera,,,
684621,fifa.worldq.conmebol,2024-10-12,Facundo Tello,,,
684625,fifa.worldq.conmebol,2024-10-15,Jesús Valenzuela,,,
684626,fifa.worldq.conmebol,2024-10-15,Piero Maza,,,
684627,fifa.worldq.conmebol,2024-10-15,Cristián Garay,,,
684623,fifa.worldq.conmebol,2024-10-16,Kevin Paolo Ortega,,,
684624,fifa.worldq.conmebol,2024-10-16,Esteban Ostojich,,,
684632,fifa.worldq.conmebol,2024-11-14,Andrés Rojas,,,
684628,fifa.worldq.conmebol,2024-11-14,"Daronco, Anderson",,,
684629,fifa.worldq.conmebol,2024-11-15,Maximiliano Ramírez,,,
684630,fifa.worldq.conmebol,2024-11-16,Kevin Paolo Ortega,,,
684631,fifa.worldq.conmebol,2024-11-16,Wilton Pereira Sampaio,,,
684634,fifa.worldq.conmebol,2024-11-19,Andrés Matonte,,,
684637,fifa.worldq.conmebol,2024-11-19,Esteban Ostojich,,,
684633,fifa.worldq.conmebol,2024-11-20,Wilmer Roldán,,,
684636,fifa.worldq.conmebol,2024-11-20,Facundo Tello,,,
684635,fifa.worldq.conmebol,2024-11-20,Piero Maza,,,
684640,fifa.worldq.conmebol,2025-03-20,Raphael Claus,,,
684638,fifa.worldq.conmebol,2025-03-21,Alexis Herrera,,,
684641,fifa.worldq.conmebol,2025-03-21,Yael Falcón Pérez,,,
684639,fifa.worldq.conmebol,2025-03-21,Ramon Abatti Abel,,,
684642,fifa.worldq.conmebol,2025-03-21,Juan Gabriel Benítez,,,
684644,fifa.worldq.conmebol,2025-03-25,Augusto Aragón,,,
